dataset,model,question_id,y_true,p_pred,fold
medqa,qwen3-4b,medqa_test_00185,0,0.709729,3
medqa,qwen3-4b,medqa_test_01193,0,0.879602,1
medqa,qwen3-4b,medqa_test_00711,1,0.903807,5
medqa,qwen3-4b,medqa_test_00263,1,0.511688,5
medqa,qwen3-4b,medqa_test_00667,1,0.949804,3
medqa,qwen3-4b,medqa_test_01187,1,0.843879,2
medqa,qwen3-4b,medqa_test_00231,1,0.809341,1
medqa,qwen3-4b,medqa_test_00177,0,0.836332,3
medqa,qwen3-4b,medqa_test_00296,1,0.896699,3
medqa,qwen3-4b,medqa_test_00482,1,0.9141,1
medqa,qwen3-4b,medqa_test_00857,1,0.913146,4
medqa,qwen3-4b,medqa_test_01251,1,0.917229,4
medqa,qwen3-4b,medqa_test_00021,1,0.79655,3
medqa,qwen3-4b,medqa_test_00056,1,0.566178,1
medqa,qwen3-4b,medqa_test_00485,0,0.934843,3
medqa,qwen3-4b,medqa_test_00887,0,0.640595,1
medqa,qwen3-4b,medqa_test_00090,1,0.905928,5
medqa,qwen3-4b,medqa_test_01026,0,0.754702,2
medqa,qwen3-4b,medqa_test_00055,1,0.929084,3
medqa,qwen3-4b,medqa_test_00658,1,0.926016,1
medqa,qwen3-4b,medqa_test_00706,0,0.491105,3
medqa,qwen3-4b,medqa_test_00545,1,0.916866,1
medqa,qwen3-4b,medqa_test_00878,1,0.828867,4
medqa,qwen3-4b,medqa_test_00192,1,0.942509,3
medqa,qwen3-4b,medqa_test_00738,1,0.956984,2
medqa,qwen3-4b,medqa_test_00531,0,0.905562,2
medqa,qwen3-4b,medqa_test_00568,1,0.939178,4
medqa,qwen3-4b,medqa_test_00286,1,0.923252,3
medqa,qwen3-4b,medqa_test_00785,0,0.809555,1
medqa,qwen3-4b,medqa_test_00067,1,0.900699,5
medqa,qwen3-4b,medqa_test_00571,1,0.523208,4
medqa,qwen3-4b,medqa_test_00212,0,0.914654,1
medqa,qwen3-4b,medqa_test_00220,1,0.907779,5
medqa,qwen3-4b,medqa_test_01132,0,0.521665,2
medqa,qwen3-4b,medqa_test_00492,1,0.883397,5
medqa,qwen3-4b,medqa_test_00420,1,0.359358,1
medqa,qwen3-4b,medqa_test_00978,1,0.956308,1
medqa,qwen3-4b,medqa_test_00699,1,0.896324,5
medqa,qwen3-4b,medqa_test_00730,1,0.491448,2
medqa,qwen3-4b,medqa_test_00969,1,0.897025,2
medqa,qwen3-4b,medqa_test_00032,0,0.75863,4
medqa,qwen3-4b,medqa_test_00876,1,0.874715,3
medqa,qwen3-4b,medqa_test_00126,1,0.7652,5
medqa,qwen3-4b,medqa_test_00179,1,0.878473,2
medqa,qwen3-4b,medqa_test_00367,0,0.818508,2
medqa,qwen3-4b,medqa_test_00121,1,0.91811,1
medqa,qwen3-4b,medqa_test_00011,1,0.913199,4
medqa,qwen3-4b,medqa_test_00829,0,0.790762,1
medqa,qwen3-4b,medqa_test_01068,1,0.864565,4
medqa,qwen3-4b,medqa_test_01203,1,0.657355,3
medqa,qwen3-4b,medqa_test_00820,1,0.923037,1
medqa,qwen3-4b,medqa_test_01180,1,0.768542,3
medqa,qwen3-4b,medqa_test_00901,1,0.707049,1
medqa,qwen3-4b,medqa_test_01163,0,0.585765,3
medqa,qwen3-4b,medqa_test_00426,1,0.60989,2
medqa,qwen3-4b,medqa_test_01044,1,0.94236,4
medqa,qwen3-4b,medqa_test_01212,1,0.791602,1
medqa,qwen3-4b,medqa_test_00875,1,0.902118,3
medqa,qwen3-4b,medqa_test_00125,1,0.833893,2
medqa,qwen3-4b,medqa_test_00269,1,0.905852,1
medqa,qwen3-4b,medqa_test_00148,1,0.904064,5
medqa,qwen3-4b,medqa_test_00462,1,0.876059,4
medqa,qwen3-4b,medqa_test_00960,0,0.795231,4
medqa,qwen3-4b,medqa_test_00314,1,0.366979,1
medqa,qwen3-4b,medqa_test_00087,1,0.834186,3
medqa,qwen3-4b,medqa_test_00726,1,0.886716,2
medqa,qwen3-4b,medqa_test_00017,1,0.936636,2
medqa,qwen3-4b,medqa_test_00034,0,0.80917,4
medqa,qwen3-4b,medqa_test_01041,1,0.515379,1
medqa,qwen3-4b,medqa_test_01006,1,0.880072,5
medqa,qwen3-4b,medqa_test_00153,1,0.897092,1
medqa,qwen3-4b,medqa_test_00298,1,0.839523,3
medqa,qwen3-4b,medqa_test_00893,1,0.917603,1
medqa,qwen3-4b,medqa_test_00294,1,0.907842,5
medqa,qwen3-4b,medqa_test_00599,1,0.876129,3
medqa,qwen3-4b,medqa_test_01014,1,0.932742,3
medqa,qwen3-4b,medqa_test_00587,0,0.758887,3
medqa,qwen3-4b,medqa_test_00677,0,0.693345,5
medqa,qwen3-4b,medqa_test_01037,0,0.595236,4
medqa,qwen3-4b,medqa_test_00834,1,0.901742,3
medqa,qwen3-4b,medqa_test_00837,1,0.900804,1
medqa,qwen3-4b,medqa_test_01029,1,0.827998,2
medqa,qwen3-4b,medqa_test_00259,1,0.921843,5
medqa,qwen3-4b,medqa_test_00954,1,0.890936,2
medqa,qwen3-4b,medqa_test_00728,1,0.901365,1
medqa,qwen3-4b,medqa_test_00057,1,0.482726,4
medqa,qwen3-4b,medqa_test_00580,1,0.871265,4
medqa,qwen3-4b,medqa_test_01195,1,0.877385,5
medqa,qwen3-4b,medqa_test_00605,0,0.598933,5
medqa,qwen3-4b,medqa_test_00889,1,0.833641,5
medqa,qwen3-4b,medqa_test_00768,0,0.65974,5
medqa,qwen3-4b,medqa_test_00858,1,0.079173,3
medqa,qwen3-4b,medqa_test_01118,1,0.890845,4
medqa,qwen3-4b,medqa_test_00434,1,0.948452,4
medqa,qwen3-4b,medqa_test_00562,1,0.943156,1
medqa,qwen3-4b,medqa_test_00261,1,0.921485,2
medqa,qwen3-4b,medqa_test_00410,1,0.936754,1
medqa,qwen3-4b,medqa_test_00880,0,0.863457,2
medqa,qwen3-4b,medqa_test_00458,1,0.907207,1
medqa,qwen3-4b,medqa_test_00275,1,0.907154,3
medqa,qwen3-4b,medqa_test_00575,1,0.634622,1
medqa,qwen3-4b,medqa_test_00112,0,0.894675,4
medqa,qwen3-4b,medqa_test_00073,1,0.749918,3
medqa,qwen3-4b,medqa_test_00383,1,0.862333,5
medqa,qwen3-4b,medqa_test_00668,1,0.834072,5
medqa,qwen3-4b,medqa_test_00068,1,0.901974,5
medqa,qwen3-4b,medqa_test_00396,1,0.921625,4
medqa,qwen3-4b,medqa_test_01013,1,0.942757,3
medqa,qwen3-4b,medqa_test_00361,1,0.8101,2
medqa,qwen3-4b,medqa_test_00461,1,0.699961,4
medqa,qwen3-4b,medqa_test_00160,1,0.490525,2
medqa,qwen3-4b,medqa_test_00423,0,0.520716,5
medqa,qwen3-4b,medqa_test_01069,1,0.656618,5
medqa,qwen3-4b,medqa_test_00280,1,0.94915,1
medqa,qwen3-4b,medqa_test_00491,1,0.895076,4
medqa,qwen3-4b,medqa_test_00048,1,0.717068,2
medqa,qwen3-4b,medqa_test_01172,0,0.745532,4
medqa,qwen3-4b,medqa_test_00852,1,0.103799,3
medqa,qwen3-4b,medqa_test_00847,1,0.9305,5
medqa,qwen3-4b,medqa_test_00745,0,0.795375,4
medqa,qwen3-4b,medqa_test_00779,1,0.704674,2
medqa,qwen3-4b,medqa_test_00386,0,0.76365,4
medqa,qwen3-4b,medqa_test_01226,1,0.8348,2
medqa,qwen3-4b,medqa_test_00640,1,0.897773,4
medqa,qwen3-4b,medqa_test_00018,1,0.910149,2
medqa,qwen3-4b,medqa_test_01016,1,0.904511,4
medqa,qwen3-4b,medqa_test_00607,1,0.939927,2
medqa,qwen3-4b,medqa_test_00210,1,0.92724,5
medqa,qwen3-4b,medqa_test_00168,1,0.935618,4
medqa,qwen3-4b,medqa_test_01207,1,0.737389,4
medqa,qwen3-4b,medqa_test_01211,0,0.516893,4
medqa,qwen3-4b,medqa_test_00164,1,0.87991,5
medqa,qwen3-4b,medqa_test_00170,1,0.185883,4
medqa,qwen3-4b,medqa_test_00808,1,0.922232,2
medqa,qwen3-4b,medqa_test_00474,1,0.906699,2
medqa,qwen3-4b,medqa_test_00712,1,0.452855,3
medqa,qwen3-4b,medqa_test_00936,0,0.262689,2
medqa,qwen3-4b,medqa_test_00092,1,0.884432,4
medqa,qwen3-4b,medqa_test_01219,1,0.895073,5
medqa,qwen3-4b,medqa_test_00787,1,0.800203,1
medqa,qwen3-4b,medqa_test_00655,1,0.453278,2
medqa,qwen3-4b,medqa_test_01208,1,0.814514,4
medqa,qwen3-4b,medqa_test_00089,1,0.843454,1
medqa,qwen3-4b,medqa_test_00651,0,0.582587,2
medqa,qwen3-4b,medqa_test_01248,1,0.894746,3
medqa,qwen3-4b,medqa_test_00010,1,0.319217,5
medqa,qwen3-4b,medqa_test_00949,1,0.939975,4
medqa,qwen3-4b,medqa_test_00046,1,0.9519,4
medqa,qwen3-4b,medqa_test_00883,1,0.948977,5
medqa,qwen3-4b,medqa_test_00221,0,0.250432,2
medqa,qwen3-4b,medqa_test_00962,0,0.430191,3
medqa,qwen3-4b,medqa_test_01223,0,0.657079,2
medqa,qwen3-4b,medqa_test_00923,1,0.942474,5
medqa,qwen3-4b,medqa_test_01036,1,0.407997,4
medqa,qwen3-4b,medqa_test_01064,1,0.957934,1
medqa,qwen3-4b,medqa_test_00256,0,0.508948,5
medqa,qwen3-4b,medqa_test_01213,0,0.475506,1
medqa,qwen3-4b,medqa_test_00763,1,0.909635,5
medqa,qwen3-4b,medqa_test_00239,0,0.863277,3
medqa,qwen3-4b,medqa_test_00606,1,0.714474,5
medqa,qwen3-4b,medqa_test_00459,1,0.94368,3
medqa,qwen3-4b,medqa_test_00157,1,0.923468,1
medqa,qwen3-4b,medqa_test_00084,1,0.87034,4
medqa,qwen3-4b,medqa_test_00612,1,0.568414,4
medqa,qwen3-4b,medqa_test_00072,1,0.796704,5
medqa,qwen3-4b,medqa_test_00724,0,0.519895,5
medqa,qwen3-4b,medqa_test_00374,1,0.612198,3
medqa,qwen3-4b,medqa_test_00363,1,0.589355,5
medqa,qwen3-4b,medqa_test_01095,0,0.413867,3
medqa,qwen3-4b,medqa_test_01168,1,0.929699,2
medqa,qwen3-4b,medqa_test_00101,1,0.922634,2
medqa,qwen3-4b,medqa_test_00348,0,0.578028,5
medqa,qwen3-4b,medqa_test_00346,0,0.60388,1
medqa,qwen3-4b,medqa_test_00119,1,0.866741,3
medqa,qwen3-4b,medqa_test_00870,1,0.878241,3
medqa,qwen3-4b,medqa_test_00749,0,0.360606,4
medqa,qwen3-4b,medqa_test_00147,1,0.874325,4
medqa,qwen3-4b,medqa_test_00439,1,0.805795,2
medqa,qwen3-4b,medqa_test_00016,1,0.875805,1
medqa,qwen3-4b,medqa_test_00402,1,0.665582,2
medqa,qwen3-4b,medqa_test_00304,1,0.881058,3
medqa,qwen3-4b,medqa_test_00614,1,0.787332,2
medqa,qwen3-4b,medqa_test_00772,1,0.909441,3
medqa,qwen3-4b,medqa_test_00894,1,0.869517,4
medqa,qwen3-4b,medqa_test_00282,1,0.917125,1
medqa,qwen3-4b,medqa_test_00512,0,0.417228,5
medqa,qwen3-4b,medqa_test_00989,0,0.512355,1
medqa,qwen3-4b,medqa_test_00080,1,0.287801,3
medqa,qwen3-4b,medqa_test_01174,1,0.83128,1
medqa,qwen3-4b,medqa_test_00628,1,0.865124,1
medqa,qwen3-4b,medqa_test_00494,1,0.853124,3
medqa,qwen3-4b,medqa_test_00320,0,0.9018,4
medqa,qwen3-4b,medqa_test_00921,0,0.753194,3
medqa,qwen3-4b,medqa_test_00050,1,0.869069,1
medqa,qwen3-4b,medqa_test_00504,1,0.91026,3
medqa,qwen3-4b,medqa_test_01042,0,0.304969,1
medqa,qwen3-4b,medqa_test_01110,1,0.232997,4
medqa,qwen3-4b,medqa_test_01175,1,0.750878,5
medqa,qwen3-4b,medqa_test_00632,1,0.85728,5
medqa,qwen3-4b,medqa_test_00839,1,0.857422,3
medqa,qwen3-4b,medqa_test_01056,1,0.868802,5
medqa,qwen3-4b,medqa_test_00502,1,0.907892,3
medqa,qwen3-4b,medqa_test_00794,1,0.861986,1
medqa,qwen3-4b,medqa_test_00310,0,0.928165,1
medqa,qwen3-4b,medqa_test_00213,1,0.828081,2
medqa,qwen3-4b,medqa_test_00060,1,0.827665,5
medqa,qwen3-4b,medqa_test_00479,1,0.898957,1
medqa,qwen3-4b,medqa_test_00155,0,0.775092,1
medqa,qwen3-4b,medqa_test_00910,0,0.211147,3
medqa,qwen3-4b,medqa_test_00076,1,0.856889,1
medqa,qwen3-4b,medqa_test_01210,1,0.498206,3
medqa,qwen3-4b,medqa_test_00906,0,0.429873,1
medqa,qwen3-4b,medqa_test_00322,1,0.904104,4
medqa,qwen3-4b,medqa_test_00295,1,0.91894,3
medqa,qwen3-4b,medqa_test_00037,0,0.780426,1
medqa,qwen3-4b,medqa_test_00205,1,0.779184,1
medqa,qwen3-4b,medqa_test_01002,1,0.354031,2
medqa,qwen3-4b,medqa_test_00998,1,0.887874,1
medqa,qwen3-4b,medqa_test_00595,1,0.933942,2
medqa,qwen3-4b,medqa_test_01120,1,0.941945,5
medqa,qwen3-4b,medqa_test_01001,1,0.916741,4
medqa,qwen3-4b,medqa_test_00643,0,0.74462,3
medqa,qwen3-4b,medqa_test_01081,1,0.641264,3
medqa,qwen3-4b,medqa_test_00926,1,0.831883,1
medqa,qwen3-4b,medqa_test_00385,0,0.468026,5
medqa,qwen3-4b,medqa_test_01244,0,0.832473,5
medqa,qwen3-4b,medqa_test_00944,0,0.914072,4
medqa,qwen3-4b,medqa_test_00149,0,0.673342,1
medqa,qwen3-4b,medqa_test_01151,1,0.765387,1
medqa,qwen3-4b,medqa_test_00140,1,0.944413,3
medqa,qwen3-4b,medqa_test_01154,1,0.95823,4
medqa,qwen3-4b,medqa_test_00828,1,0.884547,1
medqa,qwen3-4b,medqa_test_00851,1,0.442668,5
medqa,qwen3-4b,medqa_test_00007,1,0.905205,4
medqa,qwen3-4b,medqa_test_00953,0,0.935213,1
medqa,qwen3-4b,medqa_test_00184,0,0.832526,2
medqa,qwen3-4b,medqa_test_00116,1,0.835999,1
medqa,qwen3-4b,medqa_test_00684,1,0.506883,2
medqa,qwen3-4b,medqa_test_00099,1,0.880711,4
medqa,qwen3-4b,medqa_test_01079,1,0.895033,5
medqa,qwen3-4b,medqa_test_00884,1,0.957014,1
medqa,qwen3-4b,medqa_test_00617,1,0.90538,4
medqa,qwen3-4b,medqa_test_00524,0,0.475942,3
medqa,qwen3-4b,medqa_test_00557,1,0.910373,3
medqa,qwen3-4b,medqa_test_01096,1,0.886593,1
medqa,qwen3-4b,medqa_test_00547,1,0.747958,5
medqa,qwen3-4b,medqa_test_00895,1,0.83694,2
medqa,qwen3-4b,medqa_test_00818,1,0.957942,3
medqa,qwen3-4b,medqa_test_00390,1,0.48513,1
medqa,qwen3-4b,medqa_test_00515,0,0.498395,1
medqa,qwen3-4b,medqa_test_00380,0,0.824676,5
medqa,qwen3-4b,medqa_test_00534,1,0.831315,1
medqa,qwen3-4b,medqa_test_00937,1,0.710971,2
medqa,qwen3-4b,medqa_test_00098,0,0.135131,3
medqa,qwen3-4b,medqa_test_00369,0,0.683653,5
medqa,qwen3-4b,medqa_test_01260,0,0.621067,4
medqa,qwen3-4b,medqa_test_01268,1,0.922305,1
medqa,qwen3-4b,medqa_test_00588,1,0.740635,3
medqa,qwen3-4b,medqa_test_00657,0,0.858738,5
medqa,qwen3-4b,medqa_test_01125,1,0.717545,1
medqa,qwen3-4b,medqa_test_00782,1,0.907242,2
medqa,qwen3-4b,medqa_test_00647,0,0.778547,3
medqa,qwen3-4b,medqa_test_00176,1,0.890222,3
medqa,qwen3-4b,medqa_test_00805,1,0.70805,5
medqa,qwen3-4b,medqa_test_00653,1,0.894327,2
medqa,qwen3-4b,medqa_test_00188,0,0.573114,1
medqa,qwen3-4b,medqa_test_00797,1,0.912843,4
medqa,qwen3-4b,medqa_test_00522,1,0.857362,5
medqa,qwen3-4b,medqa_test_00354,1,0.900272,2
medqa,qwen3-4b,medqa_test_00207,1,0.895665,4
medqa,qwen3-4b,medqa_test_00113,1,0.926478,1
medqa,qwen3-4b,medqa_test_00700,1,0.927424,4
medqa,qwen3-4b,medqa_test_00927,1,0.728376,2
medqa,qwen3-4b,medqa_test_00965,1,0.913649,3
medqa,qwen3-4b,medqa_test_00744,1,0.879858,5
medqa,qwen3-4b,medqa_test_00513,1,0.715652,2
medqa,qwen3-4b,medqa_test_01007,1,0.390315,2
medqa,qwen3-4b,medqa_test_00243,1,0.392121,3
medqa,qwen3-4b,medqa_test_00786,1,0.905262,3
medqa,qwen3-4b,medqa_test_00977,1,0.915847,4
medqa,qwen3-4b,medqa_test_00984,0,0.715411,2
medqa,qwen3-4b,medqa_test_00483,0,0.875819,3
medqa,qwen3-4b,medqa_test_00697,1,0.896085,5
medqa,qwen3-4b,medqa_test_00905,0,0.584902,4
medqa,qwen3-4b,medqa_test_00368,1,0.845239,1
medqa,qwen3-4b,medqa_test_00537,1,0.820358,5
medqa,qwen3-4b,medqa_test_00097,1,0.907247,1
medqa,qwen3-4b,medqa_test_00750,1,0.893156,4
medqa,qwen3-4b,medqa_test_00803,0,0.306484,1
medqa,qwen3-4b,medqa_test_00613,1,0.849936,5
medqa,qwen3-4b,medqa_test_01189,1,0.942862,2
medqa,qwen3-4b,medqa_test_00143,1,0.89449,4
medqa,qwen3-4b,medqa_test_00174,1,0.742869,4
medqa,qwen3-4b,medqa_test_00132,1,0.886979,4
medqa,qwen3-4b,medqa_test_00809,1,0.91522,5
medqa,qwen3-4b,medqa_test_00840,1,0.957939,3
medqa,qwen3-4b,medqa_test_01218,1,0.554832,3
medqa,qwen3-4b,medqa_test_00843,0,0.729106,5
medqa,qwen3-4b,medqa_test_01222,0,0.79863,2
medqa,qwen3-4b,medqa_test_01270,0,0.713803,3
medqa,qwen3-4b,medqa_test_01088,1,0.706658,4
medqa,qwen3-4b,medqa_test_00172,1,0.434239,5
medqa,qwen3-4b,medqa_test_01197,1,0.312193,3
medqa,qwen3-4b,medqa_test_00342,1,0.943015,1
medqa,qwen3-4b,medqa_test_00816,0,0.606297,1
medqa,qwen3-4b,medqa_test_00938,0,0.25913,2
medqa,qwen3-4b,medqa_test_00237,0,0.667997,1
medqa,qwen3-4b,medqa_test_00544,1,0.897837,2
medqa,qwen3-4b,medqa_test_00672,1,0.952839,3
medqa,qwen3-4b,medqa_test_01089,1,0.758305,5
medqa,qwen3-4b,medqa_test_00804,1,0.867304,1
medqa,qwen3-4b,medqa_test_00251,1,0.92188,1
medqa,qwen3-4b,medqa_test_00274,1,0.899471,3
medqa,qwen3-4b,medqa_test_00604,1,0.914381,5
medqa,qwen3-4b,medqa_test_00495,0,0.463158,2
medqa,qwen3-4b,medqa_test_00678,1,0.441863,3
medqa,qwen3-4b,medqa_test_00470,1,0.826698,4
medqa,qwen3-4b,medqa_test_00370,1,0.927287,3
medqa,qwen3-4b,medqa_test_00108,1,0.892309,2
medqa,qwen3-4b,medqa_test_01200,1,0.846897,3
medqa,qwen3-4b,medqa_test_00622,1,0.572529,5
medqa,qwen3-4b,medqa_test_00012,1,0.573333,1
medqa,qwen3-4b,medqa_test_00349,1,0.888332,4
medqa,qwen3-4b,medqa_test_00379,1,0.797898,3
medqa,qwen3-4b,medqa_test_00618,1,0.835833,2
medqa,qwen3-4b,medqa_test_00355,0,0.694441,5
medqa,qwen3-4b,medqa_test_00862,0,0.33852,2
medqa,qwen3-4b,medqa_test_00123,1,0.806079,4
medqa,qwen3-4b,medqa_test_01045,0,0.366223,5
medqa,qwen3-4b,medqa_test_00248,1,0.905931,2
medqa,qwen3-4b,medqa_test_00874,0,0.804063,3
medqa,qwen3-4b,medqa_test_00406,1,0.66708,5
medqa,qwen3-4b,medqa_test_00384,1,0.761822,2
medqa,qwen3-4b,medqa_test_00319,1,0.911948,4
medqa,qwen3-4b,medqa_test_00026,1,0.634224,4
medqa,qwen3-4b,medqa_test_01240,1,0.685024,2
medqa,qwen3-4b,medqa_test_00167,1,0.884228,4
medqa,qwen3-4b,medqa_test_00934,0,0.723188,3
medqa,qwen3-4b,medqa_test_00171,0,0.624969,1
medqa,qwen3-4b,medqa_test_00377,0,0.414793,1
medqa,qwen3-4b,medqa_test_01111,1,0.959896,1
medqa,qwen3-4b,medqa_test_00879,0,0.484495,4
medqa,qwen3-4b,medqa_test_01057,1,0.642308,2
medqa,qwen3-4b,medqa_test_00117,0,0.715194,4
medqa,qwen3-4b,medqa_test_00716,0,0.891489,3
medqa,qwen3-4b,medqa_test_00633,0,0.530941,4
medqa,qwen3-4b,medqa_test_00909,0,0.179389,1
medqa,qwen3-4b,medqa_test_00842,1,0.916657,3
medqa,qwen3-4b,medqa_test_00654,1,0.79279,3
medqa,qwen3-4b,medqa_test_00041,1,0.916947,1
medqa,qwen3-4b,medqa_test_00942,1,0.867362,5
medqa,qwen3-4b,medqa_test_01123,1,0.860763,3
medqa,qwen3-4b,medqa_test_01101,1,0.911413,4
medqa,qwen3-4b,medqa_test_01196,1,0.91877,2
medqa,qwen3-4b,medqa_test_00019,0,0.600986,2
medqa,qwen3-4b,medqa_test_00258,1,0.818033,2
medqa,qwen3-4b,medqa_test_00431,0,0.85625,3
medqa,qwen3-4b,medqa_test_00986,0,0.835965,1
medqa,qwen3-4b,medqa_test_00345,1,0.912227,2
medqa,qwen3-4b,medqa_test_00748,1,0.844421,3
medqa,qwen3-4b,medqa_test_00465,0,0.635919,4
medqa,qwen3-4b,medqa_test_00335,1,0.649957,3
medqa,qwen3-4b,medqa_test_00739,0,0.529316,2
medqa,qwen3-4b,medqa_test_00266,0,0.301093,4
medqa,qwen3-4b,medqa_test_00811,1,0.867303,4
medqa,qwen3-4b,medqa_test_01076,0,0.740537,4
medqa,qwen3-4b,medqa_test_00085,0,0.702146,3
medqa,qwen3-4b,medqa_test_00403,0,0.669469,4
medqa,qwen3-4b,medqa_test_00027,1,0.910052,4
medqa,qwen3-4b,medqa_test_01148,1,0.945779,4
medqa,qwen3-4b,medqa_test_01122,1,0.885183,4
medqa,qwen3-4b,medqa_test_00478,1,0.63437,5
medqa,qwen3-4b,medqa_test_00169,1,0.924758,5
medqa,qwen3-4b,medqa_test_00414,1,0.867563,2
medqa,qwen3-4b,medqa_test_00029,0,0.371932,3
medqa,qwen3-4b,medqa_test_01073,0,0.759918,5
medqa,qwen3-4b,medqa_test_00773,1,0.449595,4
medqa,qwen3-4b,medqa_test_00279,1,0.597277,2
medqa,qwen3-4b,medqa_test_00499,1,0.898789,5
medqa,qwen3-4b,medqa_test_00225,1,0.939725,2
medqa,qwen3-4b,medqa_test_00559,1,0.933814,2
medqa,qwen3-4b,medqa_test_00770,1,0.921458,5
medqa,qwen3-4b,medqa_test_00399,1,0.738356,4
medqa,qwen3-4b,medqa_test_00305,1,0.894945,4
medqa,qwen3-4b,medqa_test_00360,1,0.870814,5
medqa,qwen3-4b,medqa_test_01141,1,0.890418,5
medqa,qwen3-4b,medqa_test_01054,1,0.665665,4
