question_id,model,dataset,gold_answer,greedy_choice,correct,in_all_clean,greedy_truncated,n_samples_clean,n_samples_with_letter,trace_length,rep_3,rep_4,rep_5,trace_divergence,answer_semantic_entropy,p_true,verbalized_confidence,hedging_formal,hedging_reasoning,hedging_combined,connector_density
medqa_test_00325,qwen3-4b,medqa,C,C,True,True,False,10,10,885.7,0.08218683701132934,0.03302495046909444,0.013593330767646771,0.05054643005132675,0.0,0.9999724643500196,0.95,0.020882616333706562,0.002438377011179903,0.021819150134473372,0.0064485163910955445
medqa_test_00681,qwen3-4b,medqa,B,B,True,True,False,10,10,1200.3,0.15360865200561974,0.08753462612503946,0.05292473844787939,0.062139712274074554,0.0,0.009708474744266565,0.95,0.013305277766228302,0.007365906660434085,0.019765679238520246,0.007440897151959493
medqa_test_00932,qwen3-4b,medqa,E,D,False,True,False,10,10,1377.0,0.2005089085035605,0.11654895751297763,0.07044743073779482,0.0439971387386322,0.0,0.9999999970010377,0.95,0.029087468570053815,0.012466691654825241,0.039910281506038106,0.010444894101284302
medqa_test_00387,qwen3-4b,medqa,B,B,True,True,False,10,10,1008.0,0.15097370250587638,0.0862416642187448,0.054257747458585935,0.054954640567302704,0.0,0.0,0.95,0.021395279232907176,0.008752740523927802,0.029518474717263165,0.011029987459011546
medqa_test_00235,qwen3-4b,medqa,B,B,True,True,False,10,10,740.7,0.11677983900435014,0.051186585832180276,0.02056300898200485,0.046061813831329346,0.0,0.9999997897566089,1.0,0.010646847762828501,0.008298089703249235,0.018657219611037532,0.02992207279617661
medqa_test_00066,qwen3-4b,medqa,D,D,True,True,False,10,10,877.9,0.1517414663693525,0.07977461742723332,0.0418965542365472,0.058370862156152725,0.0,1.0,1.0,0.017659215965251572,0.005689869071214356,0.022385654425220378,0.01356880102951325
medqa_test_00347,qwen3-4b,medqa,A,A,True,True,False,10,10,1271.8,0.19717414714769319,0.11428146616880075,0.06741458715851575,0.03468896821141243,0.0,2.681003867779034e-14,0.95,0.009447462540267765,0.01155093331847147,0.02036127741654162,0.0176569177234969
medqa_test_00442,qwen3-4b,medqa,C,D,False,False,False,9,9,2784.5,0.4027375143090917,0.2900908869959377,0.2117506853775563,0.046317681670188904,0.0,0.0,0.95,0.020524380543568345,0.015264767263883195,0.033522427371871964,0.016821612323689703
medqa_test_01121,qwen3-4b,medqa,A,A,True,True,False,10,10,1223.5,0.13796441815216715,0.07547123368965472,0.044467741357445835,0.07750572264194489,0.0,1.147876982684027e-05,0.95,0.02405706975246414,0.006967954721009648,0.028665849074880796,0.006566256641376432
medqa_test_00376,qwen3-4b,medqa,D,B,False,True,False,10,10,1847.0,0.24961000256700921,0.156951618424231,0.10036165556422101,0.08082140982151031,0.9219280948873623,0.0,0.95,0.030324297986366166,0.009553861638947581,0.0383680037338353,0.005715412002645753
medqa_test_00035,qwen3-4b,medqa,A,A,True,True,False,10,10,756.9,0.06655862833973193,0.02845295015356958,0.013805325914730372,0.04347211867570877,0.0,1.0,0.95,0.01492448493906139,0.0024431544772246885,0.0166176509853878,0.00639943263937004
medqa_test_00332,qwen3-4b,medqa,D,D,True,True,False,10,10,2193.8,0.28453019527077733,0.184133158705855,0.12020855969376343,0.05699911713600159,0.7219280948873623,1.0,1.0,0.014145976557388477,0.010430996785001877,0.02338842313494489,0.01950071919079985
medqa_test_00400,qwen3-4b,medqa,B,B,True,True,False,10,10,1963.0,0.2885845990025203,0.1810214423094722,0.11564553388577462,0.11169556528329849,0.4689955935892812,1.0,0.9,0.017973536051279642,0.012100395538640403,0.028242817384610392,0.009994913789776095
medqa_test_01145,qwen3-4b,medqa,A,A,True,True,False,10,10,1120.3,0.17836035639139078,0.10635938834170289,0.06736448397917806,0.03980215638875961,0.0,0.9999962733611601,0.95,0.018556341616518847,0.006978304947587372,0.02380703208127822,0.007920563663198708
medqa_test_00975,qwen3-4b,medqa,C,C,True,True,False,10,10,464.8,0.06447717403043103,0.02847922158659244,0.01687588316420292,0.04692160338163376,0.0,1.0,1.0,0.012290897879779536,0.009077330258029098,0.0195807315254427,0.014595221699499412
medqa_test_00950,qwen3-4b,medqa,A,A,True,False,False,9,10,2250.8,0.4256693633262792,0.29976422582161016,0.21537901192556025,0.04166216775774956,0.7219280948873623,0.999999999782756,0.7,0.022997762344134712,0.02903940881776817,0.04808738320127553,0.01288195608622034
medqa_test_00825,qwen3-4b,medqa,D,C,False,False,False,8,10,2610.3,0.3794006412889661,0.2591541640687892,0.17704103910023275,0.04011579602956772,0.7219280948873623,0.9992903389096641,0.95,0.029256323396526583,0.010308724884014422,0.037467146687839924,0.017285976678269713
medqa_test_01030,qwen3-4b,medqa,A,C,False,False,False,8,8,3310.5,0.37919044450896777,0.26382150915846553,0.18574171798865513,0.07244358956813812,0.5435644431995964,1.0,0.95,0.018155633740871157,0.01805306069550207,0.033530123584459545,0.006744017165750788
medqa_test_00845,qwen3-4b,medqa,A,A,True,True,False,10,10,939.8,0.11417648199244726,0.05266552275572357,0.026741827272200945,0.05097390338778496,0.0,0.9999999999954912,0.95,0.024580330804234184,0.007227880398532699,0.0298238852915558,0.016107228505899136
medqa_test_00802,qwen3-4b,medqa,E,E,True,False,False,8,8,2839.1,0.3347900840563999,0.21141913936089832,0.13420069281220032,0.06907057017087936,0.8112781244591328,0.9999999973534264,1.0,0.023184203823098302,0.013993153710343556,0.035891041149479386,0.016786894237999013
medqa_test_00650,qwen3-4b,medqa,C,C,True,True,False,10,10,1435.0,0.22190981085741796,0.12913686108788192,0.07221357729326842,0.030226178467273712,0.0,3.535625493415653e-05,0.95,0.022826068799142993,0.012486596676139428,0.03314898689407523,0.015869797822111602
medqa_test_00540,qwen3-4b,medqa,E,D,False,True,False,10,10,2154.5,0.2781308931496697,0.17417260449379177,0.10827829534231728,0.04253476858139038,0.0,1.0129990226138453e-05,0.95,0.023866891131695704,0.009141958234946113,0.03182955785448236,0.008465996568135677
medqa_test_00796,qwen3-4b,medqa,D,D,True,True,False,10,10,1641.1,0.29785516917791094,0.18652265618256322,0.1170889986626803,0.05268274247646332,0.9709505944546686,0.9998766061518348,0.95,0.014892532364107614,0.008926227621789806,0.022183271880399057,0.022997885391820256
medqa_test_00715,qwen3-4b,medqa,B,B,True,True,False,10,10,1143.9,0.21285112310789994,0.12324365852779176,0.07357687013517764,0.051264308393001556,0.0,0.9399133443624088,0.95,0.023303922913302404,0.014178787407632227,0.03500389641961797,0.021905631202270907
medqa_test_00002,qwen3-4b,medqa,C,C,True,True,False,10,10,1111.2,0.09163802766200389,0.04031295065148309,0.018992778850664294,0.07236991822719574,0.0,0.9999910603199289,0.95,0.012764969472969661,0.0018921748030296041,0.014272712267843653,0.0033627648416402972
medqa_test_00395,qwen3-4b,medqa,C,C,True,True,False,10,10,811.4,0.07998198342771035,0.036655512944131205,0.01969525007240902,0.05463637411594391,0.0,0.9999999999994615,0.95,0.015478410576758033,0.0029997625661349865,0.018069112598876474,0.01304866995320333
medqa_test_00464,qwen3-4b,medqa,C,C,True,True,False,10,10,2163.3,0.2830002455715777,0.17443590471978027,0.10904798993747244,0.057255785912275314,0.8812908992306927,0.0,0.95,0.019584579736286165,0.008402290982971586,0.026911164145655538,0.005809380285967549
medqa_test_00331,qwen3-4b,medqa,B,D,False,True,False,10,10,2213.1,0.2691780082427847,0.16585218306161859,0.10379655433133259,0.06209654361009598,0.0,0.9999999994094697,0.95,0.01190725663542477,0.008965726791024973,0.02050830104873575,0.00911765372492226
medqa_test_00959,qwen3-4b,medqa,B,B,True,True,False,10,10,654.2,0.08903449808658362,0.04705462270867751,0.029022919084360378,0.04585150629281998,0.0,0.9998766053808288,0.95,0.021530790484228485,0.001033358616506739,0.021677418050210888,0.004696827719267471
medqa_test_00761,qwen3-4b,medqa,E,C,False,False,False,9,10,2721.6,0.34022311594544397,0.23128668814941405,0.16100189323023137,0.05748084932565689,0.0,0.9999999999622486,0.95,0.01973270070208287,0.011003618785022016,0.02920580197766039,0.008008481575593219
medqa_test_00454,qwen3-4b,medqa,E,B,False,True,False,10,10,1481.6,0.32500829924805164,0.21195973038266763,0.139098370536952,0.060605309903621674,1.3709505944546687,1.1253509824741543e-07,0.95,0.013966347369959895,0.005842401464270603,0.019273716438609076,0.014921971201187092
medqa_test_00107,qwen3-4b,medqa,A,,,False,True,5,6,3244.4,0.4134604609973699,0.28629410284656176,0.20115581054958165,0.06475265324115753,0.0,0.9999999999934397,0.47,0.0088632303988393,0.010228837408930849,0.018738809850718383,0.015403463737079227
medqa_test_00920,qwen3-4b,medqa,A,A,True,True,False,10,10,646.2,0.05254771381754775,0.02009680957709179,0.009118609054029059,0.05847525969147682,0.0,0.9999999999972653,0.95,0.011998605812515111,0.0008013982715816524,0.01249591505718165,0.005718474253530207
medqa_test_00528,qwen3-4b,medqa,D,D,True,True,False,10,10,1662.1,0.16852224652320286,0.0959960558519877,0.055426652694056854,0.08070529252290726,0.0,0.9999938558189573,0.95,0.016425749261657095,0.013495319789885824,0.028284829012899786,0.0112588320956781
medqa_test_01166,qwen3-4b,medqa,D,D,True,True,False,10,10,1191.9,0.14238326191285153,0.07417840675127615,0.043019530873756706,0.04769274219870567,0.0,1.0,0.95,0.014484010979392007,0.008662739726167929,0.022113836394576238,0.012844181282282255
medqa_test_00187,qwen3-4b,medqa,B,B,True,True,False,10,10,490.0,0.05444924369113274,0.02289399587760651,0.006938821121063676,0.02262597531080246,0.0,1.0,1.0,0.011404053651712839,0.006453339880036475,0.01734730932699773,0.015369839608822444
medqa_test_00823,qwen3-4b,medqa,D,D,True,True,False,10,10,1842.5,0.3592621870140344,0.24171976029052109,0.16146107755870842,0.045531049370765686,0.4689955935892812,0.9999898700607369,0.95,0.00883926317227767,0.011741886556239265,0.019649613660691994,0.02340991390774326
medqa_test_00997,qwen3-4b,medqa,E,E,True,True,False,10,10,906.0,0.10381416629551166,0.04624935720684505,0.02045029219462192,0.05991891771554947,0.0,0.9999869930647934,1.0,0.012868749383334733,0.0056092493570497216,0.017548130339687485,0.022734953945526604
medqa_test_00371,qwen3-4b,medqa,A,B,False,False,False,7,8,3088.8,0.3089618381301358,0.19730903971110827,0.12921849648395223,0.06178019195795059,1.4056390622295665,1.4449786204528577e-07,0.95,0.021986004357937523,0.015223013410216674,0.03429129678604196,0.004536226253267347
medqa_test_01142,qwen3-4b,medqa,A,B,False,True,False,10,10,1015.5,0.20649464116092764,0.12927319792396202,0.0808745807810958,0.0436113104224205,0.0,0.9999989322969967,0.95,0.01689813656744022,0.005532854131275402,0.02191740098779986,0.019726958942164814
medqa_test_00586,qwen3-4b,medqa,B,B,True,True,False,10,10,1505.8,0.1894227048246822,0.10596038919946138,0.06222658715552319,0.06590978056192398,0.0,0.0,1.0,0.017376574203634157,0.00931271447432104,0.025566775863925667,0.008135711384616618
medqa_test_00195,qwen3-4b,medqa,C,C,True,False,False,9,10,1812.2,0.3395216710820973,0.24689288512717092,0.18489214815013252,0.04776879400014877,0.0,0.9999999956365377,1.0,0.039164519849761145,0.01156995492333025,0.047034421214082474,0.014433248721074399
medqa_test_01155,qwen3-4b,medqa,E,E,True,True,False,10,10,1383.7,0.1781066809427423,0.10402904324423154,0.06875175058053215,0.10268876701593399,0.9219280948873623,0.0,1.0,0.028711049235743424,0.018313724732365828,0.04232546595476553,0.007107044218319
medqa_test_00536,qwen3-4b,medqa,E,E,True,True,False,10,10,1878.1,0.25439760972480235,0.15372883856630598,0.09491478135797828,0.06063578277826309,0.0,0.9999999677581336,0.95,0.01618318153804541,0.010718349451648086,0.02559759866084992,0.011792570349211814
medqa_test_00510,qwen3-4b,medqa,A,A,True,True,False,10,10,1207.6,0.1716905894932014,0.09115043513643165,0.05117825027762489,0.05406379699707031,0.0,0.9999999715466436,0.95,0.03205527860637951,0.003874610665735776,0.03519878377334261,0.015544113565086629
medqa_test_00976,qwen3-4b,medqa,E,E,True,True,False,10,10,2049.2,0.2663980190425242,0.15475204529059805,0.0913289681379553,0.06399302929639816,0.0,0.9999999928058669,0.95,0.01473402663461299,0.010896791280496273,0.02432933743809801,0.016057726089420757
medqa_test_01050,qwen3-4b,medqa,D,D,True,True,False,10,10,1007.2,0.114435301574483,0.05528448288256045,0.02849578964376782,0.04448477551341057,0.0,0.9999898700217972,1.0,0.031642675127699124,0.013327520106475057,0.039280367151418985,0.018237103253684914
medqa_test_00742,qwen3-4b,medqa,B,E,False,True,False,10,10,2479.2,0.366818241835321,0.25187971921946317,0.1786903024721532,0.05365753173828125,0.7219280948873623,1.0,0.9,0.03225813195208599,0.02754228888454862,0.05331336477026988,0.004864733036954499
medqa_test_01263,qwen3-4b,medqa,A,D,False,True,False,10,10,890.8,0.08844626308792143,0.041669742488348774,0.020586309376979427,0.061698585748672485,0.0,0.9999999827421766,0.95,0.02691113984192105,0.006892652668119706,0.03200912095754525,0.007729606297639692
medqa_test_00631,qwen3-4b,medqa,B,B,True,True,False,10,10,1503.6,0.19431177895134474,0.11763555837012458,0.07446355609155171,0.07743847370147705,0.8812908992306927,0.0,1.0,0.012898047771726382,0.009624036390370763,0.021158920177988844,0.0064254884297255815
medqa_test_01157,qwen3-4b,medqa,E,E,True,True,False,10,10,1137.2,0.1408050843348519,0.07407045561940598,0.03921294846329036,0.0881766825914383,0.0,0.9999999981810366,1.0,0.017888302299155008,0.007004378799967038,0.022967220502999368,0.013170445395713461
medqa_test_00473,qwen3-4b,medqa,D,D,True,True,False,10,10,568.1,0.03780545298404762,0.013702575129789984,0.005752032329621126,0.06376386433839798,0.0,0.9999999999377585,1.0,0.015594400058298218,0.0016234345034516165,0.0162406751248729,0.008027932616745777
medqa_test_00812,qwen3-4b,medqa,E,E,True,True,False,10,10,1229.5,0.1556059711877941,0.08188057495569165,0.04500656397214503,0.05937116593122482,0.0,0.9999339479813708,0.95,0.02432221611865817,0.006695233132669733,0.02833174800714807,0.007302243177784039
medqa_test_00299,qwen3-4b,medqa,B,B,True,True,False,10,10,1372.1,0.2643485570911285,0.1605280588549746,0.09953575808076805,0.0645139142870903,0.0,1.0,1.0,0.004025537825420137,0.011988864322427283,0.015447444641579156,0.0360995163967753
medqa_test_00717,qwen3-4b,medqa,B,B,True,True,False,10,10,1530.5,0.19964524862026345,0.11870787820217861,0.07594550999139288,0.06350015848875046,0.0,0.9999785550413585,0.95,0.01361585598275183,0.007726112596883923,0.021106507611662335,0.012082621515881346
medqa_test_00850,qwen3-4b,medqa,C,A,False,True,False,10,10,1672.1,0.28820917634753485,0.1822558618856361,0.11676810409838567,0.04654461145401001,0.9709505944546686,0.9999952149051121,0.95,0.029925611201701275,0.011338643901823193,0.03871105040437188,0.01639415916507988
medqa_test_00049,qwen3-4b,medqa,D,D,True,True,False,10,10,1702.7,0.28229946723578453,0.17660562444765332,0.11324718912592732,0.04971349984407425,0.4689955935892812,1.5229978534062754e-08,1.0,0.01583795108805467,0.012236136155869796,0.02605427919568956,0.01830017693361374
medqa_test_00793,qwen3-4b,medqa,B,B,True,False,False,9,10,2040.0,0.35726932011313817,0.2501716676407341,0.17577072125490753,0.10704848170280457,0.8812908992306927,4.8473679645818296e-11,0.95,0.019509385207792527,0.015695941670965503,0.033198548778497136,0.016090888605031127
medqa_test_00100,qwen3-4b,medqa,E,E,True,True,False,10,10,2340.1,0.4363132368993301,0.31460805518911805,0.2227105372729592,0.05987844616174698,0.0,2.940077738474274e-11,,0.00882771012613649,0.011438008288403783,0.019865931195493465,0.03260925282027183
medqa_test_00662,qwen3-4b,medqa,E,E,True,True,False,10,10,1142.8,0.19013409842796195,0.10942312855598764,0.06592288263763132,0.06499917060136795,0.0,0.9999999317439628,0.95,0.025544956944641047,0.009333302127874156,0.03185821621180541,0.007223444001054423
medqa_test_00665,qwen3-4b,medqa,C,,,False,True,0,3,4021.9,0.5906911132080457,0.46216044581981286,0.35883863488327344,0.047606416046619415,0.9182958340544896,1.0,,0.015110959056965767,0.017867770916745247,0.031808749477711964,0.008953740046708075
medqa_test_01254,qwen3-4b,medqa,B,B,True,True,False,10,10,976.0,0.11966917738403607,0.059297333521799375,0.03196314488054558,0.03643161058425903,0.0,0.9999986290434111,0.95,0.017654421374111346,0.004533637455462218,0.021062787225835673,0.006812663228715469
medqa_test_01150,qwen3-4b,medqa,A,C,False,True,False,10,10,1475.7,0.2175877557566955,0.12222029694394791,0.06905182557991497,0.0469665564596653,0.9709505944546686,0.9999999317439628,0.95,0.0323247119109675,0.01260190974592931,0.04259221851714661,0.012277960624828341
medqa_test_00044,qwen3-4b,medqa,B,A,False,True,False,10,10,2564.6,0.2798862905586408,0.1686842314478542,0.10461000889325885,0.07965506613254547,1.7219280948873623,0.9999999998837177,0.95,0.031922583207951105,0.013183352042469088,0.04278920936702104,0.005940212137564977
medqa_test_00289,qwen3-4b,medqa,D,D,True,False,False,9,10,1739.6,0.23856430537586046,0.14690739454070703,0.09115469830836008,0.08194700628519058,0.4689955935892812,0.9999999804443193,0.95,0.022697061899723963,0.010080836000035533,0.030035029886763827,0.010964497582738136
medqa_test_01201,qwen3-4b,medqa,D,D,True,False,False,9,10,2633.0,0.30763109784989895,0.1844654485293756,0.11066165275726021,0.042889270931482315,0.4689955935892812,0.9999999999972653,0.9,0.024824292001409724,0.010565231123889017,0.03310608852630726,0.007262177823838416
medqa_test_00861,qwen3-4b,medqa,C,E,False,True,False,10,10,1907.6,0.24992011679093146,0.14779271118571308,0.0882789882004567,0.08626151084899902,0.0,0.9999999966017321,0.95,0.019068347965852987,0.015657475992237883,0.03358747946499712,0.012242852874683807
medqa_test_00898,qwen3-4b,medqa,C,C,True,True,False,10,10,748.5,0.11724159178649858,0.06809626408742067,0.04111766245273063,0.06409187614917755,0.0,2.3659776091339326e-14,1.0,0.020078597511545254,0.0025236877491788033,0.02195384076315806,0.012401996384790009
medqa_test_00328,qwen3-4b,medqa,B,B,True,True,False,10,10,1417.7,0.19653502139671136,0.11009440099172611,0.06351943591621524,0.04338942468166351,0.0,4.363463388629549e-09,0.95,0.023131679765610022,0.008701201240264545,0.03053973840454094,0.014691293485698826
medqa_test_01071,qwen3-4b,medqa,A,A,True,True,False,10,10,963.2,0.07982373549026664,0.03163460956071572,0.014296328361324884,0.07440169900655746,0.0,1.0,0.95,0.013454139027043326,0.008336953647373881,0.020428422771793447,0.010252971877324652
medqa_test_01032,qwen3-4b,medqa,C,C,True,True,False,10,10,867.2,0.0701107735065171,0.033744982139582234,0.018652671998288482,0.07510789483785629,0.0,0.0017007225758829416,0.95,0.017935425388652032,0.005757594713638984,0.022672445857849312,0.00951496780001774
medqa_test_00892,qwen3-4b,medqa,E,E,True,True,False,10,10,929.3,0.1190820257135476,0.05496166423088259,0.02445218929827092,0.06137203797698021,0.0,0.9999986290422727,0.95,0.023061515090487626,0.011702666541194121,0.030690601931400684,0.015247100622903043
medqa_test_00623,qwen3-4b,medqa,A,A,True,True,False,10,10,466.4,0.04145512403167924,0.013113383897684794,0.004699899317223866,0.04424825310707092,0.0,0.9999999999989939,1.0,0.008417431648528536,0.003000154518798549,0.011190828797712573,0.017791760148884696
medqa_test_01173,qwen3-4b,medqa,A,A,True,True,False,10,10,651.2,0.07242524225594893,0.0284608269705278,0.013058458251711823,0.06079285964369774,0.0,0.9999996072136125,1.0,0.0076928360967083165,0.0045352764333411715,0.011952237339790736,0.012271718307519422
medqa_test_00246,qwen3-4b,medqa,A,E,False,False,False,8,10,2765.8,0.4491221492686737,0.3242966147414946,0.23495120065513656,0.08296013623476028,1.6854752972273346,1.0,0.95,0.020880333788568912,0.015659687147617483,0.03442841645077671,0.01279965516736406
medqa_test_00272,qwen3-4b,medqa,C,C,True,True,False,10,10,633.4,0.034286326397499435,0.011404830524668197,0.0060306503558889115,0.05731476843357086,0.0,0.9999251538011492,1.0,0.022375192144745,0.008388598506483954,0.024967241121522224,0.011651310062472562
medqa_test_00581,qwen3-4b,medqa,D,B,False,False,True,4,7,3559.8,0.4749117027943264,0.3560637349065954,0.2675625133608918,0.03427358344197273,1.5566567074628228,0.6791787064096351,0.75,0.022610056888725687,0.020387968398317552,0.037604486349289055,0.008941507448075266
medqa_test_00489,qwen3-4b,medqa,D,D,True,True,False,10,10,667.1,0.08037688667960942,0.04140120284922011,0.021449683511313156,0.05726541951298714,0.0,0.9999945777819558,1.0,0.005643952128350661,0.0008211971555129195,0.006194473142921525,0.011335491541074952
medqa_test_01185,qwen3-4b,medqa,C,C,True,True,False,10,10,924.3,0.10587095362141907,0.05705398199199515,0.032259023476642126,0.06406288594007492,0.0,0.9999999936512033,1.0,0.012654250890396115,0.009944903610603606,0.020528451593726727,0.011612572647091217
medqa_test_01138,qwen3-4b,medqa,E,E,True,False,False,6,6,3280.8,0.393142331396063,0.2780192301185789,0.20022293567817329,0.05234300345182419,1.0,0.9999989322970029,1.0,0.020530628575907144,0.018767370896624534,0.034552831397188705,0.012832860327462439
medqa_test_00214,qwen3-4b,medqa,B,A,False,False,True,2,7,3938.2,0.4054118314225268,0.27389746702036805,0.1858666098002572,0.041363831609487534,1.8423709931771088,1.0,0.5,0.024238809776660618,0.01742939807596265,0.03890710574526173,0.01490243083704575
medqa_test_00848,qwen3-4b,medqa,C,C,True,True,False,10,10,772.5,0.067503480378552,0.03105690851104854,0.016238345648537912,0.06753551959991455,0.0,1.0,1.0,0.020622330192715595,0.0037954294099540654,0.02286369305519574,0.0047773115237587085
medqa_test_00455,qwen3-4b,medqa,D,D,True,False,False,9,9,1575.0,0.3546051218811061,0.23291626991534828,0.15678083200650475,0.07630794495344162,0.0,1.0,0.95,0.009974666689915097,0.012723858979141061,0.021725798806056164,0.01862185925630537
medqa_test_00835,qwen3-4b,medqa,C,C,True,True,False,10,10,1039.7,0.13635774766653955,0.06770573357255688,0.03465264264885415,0.05483818054199219,0.0,0.0,1.0,0.00958495674659278,0.007642271712859664,0.016219502380772837,0.01196197991836413
medqa_test_00078,qwen3-4b,medqa,D,C,False,False,False,9,10,2730.9,0.3189237045391864,0.20589727507290384,0.13309729719430102,0.07442656904459,1.3567796494470397,1.0,1.0,0.019636868016139203,0.01475023157384479,0.03146058722300935,0.007926902113429488
medqa_test_00860,qwen3-4b,medqa,D,D,True,True,False,10,10,2394.4,0.23992547517726837,0.1367604293261713,0.08018566299678495,0.04927973076701164,0.4689955935892812,1.0,0.95,0.02781449284520961,0.011539119546497917,0.03742780712003524,0.00733841438581596
medqa_test_00022,qwen3-4b,medqa,D,,,False,True,9,9,2346.1,0.3015618685786269,0.1963526094131094,0.13324693843107885,0.06359025835990906,0.5032583347756457,0.9999996072136592,0.95,0.015148664189274403,0.010818407931083632,0.024795424410729794,0.011149006410928274
medqa_test_00603,qwen3-4b,medqa,B,B,True,True,False,10,10,1110.0,0.12684240158616916,0.061137359640613044,0.029242958084916126,0.04777172952890396,0.0,7.338028642216822e-07,0.95,0.022404836395517335,0.010851313741711326,0.030537225743237577,0.006576718156006048
medqa_test_00356,qwen3-4b,medqa,A,A,True,True,False,10,10,1186.2,0.15765407437763984,0.08961003910386475,0.05230351478638127,0.060116227716207504,0.0,0.9999999999622486,0.95,0.01800464674005982,0.009361978341524673,0.026366596877769065,0.012624868638588384
medqa_test_01236,qwen3-4b,medqa,C,,,False,True,2,2,3838.9,0.34655888938469304,0.22370207819174004,0.14258170230419273,0.058895550668239594,0.0,0.9999999715466664,,0.014836836277795449,0.01784156529415514,0.031325181622128905,0.010870913643892578
medqa_test_00185,qwen3-4b,medqa,D,A,False,True,False,10,10,1230.6,0.24386642190497806,0.14064421443532787,0.0840718645771936,0.034105442464351654,0.0,0.9999724643187465,0.95,0.031648772121876244,0.00600817503603015,0.03571790453217387,0.015585287606031981
medqa_test_01193,qwen3-4b,medqa,D,A,False,True,False,10,10,1263.5,0.1678122839193795,0.08744635134470692,0.04456228861493268,0.05090169236063957,0.0,0.007577240819644226,1.0,0.017566408903209155,0.009325572623351283,0.025319572690551555,0.019026142136727375
medqa_test_00711,qwen3-4b,medqa,C,C,True,True,False,10,10,759.0,0.11757929351715508,0.0671032108983036,0.041888992285541236,0.045061346143484116,0.0,0.9999999928058669,0.95,0.012640003179462424,0.0016169549824123057,0.014116311185784717,0.011636238059581054
medqa_test_00263,qwen3-4b,medqa,C,C,True,True,False,10,10,1795.6,0.2739105184236649,0.163007639528935,0.09677835112755813,0.0259415153414011,0.9709505944546686,0.9999967112509354,0.95,0.019241503036814937,0.010952083878549485,0.028962557875176365,0.014640753778318277
medqa_test_00667,qwen3-4b,medqa,A,A,True,True,False,10,10,576.1,0.0602171191815842,0.027122123928475506,0.012069746601688015,0.05556362494826317,0.0,4.508755242258663e-12,1.0,0.009792045669384889,0.0043268154988267225,0.013757816254094071,0.010179057071573749
medqa_test_01187,qwen3-4b,medqa,B,B,True,True,False,10,10,1281.8,0.14653471801216336,0.08041239149428363,0.043785017954238614,0.06831280887126923,0.0,0.0,0.95,0.019213503753382426,0.012318244108116187,0.02972043289888914,0.008163410070533289
