question_id,model,dataset,gold_answer,greedy_choice,correct,in_all_clean,greedy_truncated,n_samples_clean,n_samples_with_letter,trace_length,hedging_formal,hedging_reasoning,hedging_combined,connector_density,rep_3,rep_4,rep_5,trace_divergence,answer_semantic_entropy,p_true,verbalized_confidence
medqa_test_00400,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,630.4,0.0188005231830101,0.0,0.0188005231830101,0.0011904711174649278,0.039634693940759136,0.01763984485586927,0.009356717416260318,0.15253806114196777,0.8812908992306927,6.825604516789551e-08,0.95
medqa_test_01145,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,504.7,0.020438794942260186,0.0,0.020438794942260186,0.0,0.040747276664166596,0.016492621139421494,0.007830981465349617,0.06960636377334595,0.0,0.9999999994094698,0.95
medqa_test_00975,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,324.3,0.011203338338664593,0.0006172487255573309,0.011820587064221923,0.0,0.041083887503111524,0.017478416270048158,0.010743131105447478,0.08225665986537933,0.0,1.0,1.0
medqa_test_00950,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,435.5,0.0064781900820821674,0.0002320185614849188,0.006710208643567086,0.0010805358851159754,0.09598909653239225,0.04987437647223629,0.027687180566145754,0.07517261058092117,1.0,0.9999999999877439,0.95
medqa_test_00825,qwen3-4b-nothink,medqa,D,C,False,True,False,10,10,668.6,0.0209629576413501,0.0,0.0209629576413501,0.000532958860640944,0.0672363639084374,0.03158347029412038,0.017307734454570522,0.0842040628194809,0.0,1.0,0.95
medqa_test_01030,qwen3-4b-nothink,medqa,A,C,False,False,True,10,10,917.8,0.0193120161765295,0.0021203911339341135,0.02143240731046361,0.0005723186345795112,0.16738312834298436,0.11903548171454825,0.09154124429385509,0.09917272627353668,0.0,1.0,0.7
medqa_test_00845,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,537.4,0.010210495318515303,0.0,0.010210495318515303,0.003196786417652393,0.05891786760378774,0.028082103371045296,0.01576982443689765,0.0834694653749466,0.0,0.9999999998682347,1.0
medqa_test_00802,qwen3-4b-nothink,medqa,E,B,False,True,False,10,10,400.3,0.009953731698798271,0.0,0.009953731698798271,0.00025974025974025974,0.13538037102294634,0.07747502982087082,0.044923150679006416,0.045571327209472656,1.4854752972273344,5.043472271715175e-07,1.0
medqa_test_00650,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,569.8,0.011869552516271097,0.00021231422505307856,0.012081866741324176,0.0007583013448076957,0.09957514987038939,0.06334485486952374,0.04088792406024518,0.044303856790065765,0.0,1.0,1.0
medqa_test_00540,qwen3-4b-nothink,medqa,E,D,False,True,False,10,10,607.0,0.015923732559079275,0.0,0.015923732559079275,0.0004744958481613286,0.069560776321945,0.03649233261734693,0.022774634159807117,0.08066760003566742,0.4689955935892812,1.0,0.95
medqa_test_00796,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,411.7,0.016912776977412475,0.0,0.016912776977412475,0.0024914801024076777,0.08430671616590173,0.059062502598488074,0.04331179973143875,0.09134913235902786,0.4689955935892812,1.0,1.0
medqa_test_00715,qwen3-4b-nothink,medqa,B,C,False,False,True,10,10,426.1,0.012701612020036262,0.0,0.012701612020036262,0.0002898550724637681,0.0790760539945664,0.041419061414698255,0.020754157536625194,0.0716952309012413,0.8812908992306927,1.0,1.0
medqa_test_00002,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,768.3,0.009452612341050473,0.0,0.009452612341050473,0.0,0.049167629748671574,0.028571261646414402,0.01893863558950687,0.08997992426156998,0.0,0.9999898700056983,0.95
medqa_test_00395,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,597.2,0.005691329519434324,0.0,0.005691329519434324,0.0003240327777618853,0.03227152174982698,0.01243688419767287,0.004331797822328365,0.07144765555858612,0.0,3.46632696007777e-07,0.95
medqa_test_00464,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,528.0,0.012938975407487957,0.0,0.012938975407487957,0.0002770083102493075,0.036631155496211085,0.013216078190888237,0.004070624823942515,0.08837684243917465,0.4689955935892812,0.9999999995941347,0.95
medqa_test_00331,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,647.4,0.01053005178724169,0.0,0.01053005178724169,0.0009026954647960326,0.03832809098279728,0.010413570811813178,0.0035254150637359814,0.08961890637874603,0.0,1.0,1.0
medqa_test_00959,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,530.8,0.02240038428608329,0.0,0.02240038428608329,0.0,0.0786549334541452,0.04180665348373859,0.025987993087370254,0.05414148047566414,0.0,0.9999999976644071,0.95
medqa_test_00761,qwen3-4b-nothink,medqa,E,C,False,True,False,10,10,761.7,0.018938665780741985,0.0,0.018938665780741985,0.0009832992713079032,0.04459641402738078,0.02076180093031913,0.011514528589123985,0.10884285718202591,1.5709505944546684,0.9999999468421502,0.95
medqa_test_00454,qwen3-4b-nothink,medqa,E,A,False,True,False,10,10,452.0,0.010748066987437042,0.0,0.010748066987437042,0.003187410907556678,0.04702083184599759,0.021356373568087006,0.009443050763440842,0.09229334443807602,1.5219280948873621,0.9999999999094393,0.95
medqa_test_00107,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,632.7,0.008374041044550726,0.0,0.008374041044550726,0.002548827901990297,0.04744455874227636,0.021494749562052794,0.011441010848967748,0.10644170641899109,0.8812908992306927,0.9999999999998939,1.0
medqa_test_00920,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,603.0,0.011879118664489093,0.0,0.011879118664489093,0.0007449550075112294,0.04146420158927165,0.01920919885214325,0.011173990477509466,0.06906440109014511,0.0,0.0,0.95
medqa_test_00528,qwen3-4b-nothink,medqa,D,A,False,True,False,10,10,608.4,0.006722614580434512,0.0,0.006722614580434512,0.000729270385015002,0.02752999158331467,0.01048022414384927,0.00411875086732304,0.17126059532165527,1.295461844238322,0.999999999594135,0.6
medqa_test_01166,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,509.5,0.0075260057193248684,0.0,0.0075260057193248684,0.000357386672874792,0.040508274094781124,0.015141146568237385,0.006659969729656268,0.054459407925605774,0.0,0.9999999999948909,0.95
medqa_test_00187,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,431.5,0.003164947052744247,0.0,0.003164947052744247,0.0,0.05127012232258216,0.02935139279541681,0.017573142209136094,0.048690252006053925,0.0,0.0,1.0
medqa_test_00823,qwen3-4b-nothink,medqa,D,E,False,False,False,9,10,915.9,0.005730339787641163,4.894762604013706e-05,0.0057792874136813,0.0008007582509361084,0.16001857554612858,0.12418270434735343,0.10435781259102597,0.08329527825117111,1.3709505944546687,1.0,1.0
medqa_test_00997,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,638.4,0.007669877893432433,0.0,0.007669877893432433,0.0010341055687940431,0.052993304159683785,0.02911280984624377,0.019050185680400643,0.09985260665416718,0.0,0.999999999868235,1.0
medqa_test_00371,qwen3-4b-nothink,medqa,A,B,False,True,False,10,10,687.7,0.008574179417440347,0.0,0.008574179417440347,0.0007004127320991889,0.0473478982175751,0.022226827624183865,0.0122509306248064,0.09220197796821594,0.7219280948873623,0.9999999998308102,0.95
medqa_test_01142,qwen3-4b-nothink,medqa,A,B,False,True,False,10,10,519.3,0.009482095217837976,0.0,0.009482095217837976,0.0035210084303614656,0.04473624834016955,0.019545846942504073,0.01019280725062428,0.07482708245515823,0.4689955935892812,0.9999999317439628,0.95
medqa_test_00586,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,485.0,0.014249120499230262,0.0,0.014249120499230262,0.0,0.037799778545506445,0.015609190372766434,0.007489232359648446,0.1259925663471222,0.7219280948873623,0.9999999123575151,1.0
medqa_test_00195,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,482.7,0.025359699304903994,0.0,0.025359699304903994,0.0026786805927126,0.06476302642443574,0.02674002653797144,0.013359723674883228,0.03925762698054314,0.0,0.999999999986112,1.0
medqa_test_01155,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,430.3,0.011319424017829876,0.0,0.011319424017829876,0.00024937655860349125,0.12597649860714358,0.08675445047312755,0.058937384704256045,0.10167894512414932,0.4689955935892812,0.9999996072140336,1.0
medqa_test_00536,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,683.6,0.015679961114580237,0.0,0.015679961114580237,0.0012134116182312194,0.051911843512692936,0.025876679439478488,0.01462120592768722,0.1154608279466629,1.3709505944546687,0.0,1.0
medqa_test_00510,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,559.7,0.024025219942500686,0.0,0.024025219942500686,0.0015199682018542386,0.05237786627633362,0.0207747069201654,0.007945534682202405,0.0729675367474556,0.0,0.9999999468421502,1.0
medqa_test_00976,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,476.1,0.011501162590614494,0.0,0.011501162590614494,0.0020043538870720555,0.041018063726244745,0.019129583620034685,0.009389632249025382,0.08069274574518204,0.7219280948873623,1.0,1.0
medqa_test_01050,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,586.1,0.012839307847615885,0.0,0.012839307847615885,0.0031587120603743255,0.06069687577029498,0.03250616523709919,0.021073036262148726,0.07046899199485779,0.4689955935892812,1.0,1.0
medqa_test_00742,qwen3-4b-nothink,medqa,B,E,False,True,False,10,10,495.4,0.007015888055941585,0.0,0.007015888055941585,0.0,0.06423647367662508,0.03478601111609173,0.020954369779001815,0.08617017418146133,0.0,1.0,1.0
medqa_test_01263,qwen3-4b-nothink,medqa,A,D,False,True,False,10,10,557.3,0.01698788222708377,0.0,0.01698788222708377,0.0001834862385321101,0.03395877077733515,0.017365742581390554,0.008751092808391347,0.07523363083600998,0.0,0.9999980052702198,0.95
medqa_test_00631,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,656.3,0.005816307673245658,0.0,0.005816307673245658,0.0002758751361849273,0.022813234472057176,0.006800079572599915,0.002305061337611769,0.08399049937725067,0.0,0.0,1.0
medqa_test_01157,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,681.5,0.009085286267723047,0.0,0.009085286267723047,0.0006998809444418147,0.0423639814450007,0.01726859693004996,0.0051731444445322515,0.09719821810722351,0.0,0.9999999999842629,0.95
medqa_test_00473,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,536.7,0.01814536497032295,0.0,0.01814536497032295,0.0,0.0663805337441845,0.03350978258492092,0.019597655899812404,0.07449568808078766,0.0,0.9999999999821676,1.0
medqa_test_00812,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,711.1,0.016928382062449475,0.0,0.016928382062449475,0.0014445979804303059,0.04842384317653479,0.022063569528497074,0.012614475209283837,0.07737067341804504,0.0,0.999999999808283,0.95
medqa_test_00299,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,330.4,0.0029974384824403067,0.0,0.0029974384824403067,0.008775397884689324,0.05492793542132966,0.02109894286266556,0.007678913959505184,0.07435374706983566,0.0,0.9999938558224682,1.0
medqa_test_00717,qwen3-4b-nothink,medqa,B,C,False,True,False,10,10,935.4,0.012167572327617516,0.0,0.012167572327617516,0.00021941458168682178,0.06151700705685394,0.02974783598824423,0.014355711427721385,0.10061675310134888,0.8812908992306927,0.9999999996418251,0.95
medqa_test_00850,qwen3-4b-nothink,medqa,C,B,False,True,False,10,10,544.1,0.010022839316680573,0.0,0.010022839316680573,0.0001371742112482853,0.04113665380399495,0.022079552785184177,0.012170959465766195,0.09270549565553665,0.9219280948873623,0.000158436235999528,0.95
medqa_test_00049,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,442.0,0.0034329409806700046,0.0,0.0034329409806700046,0.00020283975659229209,0.05941839681212585,0.028343149085487084,0.014302601125945258,0.08419108390808105,0.8812908992306927,0.9999999966017294,1.0
medqa_test_00793,qwen3-4b-nothink,medqa,B,E,False,True,False,10,10,493.2,0.01578304056773846,0.0,0.01578304056773846,0.0006224263376460486,0.040368420934286595,0.016182711878663956,0.00824219736598455,0.10361061990261078,0.8812908992306927,1.0,0.95
medqa_test_00100,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,872.7,0.010719607030534355,0.0,0.010719607030534355,0.004655695238847065,0.05591820214057484,0.023734889517503042,0.009659167810533598,0.06209881976246834,0.7219280948873623,7.913111884788425e-12,0.95
medqa_test_00662,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,593.9,0.012823550659793154,0.0,0.012823550659793154,0.0,0.04689673961941073,0.022219837616124127,0.010890783743223142,0.10147328674793243,0.0,1.0,0.95
medqa_test_00665,qwen3-4b-nothink,medqa,C,,,False,True,10,10,583.9,0.006155097854997724,0.0005319148936170213,0.006687012748614746,0.0008467347143288976,0.12003786802749247,0.07442822901204312,0.04685831004384783,0.11612478643655777,0.4689955935892812,0.999999999868235,0.95
medqa_test_01254,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,534.8,0.020735578829699973,0.0,0.020735578829699973,0.0,0.036274588132272564,0.011698590666442443,0.004605710060034995,0.060158178210258484,0.9709505944546686,1.139991853041909e-12,0.95
medqa_test_01150,qwen3-4b-nothink,medqa,A,C,False,True,False,10,10,545.1,0.01374179352032913,0.0,0.01374179352032913,0.0011127001026326948,0.02792494789677751,0.010821538328907521,0.004552315237175542,0.1008313000202179,1.0,0.9999999998308103,0.95
medqa_test_00044,qwen3-4b-nothink,medqa,B,C,False,True,False,10,10,635.3,0.02416958503632962,0.0,0.02416958503632962,0.0,0.04966687097243634,0.025526856003856756,0.014711996994225629,0.09921874105930328,1.8464393446710154,0.0,0.95
medqa_test_00289,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,609.0,0.0111323164958592,0.00011086474501108647,0.011243181240870287,0.0,0.0628473055131336,0.02628098248554044,0.013650729289318908,0.07095970213413239,0.4689955935892812,1.0,1.0
medqa_test_01201,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,801.4,0.0210774882858856,0.0,0.0210774882858856,0.0007547471579217192,0.10570167268256467,0.06183287213061465,0.040025099990560954,0.07876940071582794,0.9709505944546686,0.9999999966017321,0.95
medqa_test_00861,qwen3-4b-nothink,medqa,C,E,False,True,False,10,10,599.5,0.00948140048077729,0.0,0.00948140048077729,0.0011891849137447908,0.04280888086468122,0.024556141138589914,0.013084144350152238,0.0850755125284195,0.0,1.0,1.0
medqa_test_00898,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,480.4,0.011333466344099504,0.0,0.011333466344099504,0.0014982421373166733,0.06614928408954919,0.03236551127949171,0.017616512730772617,0.06588990986347198,0.0,0.9999999994094699,0.95
medqa_test_00328,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,595.0,0.011528717437041576,0.0,0.011528717437041576,0.0010284503285484406,0.028117371936494627,0.010319192895219287,0.0033076596906384203,0.07928701490163803,0.0,0.9999986290514413,0.95
medqa_test_01071,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,610.5,0.01217787658007118,0.0,0.01217787658007118,0.0006168227402537026,0.02980851259795486,0.011194791326461872,0.006123236116126507,0.07662685960531235,0.0,0.9999999956365351,0.95
medqa_test_01032,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,607.2,0.008645857246423246,0.0,0.008645857246423246,0.0005058292011056666,0.030553076900559483,0.012532298595081459,0.005258051595048263,0.10837725549936295,0.0,0.9999999999987081,0.95
medqa_test_00892,qwen3-4b-nothink,medqa,E,E,True,True,False,10,10,601.1,0.004689640094846203,0.0,0.004689640094846203,0.0006001677021539259,0.032054048817211536,0.012645415602270949,0.006291832315885637,0.10260042548179626,0.0,0.0,1.0
medqa_test_00623,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,361.8,0.0009627915661416448,0.0,0.0009627915661416448,0.00317743112530833,0.067227829416426,0.027476455487936834,0.015423453064669912,0.05574128404259682,0.0,2.102431895017426e-07,1.0
medqa_test_01173,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,492.3,0.004638239838177485,0.0,0.004638239838177485,0.0008235774378743324,0.03612621979435883,0.01487956553950115,0.005558532768869029,0.08860668540000916,0.0,0.999569442964212,0.95
medqa_test_00246,qwen3-4b-nothink,medqa,A,B,False,True,False,10,10,418.5,0.012120249449857779,0.0,0.012120249449857779,0.0016636501052438436,0.04537801343976063,0.023807532350853432,0.014073289356260888,0.10917367786169052,1.295461844238322,0.3775406687997279,0.95
medqa_test_00272,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,455.9,0.006227659967584926,0.0,0.006227659967584926,0.00022988505747126436,0.027646992577406614,0.012180758416038284,0.006470511539281643,0.08433238416910172,0.0,1.0,1.0
medqa_test_00581,qwen3-4b-nothink,medqa,D,B,False,False,False,9,10,1109.9,0.008916332361184344,0.00019583843329253368,0.009112170794476878,0.0011244796214669125,0.14864211483551432,0.115008849807849,0.09743921356816013,0.09669136255979538,0.4689955935892812,3.581747912060869e-10,0.95
medqa_test_00489,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,538.6,0.001533920079517846,0.00018018018018018018,0.001714100259698026,0.0007010453826400976,0.08799233033424923,0.06270140497086553,0.045888431709403855,0.07176076620817184,0.0,1.0,1.0
medqa_test_01185,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,526.4,0.009259241235434432,0.0,0.009259241235434432,0.0,0.05220645767977592,0.02481829982894983,0.01117902961793058,0.0649581179022789,0.0,1.0,1.0
medqa_test_01138,qwen3-4b-nothink,medqa,E,A,False,True,False,10,10,735.0,0.011079124196182111,0.0,0.011079124196182111,0.00013386880856760375,0.06666777219558523,0.03664251347422569,0.022451465946024596,0.06752558797597885,1.7609640474436812,0.9999999999572221,0.6
medqa_test_00214,qwen3-4b-nothink,medqa,B,,,False,True,10,10,1003.3,0.015153407234517963,0.000624615633095,0.015778022867612963,0.002509589244059901,0.10044032147147056,0.055807119822280225,0.03356624632409218,0.08660507202148438,1.5219280948873621,1.0,
medqa_test_00848,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,470.8,0.014457244447551806,0.0,0.014457244447551806,0.0,0.056166553998992994,0.029394515361944217,0.01803932165197534,0.08330395072698593,0.0,0.9999999999705992,1.0
medqa_test_00455,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,528.7,0.009352841968729405,0.0,0.009352841968729405,0.0024520732134298657,0.08207462965207604,0.039961568928381964,0.019224425878729724,0.09893728792667389,0.0,7.484623531709722e-05,1.0
medqa_test_00835,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,579.5,0.011176659207571327,0.0,0.011176659207571327,0.0017102227518385343,0.05693844963473883,0.02747106218053914,0.015411066362163394,0.08240572363138199,0.0,0.0,1.0
medqa_test_00078,qwen3-4b-nothink,medqa,D,C,False,True,False,10,10,638.3,0.013111051905764315,0.0,0.013111051905764315,0.00015576323987538941,0.11193401217528773,0.07217642948489147,0.0512975178402865,0.08085103332996368,0.0,1.0,1.0
medqa_test_00860,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,643.4,0.016582164952196367,0.0,0.016582164952196367,0.0004914704807743623,0.04381066565421795,0.021486379656166732,0.011262406063644325,0.061039410531520844,0.4689955935892812,1.0,0.95
medqa_test_00022,qwen3-4b-nothink,medqa,D,D,True,True,False,10,10,679.9,0.01069793411646123,0.0,0.01069793411646123,0.00045882108497940827,0.05370746800101195,0.026797917170540354,0.015451645611926513,0.08622686564922333,0.0,0.9999999997827558,0.95
medqa_test_00603,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,474.2,0.028791095722570666,0.0,0.028791095722570666,0.0,0.08444477992018593,0.046113112804696196,0.02959595000953853,0.07184858620166779,0.0,0.9999999999200805,0.95
medqa_test_00356,qwen3-4b-nothink,medqa,A,E,False,True,False,10,10,483.0,0.009016950804740334,0.0,0.009016950804740334,0.0005909295382979594,0.0812405160924386,0.05002288297913517,0.03297596528014031,0.08497880399227142,0.9709505944546686,0.9999999999771025,0.9
medqa_test_01236,qwen3-4b-nothink,medqa,C,B,False,True,False,10,10,841.4,0.009003921149228686,0.0,0.009003921149228686,0.0005157053346018682,0.04794115528165858,0.022096091648116257,0.009645235743487501,0.1049717515707016,1.0,0.9953904277900031,1.0
medqa_test_00185,qwen3-4b-nothink,medqa,D,A,False,True,False,10,9,586.6,0.02354608099581486,0.0001589825119236884,0.02370506350773855,0.0027379388409822128,0.06719796964191994,0.031292259921959706,0.014828293237385826,0.061433643102645874,0.0,0.43782349911416807,1.0
medqa_test_01193,qwen3-4b-nothink,medqa,D,A,False,True,False,10,10,700.8,0.010567939070534885,0.0,0.010567939070534885,0.0026240595604631314,0.07405380349175814,0.03731983337731656,0.020657647628717368,0.08693533390760422,0.0,0.0,1.0
medqa_test_00711,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,509.8,0.018992047133303155,0.0,0.018992047133303155,0.0011641747229520808,0.06278850968942683,0.03149021899905493,0.019461657529862574,0.057956479489803314,0.0,0.9999999996418253,1.0
medqa_test_00263,qwen3-4b-nothink,medqa,C,C,True,True,False,10,10,613.6,0.0067531048167875085,0.0,0.0067531048167875085,0.00016,0.04989660883063518,0.015197418375505811,0.0058738753101103105,0.04109508544206619,0.0,0.9999999999666845,0.95
medqa_test_00667,qwen3-4b-nothink,medqa,A,A,True,True,False,10,10,424.8,0.0020353605380232296,0.0,0.0020353605380232296,0.0,0.038011604189236436,0.01711440548120422,0.007990535178995829,0.0728568583726883,0.0,1.0,1.0
medqa_test_01187,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,695.3,0.011098091797882808,0.00044883170659568177,0.011546923504478489,0.0004329004329004329,0.06763574879760406,0.04753042727902199,0.0361064217379224,0.14215092360973358,0.7219280948873623,1.0,0.95
medqa_test_00463,qwen3-4b-nothink,medqa,B,B,True,True,False,10,10,802.4,0.010843202075438162,0.0,0.010843202075438162,0.00047168738367572155,0.0891860769756802,0.05477820431200051,0.03191586773110679,0.056885723024606705,0.8812908992306927,1.0,0.7
