question_id,model,dataset,kind,gold_answer,greedy_prediction,greedy_choice,correct,in_all_clean,greedy_truncated,n_samples_clean,n_samples_with_prediction,n_samples_with_letter,trace_length,hedging_formal,hedging_reasoning,hedging_combined,connector_density,rep_3,rep_4,rep_5,trace_divergence,answer_semantic_entropy,p_true,verbalized_confidence
mmlu_pro_test_07328,qwq-32b,mmlu_pro,mcq,B,H,H,False,False,True,3,5,5,5369.5,0.01485700073378191,0.01644840421921473,0.03044395905417526,0.025912381792766025,0.29754130945953666,0.1802420072573891,0.10820520138684304,0.04439452290534973,0.0,0.00015843561575457052,
mmlu_pro_test_03794,qwq-32b,mmlu_pro,mcq,B,,,,False,True,0,3,3,6107.3,0.012855610277234166,0.016379565289493855,0.02843238404146085,0.01872337923089436,0.28071687372320603,0.1718699337430452,0.11156701575324553,0.04159468412399292,1.584962500721156,0.8933048235476456,
mmlu_pro_test_11338,qwq-32b,mmlu_pro,mcq,F,F,F,True,True,False,10,10,10,1569.6,0.019939276273403406,0.013861219475554751,0.03284160988598186,0.01892253160322154,0.11314219957583531,0.05024436885045171,0.019970412738964893,0.07693329453468323,0.0,0.9947798512122505,0.95
mmlu_pro_test_07664,qwq-32b,mmlu_pro,mcq,C,C,C,True,True,False,10,10,10,617.2,0.013414110761486363,0.010883796377345281,0.02409988733685145,0.023546118000140306,0.08970362116839209,0.044785516858051024,0.021755964316142927,0.017596682533621788,0.0,0.999925154363981,1.0
mmlu_pro_test_03616,qwq-32b,mmlu_pro,mcq,D,D,D,True,False,False,7,8,8,4743.7,0.018869935422208686,0.01449255130151875,0.032744515271143006,0.015166048396648044,0.17603357874075046,0.08931146120600572,0.04676846694814764,0.05143847316503525,0.5435644431995964,0.9980732537446326,0.9
mmlu_pro_test_09605,qwq-32b,mmlu_pro,mcq,C,C,C,True,True,False,10,10,10,3089.2,0.012584478378304537,0.011460048229072364,0.023559266755209758,0.024041309787320768,0.08354087363246444,0.03322987994925573,0.013875334753895564,0.06788428872823715,0.0,0.9999994284995236,0.95
mmlu_pro_test_11879,qwq-32b,mmlu_pro,mcq,E,,,,False,True,0,0,0,6127.8,0.01434634426674844,0.012973160094360527,0.02642175571435406,0.014665784293483749,0.19213473708024212,0.09927658031293964,0.05449149121830095,0.07559294998645782,,,
mmlu_pro_test_02354,qwq-32b,mmlu_pro,mcq,A,A,A,True,True,False,10,10,10,1736.0,0.03969222125691642,0.013154591241788017,0.050540715749734524,0.02631991230456131,0.13843844736079722,0.05509321722957246,0.024790280615995298,0.0346251018345356,0.0,0.9971990741403686,0.9
mmlu_pro_test_04767,qwq-32b,mmlu_pro,mcq,E,,,,False,True,9,10,10,3512.4,0.03149942038343122,0.01761487478801174,0.047277458917439105,0.023603238653238483,0.21704294906642901,0.1119866952537342,0.05546476194893403,0.07579859346151352,0.8812908992306927,0.0009110497711919489,0.9
mmlu_pro_test_11661,qwq-32b,mmlu_pro,mcq,E,I,I,False,False,True,0,2,2,6126.0,0.009662640358764652,0.01669979746025731,0.02592171549915029,0.015051011698370736,0.19302113117994205,0.09806684578081488,0.050880417203065444,0.03707527741789818,0.0,,
mmlu_pro_test_05252,qwq-32b,mmlu_pro,mcq,E,E,E,True,True,False,10,10,10,491.1,0.02194586672378358,0.008054450186646127,0.03000031691042971,0.018979029388300456,0.036761609796986075,0.023251246378771108,0.017220515955234918,0.07190103828907013,0.0,0.9999724643197128,1.0
mmlu_pro_test_01206,qwq-32b,mmlu_pro,mcq,A,A,A,True,True,False,10,10,10,913.5,0.029797088525597277,0.007757586082388397,0.03610060489551521,0.02161807716684571,0.10964569759403076,0.05433371547961696,0.028821641875360748,0.037369247525930405,0.0,0.9924227082500054,1.0
mmlu_pro_test_10247,qwq-32b,mmlu_pro,mcq,H,H,H,True,True,False,10,10,10,1071.2,0.04379970558974481,0.007230455747512609,0.04915116242581456,0.013612756374575135,0.07506033169407288,0.03029992699631372,0.01353948381729898,0.04271809384226799,0.0,0.9999756997724843,0.95
mmlu_pro_test_11623,qwq-32b,mmlu_pro,mcq,J,,,,False,True,2,4,4,6000.2,0.011853438534440165,0.01610037160944103,0.027371568412453695,0.01938392733945073,0.21212268911604468,0.109003466769297,0.057149591002331745,0.07391031831502914,1.0,0.0028008783694729086,0.95
mmlu_pro_test_07963,qwq-32b,mmlu_pro,mcq,F,F,F,True,True,False,10,10,10,1136.0,0.009566908827135599,0.006483597103836368,0.015957913338379374,0.022089102362593555,0.14327468182257466,0.07309941371875911,0.03528949876159069,0.04232891649007797,0.0,0.9993736659167215,1.0
mmlu_pro_test_01449,qwq-32b,mmlu_pro,mcq,I,C,C,False,False,True,5,8,8,4443.1,0.014308055447245999,0.015153388736509652,0.028762434129728336,0.03012823995085682,0.299729234712612,0.1714327118766986,0.09961378472944633,0.09026394039392471,0.5435644431995964,0.009708318095037614,
mmlu_pro_test_11509,qwq-32b,mmlu_pro,mcq,B,,,,False,True,0,2,2,6126.6,0.014053015293464846,0.012176949421585868,0.025560711179396494,0.023981787481270413,0.1912034038090386,0.09198614577810833,0.0455164249082461,0.061323802918195724,1.0,0.0031726682510228527,0.04
mmlu_pro_test_08489,qwq-32b,mmlu_pro,mcq,A,A,A,True,True,False,10,10,10,593.9,0.01968672375448544,0.0064242821585618285,0.02596773943740257,0.017251344361645733,0.06566877170321499,0.035516391500243605,0.023044671988798338,0.03405844420194626,0.0,0.9998766054353375,1.0
mmlu_pro_test_03964,qwq-32b,mmlu_pro,mcq,C,,,,False,True,0,3,3,6122.3,0.00916276376743814,0.011516019833347305,0.02015628606636486,0.013309495412362099,0.1713699829856265,0.09014945580977161,0.0511712542058787,0.05932450667023659,0.9182958340544896,,0.08
mmlu_pro_test_07315,qwq-32b,mmlu_pro,mcq,F,F,F,True,True,False,10,10,10,1949.1,0.032632111637400124,0.01911002692649762,0.05074524962158605,0.03607560061039852,0.21270857894684406,0.12232783948310288,0.07432742037968616,0.04111458733677864,0.0,0.9975273553327304,0.95
mmlu_pro_test_07308,qwq-32b,mmlu_pro,mcq,A,,,,False,True,2,8,8,5380.7,0.044424303465265755,0.023391067541418974,0.06503987753475021,0.03205718547089591,0.28187245978693337,0.1603082017630292,0.08906536442924949,0.03439072147011757,0.8112781244591328,0.0011694970172264217,
mmlu_pro_test_03640,qwq-32b,mmlu_pro,mcq,C,C,C,True,True,False,10,10,10,3358.0,0.015061911744883971,0.012338146068983069,0.02681207836827353,0.015110912347014591,0.09750885846809546,0.040307444557887394,0.01772847173434241,0.04565237835049629,0.0,0.9820136013037114,0.95
mmlu_pro_test_05875,qwq-32b,mmlu_pro,mcq,B,B,B,True,True,False,10,10,10,1074.2,0.03761769368228213,0.0033542979779952026,0.04026469602158479,0.011908401624030174,0.05684710036488756,0.02199945468640707,0.008810985076639832,0.04490461200475693,0.0,0.9998204721439425,0.9
mmlu_pro_test_00209,qwq-32b,mmlu_pro,mcq,J,J,J,True,True,False,10,10,10,1450.4,0.006145149505995069,0.010394737014561112,0.01640117055734345,0.012066105944877,0.0777235663027724,0.030123077058820936,0.012402364014816602,0.053185779601335526,0.0,0.9706865478201356,1.0
mmlu_pro_test_10639,qwq-32b,mmlu_pro,mcq,B,I,I,False,True,False,10,10,10,1804.4,0.03058912386673668,0.014231569023964913,0.043603537443240234,0.017472382952881272,0.23214195884237981,0.13170760722302519,0.07718268757119655,0.050431981682777405,0.0,0.9986749606653572,0.9
mmlu_pro_test_07624,qwq-32b,mmlu_pro,mcq,H,H,H,True,True,False,10,10,10,543.5,0.021277021314437667,0.017000815308403645,0.0377049712365482,0.03167710506042224,0.07575983274885864,0.03343313042083258,0.013611683417895603,0.03543894737958908,0.0,0.9998415628306467,0.95
mmlu_pro_test_08841,qwq-32b,mmlu_pro,mcq,D,D,D,True,True,False,10,10,10,2544.9,0.00508715807274314,0.009334129392069651,0.014376099936570585,0.01616942429214096,0.11120149872889522,0.04936519737166688,0.025222153722398055,0.04773993045091629,0.0,0.9999957771853708,0.08
mmlu_pro_test_10104,qwq-32b,mmlu_pro,mcq,J,J,J,True,True,False,10,10,10,2803.9,0.010471879301268475,0.009231133971053738,0.019516722556549487,0.015165082138815492,0.06896091241075399,0.02565327419603187,0.01147956666498109,0.056990232318639755,0.0,0.9669140482129626,0.95
mmlu_pro_test_03755,qwq-32b,mmlu_pro,mcq,I,,,,False,True,8,8,8,4710.5,0.023162076731400413,0.018572119069185634,0.04071346891705077,0.014216202927325372,0.2694365060957597,0.15607230622179818,0.09274258670174573,0.05835037678480148,1.2987949406953985,,0.9
mmlu_pro_test_00714,qwq-32b,mmlu_pro,mcq,J,J,J,True,True,False,10,10,10,5347.5,0.011137515062626098,0.009727776468142057,0.02041227660125694,0.013756360635665498,0.16999630486761239,0.0793612689947558,0.039466981387227776,0.029942231252789497,0.0,0.9324519058121215,1.0
mmlu_pro_test_08182,qwq-32b,mmlu_pro,mcq,E,E,E,True,True,False,10,10,10,2541.8,0.026092563180322898,0.01749948191623053,0.04218567663782131,0.02389149853369223,0.19278624489890067,0.09364886101525717,0.04590924501864313,0.039022304117679596,0.0,0.9999989322987886,1.0
mmlu_pro_test_07610,qwq-32b,mmlu_pro,mcq,C,C,C,True,True,False,10,10,10,1158.4,0.01319262881030477,0.008579192559299039,0.021498183810148636,0.026233321542986403,0.14945918467375927,0.07634890317914964,0.0376323098057237,0.09801127016544342,0.0,0.9999999397936589,1.0
mmlu_pro_test_01518,qwq-32b,mmlu_pro,mcq,B,B,B,True,False,False,5,9,9,4918.6,0.032768129175072755,0.01202145844364451,0.04395397967256078,0.01771884241233319,0.2542823962846209,0.13946305986347424,0.0805604379490043,0.06431232392787933,0.5032583347756457,0.9978172596019806,0.85
mmlu_pro_test_11897,qwq-32b,mmlu_pro,mcq,A,,,,False,True,10,10,10,4548.3,0.05652800660697671,0.027166390520541032,0.08047213975201468,0.00609946492713747,0.22250873775720273,0.12575531559302938,0.07448398154044963,0.08312280476093292,1.7609640474436812,0.22269724771779487,0.5
mmlu_pro_test_03821,qwq-32b,mmlu_pro,mcq,F,F,F,True,True,False,10,10,10,1658.7,0.011421775280575235,0.009416909321163763,0.0207334204238143,0.013459887201524703,0.05139643940527364,0.013615637727037921,0.0043755974190647804,0.037113070487976074,0.0,0.9968273076436569,1.0
mmlu_pro_test_02666,qwq-32b,mmlu_pro,mcq,D,D,D,True,True,False,10,10,10,1223.8,0.025840943039827823,0.006662087555888087,0.03208239784319429,0.018041998448095738,0.06334145138720393,0.024121502435535225,0.012327882223700948,0.06260628253221512,0.0,0.9998766054437979,0.95
mmlu_pro_test_00552,qwq-32b,mmlu_pro,mcq,H,H,H,True,True,False,10,10,10,992.6,0.01300318350615896,0.007065314166818433,0.019782221854384295,0.027405070425775512,0.10371849921545788,0.05391377277069861,0.033029096337713705,0.044293519109487534,0.0,0.9997040411926958,1.0
mmlu_pro_test_04762,qwq-32b,mmlu_pro,mcq,C,C,C,True,True,False,10,10,10,658.8,0.02492170142838457,0.0028308123980551624,0.02742678013737837,0.015630140011436783,0.08429828419885234,0.047994020887831966,0.03352814118782542,0.06244095042347908,0.0,0.9999038971034737,1.0
mmlu_pro_test_11654,qwq-32b,mmlu_pro,mcq,G,,,,False,True,0,1,1,6116.0,0.011951803439594568,0.013424963858175442,0.024951354557588287,0.013421746284641678,0.1796058507302663,0.10250317545917802,0.06504651547562826,0.06628637760877609,0.0,,
mmlu_pro_test_10305,qwq-32b,mmlu_pro,mcq,I,I,I,True,True,False,10,10,10,1286.7,0.008626723793549671,0.011523237829219844,0.02001164086722573,0.022500618872723976,0.07764871827252899,0.0324385951509914,0.016001983491052807,0.06003474071621895,0.0,0.9999417087523603,1.0
mmlu_pro_test_11121,qwq-32b,mmlu_pro,mcq,I,,,,False,True,0,1,1,6117.4,0.01501855770285022,0.013258595154834704,0.027673009131703424,0.01569444623135023,0.25727338870497596,0.13262552663298693,0.0706328739698988,0.08514890819787979,0.0,,
mmlu_pro_test_10990,qwq-32b,mmlu_pro,mcq,F,F,F,True,True,False,10,10,10,663.4,0.03062344426582709,0.00934641479841767,0.038633458713686133,0.016879047213792474,0.048371189832938186,0.0136523093714911,0.005730095343534303,0.06380388885736465,0.0,0.999195914942452,0.95
mmlu_pro_test_07554,qwq-32b,mmlu_pro,mcq,F,,,,False,True,0,3,3,6111.7,0.010964639303440162,0.014988982866653672,0.025724825820894703,0.02514466532068177,0.19580324129542942,0.10364699357846066,0.05557477094301215,0.056966718286275864,0.0,0.9999945778519154,0.03
mmlu_pro_test_10376,qwq-32b,mmlu_pro,mcq,A,A,A,True,False,False,6,8,8,5130.9,0.045568379062216766,0.023759957628565725,0.06544442543701148,0.01994755974832661,0.2629963984625644,0.1525112362969635,0.09283598380753105,0.057045117020606995,1.061278124459133,0.0002034258615612572,0.85
mmlu_pro_test_10273,qwq-32b,mmlu_pro,mcq,G,G,G,True,True,False,10,10,10,3460.7,0.007980816568360156,0.010175118923102636,0.01785878891243734,0.0303522442586291,0.20703415769698902,0.10252051557045623,0.05058264470320205,0.04670077934861183,0.0,0.9980732701238995,
mmlu_pro_test_07465,qwq-32b,mmlu_pro,mcq,I,I,I,True,True,False,10,10,10,997.0,0.020817323745885335,0.0066155592570616316,0.026758691677243047,0.025110193001128954,0.09359320588669356,0.03515205719701858,0.013081237550078562,0.04431759938597679,0.0,0.9998766060400325,0.95
mmlu_pro_test_06478,qwq-32b,mmlu_pro,mcq,I,H,H,False,False,False,8,10,10,4063.7,0.04988274151960513,0.024305755945404395,0.07083224659853299,0.012393867009273727,0.19941208078341527,0.10065467258912102,0.05253005862426037,0.03770235553383827,0.0,0.9669140254249554,0.8
mmlu_pro_test_07227,qwq-32b,mmlu_pro,mcq,G,G,G,True,True,False,10,10,10,913.5,0.033308188299064526,0.006265935084969219,0.038892038954022906,0.02174950306976421,0.03320012735100471,0.01153658522972265,0.004069423397024974,0.04350928217172623,0.0,0.9999038975678074,0.95
mmlu_pro_test_08081,qwq-32b,mmlu_pro,mcq,H,H,H,True,True,False,10,10,10,878.4,0.013968286929695598,0.013256707025965367,0.026672832149053395,0.021995339763845472,0.1281308045717805,0.06635569976562597,0.036225973118887145,0.03359441086649895,0.0,0.999978554993893,0.95
mmlu_pro_test_02006,qwq-32b,mmlu_pro,mcq,G,G,G,True,True,False,10,10,10,819.7,0.03389754056260483,0.00555402753197012,0.03822700703917184,0.011823674772227075,0.04646057417205447,0.019036366161279416,0.007742629272751167,0.04631757363677025,0.0,0.9992903295935831,0.95
mmlu_pro_test_06169,qwq-32b,mmlu_pro,mcq,B,B,B,True,True,False,10,10,10,822.3,0.013427325003881599,0.013017784953016465,0.025845813484143377,0.018486042446361067,0.058475188458094365,0.021796443657156862,0.01117594929858664,0.022876176983118057,0.0,0.9947798561206086,1.0
mmlu_pro_test_00777,qwq-32b,mmlu_pro,mcq,A,A,A,True,True,False,10,10,10,768.0,0.014982017429720823,0.011658897914646284,0.02592169109803753,0.02082663267334916,0.11890881688570983,0.05486913118028167,0.028487385604894243,0.030070336535573006,0.0,0.9975273729498009,1.0
mmlu_pro_test_01947,qwq-32b,mmlu_pro,mcq,D,D,D,True,False,False,7,9,9,5380.0,0.008406519420741176,0.008148271236789687,0.016182755626756366,0.013165157866507033,0.09301005888829211,0.03621593910523009,0.015576823605801749,0.0751890316605568,0.0,0.9999930377462505,0.95
mmlu_pro_test_03086,qwq-32b,mmlu_pro,mcq,B,B,B,True,True,False,10,10,10,1049.4,0.013941666086079768,0.010666519835709709,0.024326410465720677,0.029256809768557056,0.13688936111711517,0.07531679565516532,0.05091375897058857,0.04054002836346626,0.0,0.9964063981804425,1.0
mmlu_pro_test_06764,qwq-32b,mmlu_pro,mcq,C,J,J,False,True,False,10,10,10,1166.4,0.023100171511717997,0.01085034022194149,0.03247736228653266,0.020811151851748786,0.14288051829597195,0.0836354599468444,0.05450252790755163,0.04295063018798828,0.0,0.9997388098212844,1.0
mmlu_pro_test_04577,qwq-32b,mmlu_pro,mcq,A,A,A,True,True,False,10,10,10,1013.3,0.05531604273480463,0.011288260040125073,0.06132147912531788,0.01181945931058619,0.038608983519147974,0.012005234379918784,0.004690005137662911,0.0705772116780281,0.0,0.9933071219676186,0.95
mmlu_pro_test_07588,qwq-32b,mmlu_pro,mcq,I,I,I,True,True,False,10,10,10,2327.4,0.011361259477323847,0.011796321099656578,0.022762273448250145,0.016310696630084658,0.16511827058070133,0.0744433873711057,0.03754622197822162,0.04060598835349083,0.0,0.9999910603180829,
mmlu_pro_test_04648,qwq-32b,mmlu_pro,mcq,C,C,C,True,True,False,10,10,10,1720.9,0.036704788953923914,0.009069803464904574,0.043927305390863765,0.014652290022509182,0.09401354897503392,0.04112836510474577,0.02032702288076065,0.06283979117870331,0.0,0.9924226362866642,0.95
mmlu_pro_test_11162,qwq-32b,mmlu_pro,mcq,D,D,D,True,False,True,0,2,2,6123.1,0.01778808682506333,0.013540887184109025,0.030659200889696748,0.016349012703491657,0.2662659357316205,0.14289569442873376,0.07762400715672979,0.07405849546194077,1.0,,
mmlu_pro_test_03333,qwq-32b,mmlu_pro,mcq,G,G,G,True,False,False,5,5,5,4765.2,0.023388837108770537,0.017077414710744407,0.03929485698541241,0.015456195706931408,0.26501062568726946,0.1613200008521439,0.10118592299331959,0.06037013977766037,0.0,0.9626728432838375,0.39
mmlu_pro_test_07086,qwq-32b,mmlu_pro,mcq,G,G,G,True,False,False,9,9,9,3872.9,0.012872551908642288,0.01776649412617356,0.029630829142639693,0.024770197708141938,0.36493631239291174,0.24216954343799535,0.16088427145447876,0.034696124494075775,0.0,0.003593537603239036,1.0
mmlu_pro_test_07073,qwq-32b,mmlu_pro,mcq,B,B,B,True,True,False,10,10,10,1058.0,0.022163079029363413,0.013804512355377264,0.0347912512857976,0.025764123620493583,0.13471232548192555,0.06194170119310014,0.02615985538125575,0.03860671818256378,0.0,0.9997040429626483,1.0
mmlu_pro_test_02543,qwq-32b,mmlu_pro,mcq,D,D,D,True,True,False,10,10,10,831.9,0.04172091638396509,0.007830971287063067,0.04853666509764781,0.014354357952446883,0.09531338545747466,0.04515616783353858,0.02120994342878497,0.048055920749902725,0.0,0.9998766054272115,0.95
mmlu_pro_test_09545,qwq-32b,mmlu_pro,mcq,H,H,H,True,True,False,10,10,10,496.0,0.018464488359190838,0.009502442860373774,0.027420181919761265,0.0171591473214854,0.030743055434387812,0.010781216759031343,0.0036653414400207194,0.03410542756319046,0.0,0.9959298317143646,1.0
mmlu_pro_test_09161,qwq-32b,mmlu_pro,mcq,I,I,I,True,False,False,7,7,7,4789.7,0.0171915551815199,0.012811130811534493,0.02944547327320643,0.01839979727112809,0.2864430870443059,0.15687691940082676,0.08728562737903568,0.055530305951833725,0.5916727785823275,0.9999984465025674,0.95
mmlu_pro_test_05814,qwq-32b,mmlu_pro,mcq,G,G,G,True,True,False,10,10,10,393.2,0.03055260603213205,0.012763098991292469,0.04279681268387999,0.022337257609890054,0.029647093025278615,0.009243814827513075,0.0018544848859241014,0.027584312483668327,0.0,0.9998766050603165,0.95
mmlu_pro_test_10619,qwq-32b,mmlu_pro,mcq,I,,,,False,True,10,10,10,3059.7,0.05222252707307905,0.03727984183942106,0.08555785774030371,0.008264324127744905,0.2383483413471023,0.12731220834216936,0.06619257619087163,0.05663594231009483,0.4689955935892812,0.5926594835729821,0.7
mmlu_pro_test_02239,qwq-32b,mmlu_pro,mcq,J,J,J,True,True,False,10,10,10,1947.8,0.05668767052528596,0.01676170797266852,0.06897133347659017,0.022429714069918425,0.11575065534014291,0.053062439999754483,0.024367927948443346,0.04193617030978203,0.0,0.9997040413997829,0.95
mmlu_pro_test_04531,qwq-32b,mmlu_pro,mcq,C,,,,False,True,10,10,10,4558.7,0.024759926988279925,0.01982757055521036,0.043627543539652855,0.015237702316275244,0.26530535765243063,0.1537480173709025,0.09202331160170277,0.02249085158109665,0.0,0.006692782366019595,0.8
mmlu_pro_test_05901,qwq-32b,mmlu_pro,mcq,I,,,,False,True,4,8,8,5519.1,0.04673554185109975,0.02405021637093638,0.06710539937687818,0.019096235486598938,0.3207949896742175,0.18586552059473252,0.10663843623782661,0.03463870286941528,0.5435644431995964,0.00070966733518504,
mmlu_pro_test_01520,qwq-32b,mmlu_pro,mcq,E,E,E,True,False,False,7,7,7,3804.5,0.02083066539174546,0.013408043853833679,0.03298772627237397,0.022486050543273906,0.2054422136871235,0.10159857770414779,0.05287464824696354,0.07152492552995682,0.863120568566631,0.9968272435200548,0.95
mmlu_pro_test_04600,qwq-32b,mmlu_pro,mcq,A,A,A,True,True,False,10,10,10,513.7,0.029916003682882275,0.004164108080072951,0.03321146387235867,0.022370572836511067,0.06051861595018322,0.02456247604970212,0.009138403513758341,0.047589123249053955,0.0,0.9999151884349817,0.95
mmlu_pro_test_03938,qwq-32b,mmlu_pro,mcq,F,F,F,True,True,False,10,10,10,1810.6,0.007286536853417236,0.008501539449951148,0.015556166601137875,0.016055676700846462,0.09760386972094989,0.04145427771964436,0.015663978074936424,0.05006740242242813,0.0,0.9947798441435924,
