question_id,model,dataset,kind,gold_answer,greedy_prediction,greedy_choice,correct,in_all_clean,greedy_truncated,n_samples_clean,n_samples_with_prediction,n_samples_with_letter,trace_length,hedging_formal,hedging_reasoning,hedging_combined,connector_density,rep_3,rep_4,rep_5,trace_divergence,answer_semantic_entropy,p_true,verbalized_confidence
trivia_qa_validation_15389,qwq-32b,trivia_qa,free_answer,Avignon,"Hmm, I think I",,False,False,True,10,10,10,2115.1,0.04588492224512902,0.031859061112980896,0.07383794164913154,0.006790164042414707,0.26953575668408936,0.16256558587205977,0.10075980322230568,0.05962780863046646,1.8464393446652447,0.005220080025284631,0.7
trivia_qa_validation_04524,qwq-32b,trivia_qa,free_answer,Bread,"Focaccia is an Italian yeast bread typically characterized by a soft interior, crispy crust, and toppings like olive oil, rosemary, tomatoes, or olives. In an Italian restaurant, you would expect it served as a bread, side dish, or appetizer, reflecting traditional preparations from regions like Liguria.",,False,True,False,10,10,10,750.3,0.06770104187815149,0.006801045486994864,0.07354398232117115,0.008605325893245157,0.06147063016173717,0.027231259453356204,0.013915786806392948,0.03357652202248573,3.1219280948743777,0.9998204720556226,0.95
trivia_qa_validation_07587,qwq-32b,trivia_qa,free_answer,'TINTIN',Tintin,,True,True,False,10,10,10,351.8,0.03903472764547857,0.008806074939915101,0.04738443524862677,0.01137520693841831,0.03963649359166492,0.015500736766952305,0.0039603903457034574,0.06822843849658966,-1.4428232973175175e-12,0.9999599363109475,1.0
trivia_qa_validation_17249,qwq-32b,trivia_qa,free_answer,Madonna,Madonna,,True,True,False,10,10,10,519.2,0.052692376882228165,0.007937362692466646,0.060477763890804226,0.013302802679686938,0.0473150536043339,0.015438907026691784,0.005637038399963179,0.03998557850718498,-1.4428232973175175e-12,0.9999938558257276,1.0
trivia_qa_validation_03990,qwq-32b,trivia_qa,free_answer,Imola,Imola,,True,True,False,10,10,10,660.8,0.030427997146304953,0.00800122633389505,0.038080814928185755,0.015177357601566608,0.11691323949865126,0.06562686931643906,0.0370929096375899,0.052295900881290436,0.9219280948830342,0.999972464312539,1.0
trivia_qa_validation_07948,qwq-32b,trivia_qa,free_answer,CANADA (1988),South Korea,,False,False,False,7,10,10,5309.8,0.027156440059021625,0.021886802069332512,0.04791329534998617,0.01768933465931971,0.2791243238323783,0.1757034758821651,0.11176202397000841,0.04046539589762688,1.3567796494412687,0.0015011754913883768,0.8
trivia_qa_validation_03732,qwq-32b,trivia_qa,free_answer,Banshee,banshee,,True,True,False,10,10,10,556.7,0.043386364645515374,0.008542211191752146,0.05052965385918673,0.00943873310486864,0.039229702443293636,0.01337730558601522,0.005354492536777933,0.05098538473248482,-1.4428232973175175e-12,0.9999038975746553,1.0
trivia_qa_validation_11906,qwq-32b,trivia_qa,free_answer,JULES RIMET,Jules Rimet,,True,True,False,10,10,10,437.9,0.025669256145897178,0.005078041772958746,0.030540258581381808,0.01184051151299886,0.059228027004938545,0.024915443559879003,0.012770243370661549,0.03125309571623802,-1.4428232973175175e-12,0.9999832985770376,1.0
trivia_qa_validation_17663,qwq-32b,trivia_qa,free_answer,3,3,,True,True,False,10,10,10,742.5,0.023292346887436626,0.008515902942512674,0.03126171783153966,0.014989726425913858,0.11014030281260853,0.04715706094225972,0.019425561529475877,0.022097861394286156,-1.4428232973175175e-12,0.9959298440268887,0.95
trivia_qa_validation_14175,qwq-32b,trivia_qa,free_answer,ATHLETICS,Athletics (track and field),,False,True,False,10,10,10,605.7,0.03719597600542745,0.007621708326190024,0.04426218106138809,0.011693490638483243,0.049021120011900524,0.014395153503336745,0.005675262593750429,0.04907139763236046,1.2954618442339938,0.9999910603047688,0.95
trivia_qa_validation_11569,qwq-32b,trivia_qa,free_answer,John Rebus,John Rebus,,True,True,False,10,10,10,1820.8,0.03561627676254008,0.028451294608266474,0.060452523690174086,0.006159600524417998,0.13513167811916613,0.07184570365479567,0.042107648960139354,0.13972444832324982,0.9219280948830342,0.9996646496811893,0.95
trivia_qa_validation_11279,qwq-32b,trivia_qa,free_answer,Barack Obama,Barack Obama,,True,True,False,10,10,10,414.4,0.02850297745292163,0.003953358856409851,0.03245633630933148,0.014522420587204207,0.021272615051324606,0.005395850485839637,0.00211524803806683,0.04726842790842056,-1.4428232973175175e-12,0.999903897559882,1.0
trivia_qa_validation_07694,qwq-32b,trivia_qa,free_answer,ARGENTINA,Argentina,,True,True,False,10,10,10,687.4,0.030194613846983652,0.010229673845703544,0.039503656966704985,0.014828814376655269,0.07307732890334326,0.02864873791380549,0.011372721891980886,0.059114836156368256,-1.4428232973175175e-12,0.9990889488972667,1.0
trivia_qa_validation_10119,qwq-32b,trivia_qa,free_answer,Mao Zedong,Mao Zedong,,True,True,False,10,10,10,473.7,0.026555330381218878,0.0037490966655193093,0.03030442704673819,0.008658908028282699,0.068560638887885,0.0341435409418611,0.01691990175885989,0.02962367981672287,-1.4428232973175175e-12,0.9999810748506476,0.95
trivia_qa_validation_13020,qwq-32b,trivia_qa,free_answer,Cricket,Cricket,,True,True,False,10,10,10,451.3,0.0358065408676852,0.004616684068426078,0.03948372469672286,0.007598125891870623,0.018073536573919857,0.006286967250675413,0.0017441836886350926,0.06844301521778107,-1.4428232973175175e-12,0.9999485577708482,1.0
trivia_qa_validation_07528,qwq-32b,trivia_qa,free_answer,Dr. (James) Parkinson,Parkinson,,False,True,False,10,10,10,331.3,0.027730965970093984,0.007624064477191069,0.03535503044728505,0.01306812193099583,0.04227955065823382,0.020787767419485625,0.010986672067014813,0.02475530095398426,-1.4428232973175175e-12,0.9999724643044078,1.0
trivia_qa_validation_06018,qwq-32b,trivia_qa,free_answer,DRAGON,Dragon,,True,True,False,10,10,10,309.8,0.03134642015945037,0.008155257967147075,0.03918917812659744,0.01301416699305459,0.06926328776046875,0.040253740073407096,0.02692453320490057,0.03247353062033653,-1.4428232973175175e-12,0.9999724643157673,1.0
trivia_qa_validation_09962,qwq-32b,trivia_qa,free_answer,Richard Marx,The Outfield,,False,True,False,10,10,10,2202.1,0.05135223107218019,0.04565823615307427,0.09125065250122422,0.003339167951867333,0.21906930024839713,0.12918482902788514,0.07556989155501191,0.18899692595005035,2.246439344663802,0.00020342678296293503,0.7
trivia_qa_validation_14924,qwq-32b,trivia_qa,free_answer,KNUTSFORD,Knutsford,,True,True,False,10,10,10,519.2,0.03927631996420526,0.009729029878448899,0.0482522720887133,0.005843420211524033,0.009537034532142242,0.0007026727686874401,0.0,0.05777759104967117,-1.4428232973175175e-12,0.9997965730696939,1.0
trivia_qa_validation_07120,qwq-32b,trivia_qa,free_answer,54,54,,True,True,False,10,10,10,568.6,0.02535647128502559,0.010213221988490184,0.035077184536864106,0.02363107767533095,0.08869186660283362,0.0430728332783196,0.022122371141956854,0.03353279083967209,-1.4428232973175175e-12,0.9984988176458353,1.0
trivia_qa_validation_02562,qwq-32b,trivia_qa,free_answer,AMERICAN CIVIL WAR,American Civil War,,True,True,False,10,10,10,611.5,0.03743510142613432,0.0063821519608447536,0.043360133067769174,0.009695820412849939,0.059706144278983145,0.022527517526694484,0.009484508653159451,0.04840791970491409,-1.4428232973175175e-12,0.9999852610120766,1.0
trivia_qa_validation_03667,qwq-32b,trivia_qa,free_answer,Not Fair,Smile,,False,True,False,10,10,10,828.4,0.05469230998610647,0.017682347625675804,0.07018362716508693,0.005441598244784011,0.092204305631968,0.04857362179361289,0.027007046382224065,0.15816375613212585,2.6464393446609162,0.9980732615275384,0.8
trivia_qa_validation_04299,qwq-32b,trivia_qa,free_answer,Complain,"A querulous person frequently complains, expresses dissatisfaction, or displays irritability.",,False,True,False,10,10,10,520.3,0.07418068514154123,0.01184548260242133,0.08499654999425427,0.013738980435177444,0.038061553485761256,0.012604366275054036,0.0042280037705967,0.039439260959625244,2.046439344663802,0.9999785550645588,0.95
trivia_qa_validation_11200,qwq-32b,trivia_qa,free_answer,Autons,Autons,,True,True,False,10,10,10,857.8,0.0314311325484486,0.01094175466691128,0.04124255296052709,0.007049442684816334,0.0720935681793108,0.026348213816347433,0.008144582742080752,0.059637513011693954,-1.4428232973175175e-12,0.9999687981011736,0.95
trivia_qa_validation_12688,qwq-32b,trivia_qa,free_answer,Japan,Japan,,True,True,False,10,10,10,439.3,0.03813169164752597,0.005220582200210007,0.04247239765338918,0.010409140256957283,0.029933397440282283,0.012518717588380069,0.0070735068012651395,0.05125019699335098,-1.4428232973175175e-12,0.9999485577911307,1.0
trivia_qa_validation_09855,qwq-32b,trivia_qa,free_answer,Valkyries,Valkyries,,True,True,False,10,10,10,576.2,0.031543662098521844,0.007625481208618966,0.03836963640192605,0.010581579120593322,0.06688971204423454,0.028012940926159424,0.012886412665662362,0.04704021289944649,-1.4428232973175175e-12,0.9999546017841734,1.0
trivia_qa_validation_05061,qwq-32b,trivia_qa,free_answer,Karl Marx,Karl Marx,,True,True,False,10,10,10,381.1,0.047184824916035685,0.005247344516073257,0.052235319038408154,0.008610939669593216,0.014426716552579155,0.004197832357318176,0.0017436483236010214,0.04790711775422096,-1.4428232973175175e-12,0.9999977396771772,1.0
trivia_qa_validation_12868,qwq-32b,trivia_qa,free_answer,Sardinia,Sardinia,,True,True,False,10,10,10,1635.6,0.01630592156240442,0.007493772707533912,0.023205381625314655,0.0109461792849334,0.09898263637922824,0.03837979789255726,0.01261418839734596,0.0647982731461525,0.4689955935863958,0.9997694933732354,0.95
trivia_qa_validation_05181,qwq-32b,trivia_qa,free_answer,Edward Hopper,Andrew Wyeth,,False,True,False,10,10,10,951.3,0.04705662837818932,0.022329166767396758,0.06521536909743111,0.004987408089282807,0.07668342730752506,0.030547163592666616,0.013018919746414892,0.09049230068922043,1.3609640474393532,0.9998415635793336,0.95
trivia_qa_validation_11411,qwq-32b,trivia_qa,free_answer,HUSBAND,husbands,,False,True,False,10,10,10,498.3,0.03651024814867153,0.010812901005882862,0.04645270331428704,0.02546429993093824,0.102745342204647,0.05308780031953843,0.026310968037052386,0.044163141399621964,-1.4428232973175175e-12,0.9999885212336056,1.0
trivia_qa_validation_16167,qwq-32b,trivia_qa,free_answer,EARL DERR BIGGERS,Earl Derr Biggers,,True,True,False,10,10,10,435.2,0.04053282615872415,0.008899547538805263,0.04808168520793709,0.00792841468448525,0.02884689931475063,0.004530652615674924,0.000516968778497251,0.0693562850356102,-1.4428232973175175e-12,0.9999546021504353,1.0
trivia_qa_validation_07276,qwq-32b,trivia_qa,free_answer,Marcel Duchamp,Marcel Duchamp,,True,True,False,10,10,10,550.5,0.03741608210487063,0.004136015828676372,0.04155209793354701,0.00696984908428352,0.04593856577447895,0.02182013461378357,0.010667255532976715,0.03786557912826538,-1.4428232973175175e-12,0.999820472023526,1.0
trivia_qa_validation_06309,qwq-32b,trivia_qa,free_answer,1957,1957,,True,True,False,10,10,10,412.3,0.03001731199072476,0.0069324691398169975,0.036740137524671736,0.012615611991768774,0.03463610871169861,0.01613900249160325,0.008012395500172076,0.052779849618673325,-1.4428232973175175e-12,0.9999810748317276,1.0
trivia_qa_validation_02388,qwq-32b,trivia_qa,free_answer,HARRY PATCH,Harry Patch,,True,True,False,10,10,10,586.3,0.02441348260191655,0.005203827830334862,0.02961731043225142,0.01586843858925402,0.08024440967386752,0.03148572277670686,0.012815481169001419,0.044158730655908585,-1.4428232973175175e-12,0.9999599362138634,1.0
trivia_qa_validation_11514,qwq-32b,trivia_qa,free_answer,ART,art,,True,True,False,10,10,10,471.8,0.03877408714958317,0.011360701667786665,0.049104682370095146,0.010497289732274193,0.05251398707346076,0.01865870612348953,0.007573232690044851,0.050225235521793365,1.1567796494427114,0.9997694933268874,1.0
trivia_qa_validation_17551,qwq-32b,trivia_qa,free_answer,Fidelio,Fidelio,,True,True,False,10,10,10,378.3,0.0477108116653941,0.0074239574317244384,0.054632601649162484,0.007738841147524796,0.014281197513001309,0.006347061138566745,0.004299401197604791,0.07792305201292038,-1.4428232973175175e-12,0.9999417084210286,0.95
trivia_qa_validation_06082,qwq-32b,trivia_qa,free_answer,CAST,"Alternatively, maybe the answer is ""a kettle""",,False,False,True,10,10,10,2860.8,0.05163949348408832,0.02846091662541007,0.0761876372480528,0.015332768204606103,0.34245309107962557,0.22592963561318163,0.15308200550036596,0.06450393795967102,0.9219280948830342,0.9995694430546359,0.9
trivia_qa_validation_06331,qwq-32b,trivia_qa,free_answer,Helly Hansen,Helly Hansen,,True,True,False,10,10,10,1443.8,0.056077196681534956,0.02947569627568215,0.08165398938139298,0.005658296793880155,0.13345902005904198,0.06603407346025522,0.037605892572914815,0.13027812540531158,1.770950594447455,0.0007096690756921497,0.8
trivia_qa_validation_01768,qwq-32b,trivia_qa,free_answer,Las Vegas,Las Vegas,,True,True,False,10,10,10,387.9,0.046150172843043014,0.0047167559865036925,0.049836048282654435,0.010536354373281594,0.01956247533799137,0.004026034378359111,0.0004839880144201558,0.05686706304550171,-1.4428232973175175e-12,0.9999852610229578,1.0
trivia_qa_validation_07828,qwq-32b,trivia_qa,free_answer,1931,1931,,True,True,False,10,10,10,634.9,0.05007840606517132,0.01640080020637988,0.0639369470639481,0.009315006971841334,0.0732710462069459,0.029982225611898238,0.01219833771037816,0.027085738256573677,-1.4428232973175175e-12,0.9997040423992682,0.95
trivia_qa_validation_05245,qwq-32b,trivia_qa,free_answer,Velma,Velma Kelly,,False,True,False,10,10,10,770.3,0.030266568062928247,0.012965982615889562,0.04209927754128309,0.011529758751803296,0.05756231167921878,0.02713889073710828,0.01673801898182743,0.052753299474716187,0.4689955935863958,0.9988304842994242,1.0
trivia_qa_validation_00707,qwq-32b,trivia_qa,free_answer,Pacific,Pacific Ocean,,True,True,False,10,10,10,373.2,0.04651998164529917,0.005552305481520374,0.05207228712681955,0.01327138518227632,0.06100701058777348,0.01848380512861093,0.004555380777783069,0.0699809268116951,-1.4428232973175175e-12,0.9999724643164059,1.0
trivia_qa_validation_10470,qwq-32b,trivia_qa,free_answer,Lamb Chop.,Lamb Chop,,True,True,False,10,10,10,407.9,0.05265499259277541,0.008567283481751032,0.059757964948966256,0.008233858276501636,0.029675562866149287,0.009402849234361776,0.002692229539514579,0.06686107814311981,-1.4428232973175175e-12,0.99998329858036,1.0
trivia_qa_validation_09051,qwq-32b,trivia_qa,free_answer,Violet,Violet,,True,True,False,10,10,10,784.9,0.06098857197779138,0.025943787455597982,0.08389746516925367,0.005696325028268183,0.08171518081635828,0.037060476826417,0.01620517806208267,0.13982881605625153,1.770950594447455,0.9999546018969965,0.95
trivia_qa_validation_01134,qwq-32b,trivia_qa,free_answer,Ambassador bridge,Ambassador Bridge,,True,True,False,10,10,10,856.2,0.04311662024759205,0.021329149546951143,0.06199862902946611,0.011528044615033399,0.12472019277675636,0.055073997743349534,0.026171163985846856,0.06401067972183228,-1.4428232973175175e-12,0.9998204720023739,0.95
trivia_qa_validation_07057,qwq-32b,trivia_qa,free_answer,Tottenham Hotspur,"So, the 1901 final was between Sheffield United (Football League) and Southampton (Southern League?). Wait, but Southampton joined the Football League in 1899, so they were in the league by",,False,False,True,6,10,10,4410.0,0.03272584866690272,0.026064670381562786,0.05741754340342459,0.013531629370321424,0.36250509416881105,0.23916425616096806,0.15710684719238466,0.09792076796293259,2.321928094878706,0.0004878555386670435,0.6
trivia_qa_validation_15086,qwq-32b,trivia_qa,free_answer,FIRETHORN,Firethorn,,True,True,False,10,10,10,349.8,0.05165014567033416,0.006188697601288152,0.05758946671301882,0.015746475701530722,0.030596215397582505,0.01592961026546207,0.010692475794573376,0.06110439449548721,-1.4428232973175175e-12,0.9999977396757211,0.95
trivia_qa_validation_06856,qwq-32b,trivia_qa,free_answer,STEVE PRESCOTT,Sean Long,,False,True,False,10,10,10,761.7,0.03946118933660749,0.01828926021051492,0.05323526527505072,0.0062587479210415645,0.08977568278496603,0.044752898317000245,0.023091118432000967,0.15425752103328705,2.1219280948801487,0.9994472215107452,0.9
trivia_qa_validation_00992,qwq-32b,trivia_qa,free_answer,Buried alive,buried alive,,True,True,False,10,10,10,482.1,0.040131595652195366,0.010388948420640993,0.049482033807057776,0.015390557735467334,0.06619936712905604,0.03094377343103648,0.013252357698044503,0.0359579473733902,-1.4428232973175175e-12,0.9999546021291481,1.0
trivia_qa_validation_08306,qwq-32b,trivia_qa,free_answer,RIHANNA,Rihanna,,True,True,False,10,10,10,679.5,0.048994680486271106,0.007835734940179766,0.056219201975401104,0.005952499421197697,0.06455003155738338,0.02335636984993881,0.007639216440582608,0.054868996143341064,-1.4428232973175175e-12,0.9996646498177254,1.0
trivia_qa_validation_15787,qwq-32b,trivia_qa,free_answer,ZACHARY TAYLOR,Zachary Taylor,,True,True,False,10,10,10,578.8,0.030368244691092096,0.008205926726029262,0.03809254559171556,0.013807028053658646,0.044517735752209554,0.02000367003900444,0.012564161656536598,0.03565569594502449,-1.4428232973175175e-12,0.9988304862148648,1.0
trivia_qa_validation_08600,qwq-32b,trivia_qa,free_answer,ADDAMS,The Addams Family,,True,True,False,10,10,10,713.5,0.04209598028955443,0.0155242263754133,0.05522146224805737,0.012032639136458688,0.06727472434738638,0.021448465219447498,0.008681406247539603,0.07985728979110718,-1.4428232973175175e-12,0.9984988155499093,1.0
trivia_qa_validation_12223,qwq-32b,trivia_qa,free_answer,12th,12th,,True,True,False,10,10,10,609.0,0.02579658701606923,0.009421364488976552,0.03504730304088196,0.019804666103057585,0.08001135983926834,0.029020702297737965,0.010548958450188184,0.04910677671432495,-1.4428232973175175e-12,0.9998204720368231,1.0
trivia_qa_validation_10288,qwq-32b,trivia_qa,free_answer,The Penguin,The Penguin,,True,True,False,10,10,10,320.2,0.04024405227528518,0.008202897324987753,0.04781973843591421,0.012682914423849015,0.03282111361231395,0.019474162658168804,0.013022952432049994,0.045635540038347244,0.8812908992278072,0.999975699765668,1.0
trivia_qa_validation_04138,qwq-32b,trivia_qa,free_answer,Harriet Tubman,Harriet Tubman,,True,True,False,10,10,10,571.5,0.03324951533914219,0.005016879229644435,0.038266394568786624,0.010870958101222935,0.06273467661931773,0.0262019939041771,0.013098225794675466,0.044899072498083115,-1.4428232973175175e-12,0.999989870013589,1.0
trivia_qa_validation_05974,qwq-32b,trivia_qa,free_answer,HONG KONG,Hong Kong Island,,False,True,False,10,10,10,522.2,0.02778948237773784,0.006349727263801894,0.033981231758443364,0.012948122989349373,0.08013167085385457,0.03665890692917334,0.01616694511813238,0.03661598265171051,0.4689955935863958,0.9999339478707326,1.0
trivia_qa_validation_09595,qwq-32b,trivia_qa,free_answer,Karl Marx and Friedrich Engels,Karl Marx and Friedrich Engels,,True,True,False,10,10,10,336.8,0.03795702426001966,0.005047368194040583,0.043004392454060236,0.01015062607063787,0.04051659662775582,0.015540613250164436,0.006377063454025755,0.03945640102028847,-1.4428232973175175e-12,0.9999962733616461,1.0
trivia_qa_validation_14968,qwq-32b,trivia_qa,free_answer,Six,6,,True,True,False,10,10,10,1191.1,0.03814748377765516,0.013597962244791534,0.050513357703567886,0.0205816950402642,0.12588458906702243,0.06312058147862634,0.03402916998616744,0.04235400632023811,0.7219280948844771,0.9998415636001643,1.0
trivia_qa_validation_07189,qwq-32b,trivia_qa,free_answer,The Red Sea,Red Sea,,True,True,False,10,10,10,629.9,0.03923907290416604,0.007749809150933035,0.04606542580020722,0.011514509859350508,0.08560601002076719,0.03117975617575989,0.009797593337657406,0.057950932532548904,-1.4428232973175175e-12,0.9999339478531752,1.0
trivia_qa_validation_17148,qwq-32b,trivia_qa,free_answer,West Ham United,West Ham United,,True,True,False,10,10,10,543.2,0.03403316798364363,0.012088603905988588,0.044308193566352884,0.011047201913722248,0.06182586912359598,0.0248744263244415,0.012575724816125566,0.042852532118558884,0.9219280948830342,0.9999038973376878,0.9
trivia_qa_validation_08616,qwq-32b,trivia_qa,free_answer,POLYSTYRENE,polystyrene,,True,True,False,10,10,10,391.3,0.03115844112683579,0.007848852058426415,0.03852352425991641,0.012102127269006143,0.0258244744004262,0.009578154645081948,0.0045908687490106345,0.04183299466967583,-1.4428232973175175e-12,0.9999417086317515,0.95
trivia_qa_validation_10437,qwq-32b,trivia_qa,free_answer,Tallahassee,Tallahassee,,True,True,False,10,10,10,514.3,0.04686084292540973,0.009030380606452055,0.0551484364950995,0.013462527282228043,0.0367738909701712,0.014450049299993429,0.005638204210568298,0.04275481030344963,-1.4428232973175175e-12,0.9999785550119699,1.0
trivia_qa_validation_01348,qwq-32b,trivia_qa,free_answer,Manchester,Manchester,,True,True,False,10,10,10,474.1,0.050979169515694034,0.010328562113455605,0.06005926346358995,0.01187623799774861,0.032257771934441994,0.010713420646107951,0.003984009003481681,0.06058046966791153,-1.4428232973175175e-12,0.9820137734269684,0.95
trivia_qa_validation_05378,qwq-32b,trivia_qa,free_answer,Malta,Cyprus,,False,True,False,10,10,10,2064.6,0.04083660169315799,0.015333504375559128,0.0546802959984027,0.022211975229247175,0.17072134458514227,0.08367908454663021,0.040283982486856204,0.09042885154485703,1.2954618442339936,0.9984988183400065,0.0
trivia_qa_validation_04789,qwq-32b,trivia_qa,free_answer,New Orleans,New Orleans,,True,True,False,10,10,10,1038.4,0.07557378336454486,0.02815558709101948,0.09852909394690765,0.007190750346301122,0.1334674915169392,0.056848287943820186,0.024638614694998083,0.054190296679735184,-1.4428232973175175e-12,0.993307131801319,0.95
trivia_qa_validation_07367,qwq-32b,trivia_qa,free_answer,NORMAN MAILER,Norman Mailer,,True,True,False,10,10,10,457.3,0.04391638503228627,0.01002616368328811,0.05225490738084617,0.0063823748306274675,0.03719799292985361,0.01427951245447463,0.004434480249307449,0.07551953941583633,-1.4428232973175175e-12,0.999860177887758,1.0
trivia_qa_validation_08505,qwq-32b,trivia_qa,free_answer,TRINITY,Trinity College,,False,True,False,10,10,10,781.7,0.042069711614715136,0.02085543759288968,0.06075289476086111,0.009588592872931423,0.10738789636836148,0.04998833727530422,0.028515867935026473,0.06574507057666779,-1.4428232973175175e-12,0.9996200155399905,0.95
trivia_qa_validation_14168,qwq-32b,trivia_qa,free_answer,DENNIS POTTER,Dennis Potter,,True,True,False,10,10,10,502.3,0.041397286423516706,0.005019985697325494,0.046202679846164094,0.005033420414353266,0.055373433306401765,0.029415022738371564,0.01774493060826049,0.04544491693377495,-1.4428232973175175e-12,0.9999546021204685,1.0
