question_id,model,dataset,gold_answer,greedy_choice,correct,in_all_clean,greedy_truncated,n_samples_clean,n_samples_with_letter,trace_length,hedging_formal,hedging_reasoning,hedging_combined,connector_density,rep_3,rep_4,rep_5,trace_divergence,answer_semantic_entropy,p_true,verbalized_confidence
medqa_test_00442,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,241.2,0.01052843222743099,0.0002881844380403458,0.010816616665471335,0.0013207749979845752,0.05420558131344418,0.02833368120458679,0.01803199589506075,0.13855044543743134,0.4689955935892812,0.9999977397894488,0.8
medqa_test_01121,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,462.4,0.019711995902000724,0.0,0.019711995902000724,0.000537051600881388,0.05798251923466111,0.029929711048701835,0.017240956347458047,0.15592558681964874,0.7219280948873623,0.0,0.8
medqa_test_00376,llama-3.1-8b-instruct,medqa,D,C,False,True,False,10,10,512.9,0.02130952698824355,0.0,0.02130952698824355,0.00021231422505307856,0.06424014895590614,0.031275220725612604,0.017887764239964764,0.14079223573207855,1.0,0.9999938562366498,0.8
medqa_test_00035,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,478.9,0.018611739686508512,0.0,0.018611739686508512,0.0,0.037917470775212805,0.01613185054324401,0.008313825342762394,0.07094243913888931,0.0,0.999903897539618,0.8
medqa_test_00332,llama-3.1-8b-instruct,medqa,D,A,False,True,False,10,10,415.2,0.015372460755557694,0.00021141649048625794,0.015583877246043954,0.002221877213189238,0.07100589622482306,0.04473764089382579,0.0310521993149502,0.0916992574930191,0.7219280948873623,0.9998911045794624,0.8
medqa_test_00400,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,462.4,0.01923169883386383,0.0,0.01923169883386383,0.0017313209913567811,0.05603741731460042,0.026570664482927265,0.014146488039982575,0.2043866068124771,1.9609640474436814,0.7764801299766468,0.8
medqa_test_01145,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,430.1,0.02012957781133183,0.0,0.02012957781133183,0.00040120401445461194,0.05222858269051585,0.024992986395644436,0.015888455831456084,0.06108055263757706,0.0,0.9978171381771193,0.9
medqa_test_00975,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,240.6,0.015839243144548952,0.0013393491296187885,0.017178592274167744,0.001956123697223518,0.03718577445894115,0.02006350357794564,0.011283671537683903,0.11195769906044006,0.0,1.0,0.9
medqa_test_00950,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,270.5,0.009796650344309765,0.0002702702702702703,0.010066920614580036,0.002357168301781119,0.07617290829755247,0.03606595240463582,0.019670739494041876,0.1141178160905838,1.1567796494470395,0.9972297615693512,1.0
medqa_test_00825,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,446.4,0.03260377049722477,0.0001838235294117647,0.032787594026636536,0.00020283975659229209,0.04969128453954276,0.018566893592229926,0.00901921403690793,0.09567296504974365,1.3567796494470397,0.9706873470051333,0.8
medqa_test_01030,llama-3.1-8b-instruct,medqa,A,E,False,False,False,8,8,411.3,0.01800190835887595,0.0,0.01800190835887595,0.0008767423208415805,0.0462826205461639,0.022781041675707416,0.011225874666708057,0.16954849660396576,1.2987949406953985,,0.8
medqa_test_00845,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,408.2,0.00687362503004061,0.0,0.00687362503004061,0.001651613118002486,0.06318935597712952,0.03582917824661088,0.020627848733285225,0.09345358610153198,0.4689955935892812,1.0,0.8
medqa_test_00802,llama-3.1-8b-instruct,medqa,E,D,False,True,False,10,10,308.5,0.04414818560960542,0.0,0.04414818560960542,0.002257848643313584,0.0863588730639463,0.050023800485449244,0.027227575968184203,0.07955276966094971,1.5709505944546687,0.7312307859408853,0.8
medqa_test_00650,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,283.9,0.022650384213160075,0.0017573897053371507,0.024407773918497223,0.0031432192014350913,0.08966954480395535,0.05407566029007873,0.03546784413512962,0.05217162147164345,0.0,0.999841186482321,0.8
medqa_test_00540,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,390.8,0.017094092500629224,0.0,0.017094092500629224,0.000520577089289276,0.07649075021296724,0.04320908983222459,0.025734297443268984,0.08904808014631271,1.0,0.970717143200592,0.8
medqa_test_00796,llama-3.1-8b-instruct,medqa,D,A,False,True,False,10,10,286.8,0.020192670465342018,0.0,0.020192670465342018,0.0027083342113134595,0.04883605426780772,0.02159675454323995,0.012118343217986782,0.11508962512016296,0.9709505944546686,0.9998207773351598,1.0
medqa_test_00715,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,367.3,0.016160063660518288,0.0,0.016160063660518288,0.002841677876886973,0.06550245367244673,0.03568659761920055,0.019166878933398322,0.12618842720985413,1.295461844238322,0.9999921114344106,0.8
medqa_test_00002,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,415.9,0.015352352438564126,0.0,0.015352352438564126,0.0001805054151624549,0.03823135612711589,0.01684651144386825,0.00861406465139133,0.12262017279863358,0.0,0.9988364409194511,0.9
medqa_test_00395,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,450.7,0.005786361553344733,0.0,0.005786361553344733,0.0010802791181707496,0.04502863411701635,0.018903268402095764,0.010283966701468028,0.09672300517559052,0.0,1.0,0.8
medqa_test_00464,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,432.3,0.014647137923482375,0.0,0.014647137923482375,0.0016862454742597912,0.06006187238289064,0.03120442087229003,0.017638745329886317,0.11004877090454102,0.0,1.0,0.8
medqa_test_00331,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,397.5,0.013368697935949686,0.0,0.013368697935949686,0.00021929824561403506,0.03833728892160835,0.0184263089322527,0.011095333124418561,0.1072554811835289,0.0,0.46864390957903973,0.9
medqa_test_00959,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,445.3,0.018991100200029316,0.0,0.018991100200029316,0.0008431986840605442,0.07942901635007737,0.040930747077985566,0.02425177141049356,0.09454634040594101,0.0,0.3209910967136712,0.8
medqa_test_00761,llama-3.1-8b-instruct,medqa,E,D,False,True,False,10,10,456.2,0.02322877241658668,0.0,0.02322877241658668,0.0006840979816067175,0.04566978845159085,0.023596107586971914,0.014389932205739187,0.13832098245620728,0.0,0.9999987927782477,0.8
medqa_test_00454,llama-3.1-8b-instruct,medqa,E,D,False,True,False,10,10,252.5,0.013563239601856746,0.0,0.013563239601856746,0.0017970811802584194,0.048958982803092375,0.025519442915503076,0.013622846048148252,0.13255222141742706,1.4854752972273344,0.9999962733616176,0.0
medqa_test_00107,llama-3.1-8b-instruct,medqa,A,E,False,True,False,10,10,364.2,0.01724227687338041,0.0,0.01724227687338041,0.004817320513158401,0.06002193725142291,0.030351713393281642,0.01717840581665726,0.11351753771305084,1.1567796494470395,0.4050135191656638,0.8
medqa_test_00920,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,449.0,0.016691645526064152,0.0,0.016691645526064152,0.0,0.07495159783870126,0.04318138328082337,0.027648219191361224,0.06946437805891037,0.0,0.0002611902490573241,0.8
medqa_test_00528,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,9,356.7,0.015593735744680254,0.0,0.015593735744680254,0.0011464890147494342,0.03853776882606328,0.018439595180905433,0.011582141914486099,0.15910829603672028,0.7642045065086203,1.0,0.8
medqa_test_01166,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,423.9,0.01572909139326739,0.0,0.01572909139326739,0.0005111200557120861,0.08684152881624982,0.04530996792570644,0.02654244499847419,0.09130989015102386,0.0,0.9999999226558608,0.8
medqa_test_00187,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,375.5,0.009305466726105842,0.0,0.009305466726105842,0.0005194805194805195,0.09692907643996794,0.06220402789664957,0.043725774968024975,0.07690786570310593,0.0,1.0,0.9
medqa_test_00823,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,352.2,0.012198986989061477,0.0,0.012198986989061477,0.002614445314353173,0.07502387715365046,0.04488312660468632,0.027112288002293296,0.12888140976428986,0.4689955935892812,0.9883441478967621,0.8
medqa_test_00997,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,421.9,0.012619691337709089,0.0007005521304029054,0.013320243468111993,0.0002403846153846154,0.029759861520307084,0.012076687129307396,0.006594010001515438,0.10106121003627777,0.0,0.9999930482961527,0.8
medqa_test_00371,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,387.2,0.011414214846264942,0.0,0.011414214846264942,0.0002336448598130841,0.048875390932817175,0.024665523780301502,0.013220555643728482,0.13460880517959595,0.4689955935892812,0.0,0.8
medqa_test_01142,llama-3.1-8b-instruct,medqa,A,B,False,True,False,10,10,362.2,0.016219142033711022,0.00025316455696202533,0.01647230659067305,0.0020228067975959045,0.04037632794445524,0.015304283993547052,0.006054684781935715,0.14340710639953613,1.8464393446710154,0.9993736659351632,0.8
medqa_test_00586,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,437.9,0.01942762084589998,0.0,0.01942762084589998,0.0014432554641286102,0.06011660557440866,0.0292629170284154,0.01636416491250222,0.13490110635757446,0.7219280948873623,1.0,0.8
medqa_test_00195,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,357.6,0.03167275141361969,0.0,0.03167275141361969,0.0033336323315090745,0.0980311902198698,0.059369990018100026,0.036372121852206965,0.09181017428636551,0.0,0.9999930377412789,0.9
medqa_test_01155,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,342.0,0.0102684688092811,0.0,0.0102684688092811,0.0002583979328165375,0.0829526365407884,0.05656823429965606,0.040754283978879,0.15001733601093292,0.8812908992306927,0.9964078463827352,0.8
medqa_test_00536,llama-3.1-8b-instruct,medqa,E,B,False,True,False,10,10,272.2,0.023389169418102054,0.0,0.023389169418102054,0.001809658777761861,0.040788344187592605,0.01604902975872079,0.0072457930184780086,0.1278277337551117,0.7219280948873623,0.7051630814481015,0.8
medqa_test_00510,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,312.3,0.0326008375949536,0.0,0.0326008375949536,0.0018939338631443017,0.04583105948347462,0.0208006376803996,0.008876706890363673,0.10717353969812393,0.0,0.9668014586119752,0.8
medqa_test_00976,llama-3.1-8b-instruct,medqa,E,C,False,True,False,10,10,399.5,0.02060296267464289,0.0,0.02060296267464289,0.0008559957331066993,0.05690863103668359,0.023861701935462366,0.01112554848339391,0.09486894309520721,0.9219280948873623,0.9999962734513848,0.8
medqa_test_01050,llama-3.1-8b-instruct,medqa,D,C,False,True,False,10,10,319.3,0.014298011803522017,0.0018015068374446996,0.016099518640966717,0.004025751388975504,0.05324423061231898,0.023050803221096972,0.00880119655489121,0.07677988708019257,0.8812908992306927,0.9999945783822232,0.8
medqa_test_00742,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,411.5,0.014160270022131674,0.0,0.014160270022131674,0.0005097678929168421,0.11222046760701661,0.06831352780277211,0.044827970904390516,0.10826216638088226,1.1567796494470395,0.9999646437521558,0.8
medqa_test_01263,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,417.9,0.019372502378044762,0.0,0.019372502378044762,0.0,0.037646269698704694,0.013097179191099751,0.005180928276688234,0.12446962296962738,0.9709505944546686,0.3486601494059247,0.0
medqa_test_00631,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,470.3,0.00758367562068967,0.0,0.00758367562068967,0.00019569471624266143,0.059624091169676506,0.03078707257058505,0.0178512739763388,0.1369989961385727,0.4689955935892812,0.9999688064059026,0.9
medqa_test_01157,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,469.5,0.008584707468528033,0.0,0.008584707468528033,0.0012956393608094465,0.05654245405834214,0.027358518919985177,0.014176544064738316,0.11358265578746796,0.0,1.0,0.8
medqa_test_00473,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,390.5,0.011737466518139634,0.0,0.011737466518139634,0.0,0.047949004504294804,0.022035934544358603,0.007753157511644959,0.0956350564956665,0.0,0.5314001197251654,0.9
medqa_test_00812,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,458.1,0.02244712593105933,0.0,0.02244712593105933,0.0003842547819603269,0.0495245680176555,0.01652999763646328,0.0075098716447522754,0.086427241563797,0.0,1.0,0.8
medqa_test_00299,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,325.4,0.007327251498858922,0.00014084507042253522,0.0074680965692814575,0.01036371891523161,0.1276354755682682,0.0770989687014305,0.04608536463421427,0.14283429086208344,0.4689955935892812,0.40714605384865593,0.8
medqa_test_00717,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,382.9,0.016562750174850045,0.0,0.016562750174850045,0.0,0.07428235692218844,0.03921320333930913,0.023336434790777072,0.12253326922655106,0.9219280948873623,0.1069037331219623,0.8
medqa_test_00850,llama-3.1-8b-instruct,medqa,C,A,False,True,False,10,10,403.1,0.01780996197736882,0.0,0.01780996197736882,0.0003205128205128205,0.052958887329375225,0.022374661455936105,0.010739226992346551,0.09509801864624023,1.295461844238322,1.0,0.8
medqa_test_00049,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,360.5,0.003004354549105981,0.00030120481927710846,0.0033055593683830897,0.0014286826221034635,0.08421910219531159,0.04524555544012201,0.024496558359930243,0.1373225897550583,0.7219280948873623,1.0,0.8
medqa_test_00793,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,305.3,0.0138265999129366,0.0,0.0138265999129366,0.0006880548829701372,0.04780397686516461,0.02609042532780641,0.016665248499773366,0.11168493330478668,0.9219280948873623,0.9873001797349451,0.8
medqa_test_00100,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,497.9,0.016413516599490197,0.0,0.016413516599490197,0.004480886506374971,0.0578823247724797,0.029747236594157123,0.016925582423521667,0.11452082544565201,1.1567796494470395,2.7535696403639304e-05,0.8
medqa_test_00662,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,399.8,0.026333215568989776,0.0,0.026333215568989776,0.0006111549714391864,0.06328932832028283,0.03347466188213631,0.016105232255235146,0.1395876258611679,0.0,1.0,0.8
medqa_test_00665,llama-3.1-8b-instruct,medqa,C,E,False,False,False,9,9,329.6,0.008365128713573648,0.0,0.008365128713573648,0.0011524907069721164,0.09140122810670485,0.05288516232100506,0.035143109145872896,0.13145621120929718,0.5032583347756457,1.0,1.0
medqa_test_01254,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,462.6,0.020241228375229774,0.0,0.020241228375229774,0.00088090925794682,0.05395183836197796,0.025531650284867435,0.012293239350745278,0.08727049082517624,0.9709505944546686,0.9993736723225821,0.9
medqa_test_01150,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,356.7,0.014826346767562148,0.0,0.014826346767562148,0.002455102483096352,0.03797207644059984,0.019801095406915947,0.010726067856154653,0.16224440932273865,0.7219280948873623,0.8943784999163302,0.8
medqa_test_00044,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,411.9,0.02795244028728257,0.0,0.02795244028728257,0.0,0.05500102883414023,0.021933252319617246,0.00867867932544627,0.11617397516965866,1.7709505944546688,1.0,0.8
medqa_test_00289,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,424.4,0.019699026119735008,0.0,0.019699026119735008,0.000423728813559322,0.07044855567861044,0.031051463883033092,0.019972771914573063,0.11384928971529007,0.9219280948873623,0.9990889495844338,0.8
medqa_test_01201,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,450.1,0.023732902510167558,0.0,0.023732902510167558,0.0,0.05978273296114707,0.028985470022538595,0.015515431487652488,0.07963374257087708,0.0,0.9999987902157133,0.8
medqa_test_00861,llama-3.1-8b-instruct,medqa,C,E,False,True,False,10,10,551.5,0.017581722621363687,0.0,0.017581722621363687,0.00031739888721910324,0.04694294927730218,0.020608320191393505,0.010354638310720522,0.12338673323392868,0.9219280948873623,0.9999833002450882,0.8
medqa_test_00898,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,401.2,0.017842805865344584,0.0,0.017842805865344584,0.0,0.04288051842948196,0.01708876631860894,0.008560672391643976,0.10190915316343307,0.0,0.9902915232499077,0.8
medqa_test_00328,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,393.5,0.017895479801663002,0.0005921224241370315,0.018487602225800037,0.0010165896681729098,0.05409685754765452,0.02809144610935571,0.014107608094276126,0.07949331402778625,0.0,0.9999962733595993,0.8
medqa_test_01071,llama-3.1-8b-instruct,medqa,A,B,False,True,False,10,10,329.6,0.015410435474728642,0.0,0.015410435474728642,0.001103316787796569,0.02613887221325494,0.011577166642741232,0.006224256350085322,0.1226080134510994,0.7219280948873623,1.0,0.8
medqa_test_01032,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,386.4,0.01576305906611816,0.0,0.01576305906611816,0.00017921146953405018,0.029131579283573118,0.014044179199548446,0.006890842115582796,0.1586115062236786,0.7219280948873623,0.9525742155170053,0.8
medqa_test_00892,llama-3.1-8b-instruct,medqa,E,A,False,True,False,10,10,415.9,0.0108837975975541,0.0010650551910984859,0.011948852788652587,0.0029447630483584717,0.05713454063362252,0.028147070992658462,0.015552858402973001,0.13457012176513672,1.0,0.9997694600782598,0.8
medqa_test_00623,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,354.4,0.003099215408964078,0.0,0.003099215408964078,0.005136315506236286,0.07604587862165435,0.034629018701469685,0.015483058519053083,0.111305832862854,0.0,0.9963852019713861,1.0
medqa_test_01173,llama-3.1-8b-instruct,medqa,A,A,True,True,False,10,10,434.5,0.007064169178893347,0.0,0.007064169178893347,0.0005890422977834143,0.06930200018312774,0.033979916259836096,0.017825687439915604,0.11618130654096603,0.0,0.9993736658791997,0.8
medqa_test_00246,llama-3.1-8b-instruct,medqa,A,B,False,True,False,10,10,336.0,0.014394978731526962,0.0003861003861003861,0.01478107911762735,0.005494812383700385,0.08117450485927383,0.04816380743884889,0.03270535121624253,0.13408850133419037,2.246439344671016,0.9922204324347054,0.8
medqa_test_00272,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,374.1,0.008316060905739355,0.0,0.008316060905739355,0.0016365585608600713,0.065223991542969,0.03316837409373543,0.019041210339807213,0.08385811746120453,0.0,0.9999962740113785,1.0
medqa_test_00581,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,569.6,0.010081277738804744,0.0,0.010081277738804744,0.003184858346235664,0.09665795408186745,0.05931293841412059,0.038386791344352744,0.08659245073795319,1.9609640474436814,1.0,0.8
medqa_test_00489,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,381.1,0.007902658832541605,0.0,0.007902658832541605,0.0016750410495030683,0.11910853212958394,0.09098257043773118,0.07256467163020602,0.11427423357963562,0.0,0.9999995549193282,0.9
medqa_test_01185,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,474.5,0.009850544046951761,0.0,0.009850544046951761,0.0010644937071586445,0.03714754718396871,0.0167779682057828,0.010657531614836513,0.08279456198215485,0.0,0.9999998362707994,0.8
medqa_test_01138,llama-3.1-8b-instruct,medqa,E,E,True,True,False,10,10,368.2,0.01604836315602875,0.0,0.01604836315602875,0.0004733317294511926,0.04178499831353226,0.021048481058494696,0.011778344413810015,0.12808601558208466,0.7219280948873623,0.9999997300454261,0.8
medqa_test_00214,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,466.4,0.019022273882606817,0.0,0.019022273882606817,0.0003995545691946956,0.05238762228263051,0.024425390414262706,0.012002365732259778,0.0798291489481926,0.4689955935892812,1.0,0.8
medqa_test_00848,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,401.3,0.01324654651698363,0.0,0.01324654651698363,0.0,0.05264277090309459,0.025190292674021498,0.013626323413665908,0.10037384182214737,0.0,0.4073334000459302,0.8
medqa_test_00455,llama-3.1-8b-instruct,medqa,D,A,False,True,False,10,10,364.8,0.010062286446939406,0.0,0.010062286446939406,0.0020205562645567356,0.08354792180011536,0.0394210321343917,0.020689819696051836,0.14410799741744995,0.0,1.0,0.8
medqa_test_00835,llama-3.1-8b-instruct,medqa,C,B,False,True,False,10,9,489.2,0.01583168352522307,0.0,0.01583168352522307,0.001148803503344581,0.059425728836836667,0.028993782857499917,0.016546510953258618,0.12470594048500061,0.9910760598382222,0.0,0.8
medqa_test_00078,llama-3.1-8b-instruct,medqa,D,D,True,False,True,10,10,451.6,0.01635228783676632,0.00021881838074398248,0.0165711062175103,0.00046476309468672925,0.06897264369877178,0.03786888773754277,0.0215729353838681,0.12515756487846375,1.4854752972273344,1.0,0.9
medqa_test_00860,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,405.8,0.020499234035695955,0.0,0.020499234035695955,0.0012928065651685108,0.040238179954786256,0.022499034888017234,0.013463008304337743,0.13714128732681274,0.9709505944546686,1.0,0.8
medqa_test_00022,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,454.0,0.012171567655067208,0.0,0.012171567655067208,0.0013094446924265873,0.06880691510631018,0.036704568273918416,0.018607021153336557,0.10293225944042206,0.0,0.9283524950568094,0.9
medqa_test_00603,llama-3.1-8b-instruct,medqa,B,B,True,True,False,10,10,429.7,0.025073307321108657,0.0,0.025073307321108657,0.0011426509351330542,0.0437408435559641,0.02065632992346017,0.01226279459924029,0.11126115918159485,0.4689955935892812,0.9998601783217704,0.8
medqa_test_00356,llama-3.1-8b-instruct,medqa,A,D,False,True,False,10,10,354.4,0.007418665138728508,0.0,0.007418665138728508,0.0002136752136752137,0.09433421180793208,0.054012833620893805,0.03313031983667848,0.11632954329252243,0.4689955935892812,1.0,0.8
medqa_test_01236,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,532.8,0.010315411225965382,0.0,0.010315411225965382,0.0,0.06293788179798857,0.029226720348879697,0.013811106192421685,0.10254081338644028,0.0,0.998830652793003,0.8
medqa_test_00185,llama-3.1-8b-instruct,medqa,D,D,True,True,False,10,10,361.9,0.030118049838578555,0.0,0.030118049838578555,0.002186908460948209,0.039594061986226545,0.019765390875160403,0.011696193470887484,0.09447430819272995,0.0,0.9999987905422065,0.8
medqa_test_01193,llama-3.1-8b-instruct,medqa,D,B,False,True,False,10,10,423.9,0.01060692192088936,0.0,0.01060692192088936,0.002668565954920386,0.06058635552509996,0.027486323708901517,0.01364082967955712,0.08808063715696335,0.7219280948873623,0.020332355123551627,0.8
medqa_test_00711,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,440.5,0.010542152823459373,0.0,0.010542152823459373,0.0018627571082204708,0.04668116245688436,0.022681752143027034,0.013753895720504594,0.08876430988311768,0.4689955935892812,0.9975273772109037,0.9
medqa_test_00263,llama-3.1-8b-instruct,medqa,C,C,True,True,False,10,10,437.0,0.010615228814430843,0.0,0.010615228814430843,0.0006605898685106606,0.0617450911664796,0.03124542830133218,0.017335370251260872,0.06577600538730621,0.4689955935892812,0.9999997897584719,0.8
