dataset,model,question_id,y_true,p_pred,fold
medqa,qwen3-4b,medqa_test_01157,1,0.864647,4
medqa,qwen3-4b,medqa_test_00473,1,0.819306,1
medqa,qwen3-4b,medqa_test_00812,1,0.81151,4
medqa,qwen3-4b,medqa_test_00299,1,0.918872,1
medqa,qwen3-4b,medqa_test_00717,1,0.825073,1
medqa,qwen3-4b,medqa_test_00850,0,0.788651,3
medqa,qwen3-4b,medqa_test_00049,1,0.888825,5
medqa,qwen3-4b,medqa_test_00100,1,0.688501,4
medqa,qwen3-4b,medqa_test_00662,1,0.657212,4
medqa,qwen3-4b,medqa_test_01254,1,0.838257,1
medqa,qwen3-4b,medqa_test_01150,0,0.665429,3
medqa,qwen3-4b,medqa_test_00044,0,0.33148,5
medqa,qwen3-4b,medqa_test_00861,0,0.794349,2
medqa,qwen3-4b,medqa_test_00898,1,0.824602,2
medqa,qwen3-4b,medqa_test_00328,1,0.5725,1
medqa,qwen3-4b,medqa_test_01071,1,0.851046,5
medqa,qwen3-4b,medqa_test_01032,1,0.860214,1
medqa,qwen3-4b,medqa_test_00892,1,0.766604,1
medqa,qwen3-4b,medqa_test_00623,1,0.927679,2
medqa,qwen3-4b,medqa_test_01173,1,0.912855,5
medqa,qwen3-4b,medqa_test_00272,1,0.859475,4
medqa,qwen3-4b,medqa_test_00489,1,0.910314,3
medqa,qwen3-4b,medqa_test_01185,1,0.842577,2
medqa,qwen3-4b,medqa_test_00848,1,0.840945,1
medqa,qwen3-4b,medqa_test_00835,1,0.859087,3
medqa,qwen3-4b,medqa_test_00860,1,0.768499,3
medqa,qwen3-4b,medqa_test_00603,1,0.871544,3
medqa,qwen3-4b,medqa_test_00356,1,0.787196,2
medqa,qwen3-4b,medqa_test_00185,0,0.692826,3
medqa,qwen3-4b,medqa_test_01193,0,0.821768,1
medqa,qwen3-4b,medqa_test_00711,1,0.893365,5
medqa,qwen3-4b,medqa_test_00263,1,0.652771,5
medqa,qwen3-4b,medqa_test_00667,1,0.922815,3
medqa,qwen3-4b,medqa_test_01187,1,0.859865,2
medqa,qwen3-4b,medqa_test_00231,1,0.736725,1
medqa,qwen3-4b,medqa_test_00177,0,0.880262,3
medqa,qwen3-4b,medqa_test_00296,1,0.855168,3
medqa,qwen3-4b,medqa_test_00482,1,0.855177,1
medqa,qwen3-4b,medqa_test_00857,1,0.875219,4
medqa,qwen3-4b,medqa_test_01251,1,0.879744,4
medqa,qwen3-4b,medqa_test_00021,1,0.712408,3
medqa,qwen3-4b,medqa_test_00056,1,0.42717,1
medqa,qwen3-4b,medqa_test_00485,0,0.886484,3
medqa,qwen3-4b,medqa_test_00887,0,0.541689,1
medqa,qwen3-4b,medqa_test_00090,1,0.8795,5
medqa,qwen3-4b,medqa_test_01026,0,0.6915,2
medqa,qwen3-4b,medqa_test_00055,1,0.856858,3
medqa,qwen3-4b,medqa_test_00658,1,0.901814,1
medqa,qwen3-4b,medqa_test_00706,0,0.175882,3
medqa,qwen3-4b,medqa_test_00545,1,0.855035,1
medqa,qwen3-4b,medqa_test_00878,1,0.802081,4
medqa,qwen3-4b,medqa_test_00192,1,0.928614,3
medqa,qwen3-4b,medqa_test_00738,1,0.929503,2
medqa,qwen3-4b,medqa_test_00531,0,0.893243,2
medqa,qwen3-4b,medqa_test_00568,1,0.90907,4
medqa,qwen3-4b,medqa_test_00286,1,0.881808,3
medqa,qwen3-4b,medqa_test_00785,0,0.651958,1
medqa,qwen3-4b,medqa_test_00067,1,0.870968,5
medqa,qwen3-4b,medqa_test_00571,1,0.70925,4
medqa,qwen3-4b,medqa_test_00212,0,0.891361,1
medqa,qwen3-4b,medqa_test_00220,1,0.88349,5
medqa,qwen3-4b,medqa_test_01132,0,0.543977,2
medqa,qwen3-4b,medqa_test_00492,1,0.833404,5
medqa,qwen3-4b,medqa_test_00420,1,0.615718,1
medqa,qwen3-4b,medqa_test_00978,1,0.891024,1
medqa,qwen3-4b,medqa_test_00699,1,0.860486,5
medqa,qwen3-4b,medqa_test_00730,1,0.614865,2
medqa,qwen3-4b,medqa_test_00969,1,0.822835,2
medqa,qwen3-4b,medqa_test_00032,0,0.665767,4
medqa,qwen3-4b,medqa_test_00876,1,0.83417,3
medqa,qwen3-4b,medqa_test_00126,1,0.875013,5
medqa,qwen3-4b,medqa_test_00179,1,0.836355,2
medqa,qwen3-4b,medqa_test_00367,0,0.809668,2
medqa,qwen3-4b,medqa_test_00121,1,0.868874,1
medqa,qwen3-4b,medqa_test_00011,1,0.850514,4
medqa,qwen3-4b,medqa_test_00829,0,0.794774,1
medqa,qwen3-4b,medqa_test_01068,1,0.727202,4
medqa,qwen3-4b,medqa_test_01203,1,0.666321,3
medqa,qwen3-4b,medqa_test_00820,1,0.905715,1
medqa,qwen3-4b,medqa_test_01180,1,0.663008,3
medqa,qwen3-4b,medqa_test_00901,1,0.718237,1
medqa,qwen3-4b,medqa_test_01163,0,0.728764,3
medqa,qwen3-4b,medqa_test_00426,1,0.285728,2
medqa,qwen3-4b,medqa_test_01044,1,0.878199,4
medqa,qwen3-4b,medqa_test_01212,1,0.777336,1
medqa,qwen3-4b,medqa_test_00875,1,0.788634,3
medqa,qwen3-4b,medqa_test_00125,1,0.658284,2
medqa,qwen3-4b,medqa_test_00269,1,0.85825,1
medqa,qwen3-4b,medqa_test_00148,1,0.883961,5
medqa,qwen3-4b,medqa_test_00462,1,0.835305,4
medqa,qwen3-4b,medqa_test_00960,0,0.667654,4
medqa,qwen3-4b,medqa_test_00314,1,0.614257,1
medqa,qwen3-4b,medqa_test_00087,1,0.81817,3
medqa,qwen3-4b,medqa_test_00726,1,0.827038,2
medqa,qwen3-4b,medqa_test_00017,1,0.917767,2
medqa,qwen3-4b,medqa_test_00034,0,0.640375,4
medqa,qwen3-4b,medqa_test_01041,1,0.448977,1
medqa,qwen3-4b,medqa_test_01006,1,0.855608,5
medqa,qwen3-4b,medqa_test_00153,1,0.860634,1
medqa,qwen3-4b,medqa_test_00298,1,0.829408,3
medqa,qwen3-4b,medqa_test_00893,1,0.798101,1
medqa,qwen3-4b,medqa_test_00294,1,0.926698,5
medqa,qwen3-4b,medqa_test_00599,1,0.880484,3
medqa,qwen3-4b,medqa_test_01014,1,0.420203,3
medqa,qwen3-4b,medqa_test_00587,0,0.781282,3
medqa,qwen3-4b,medqa_test_00677,0,0.664041,5
medqa,qwen3-4b,medqa_test_01037,0,0.483169,4
medqa,qwen3-4b,medqa_test_00834,1,0.836057,3
medqa,qwen3-4b,medqa_test_00837,1,0.86565,1
medqa,qwen3-4b,medqa_test_01029,1,0.805893,2
medqa,qwen3-4b,medqa_test_00259,1,0.889891,5
medqa,qwen3-4b,medqa_test_00954,1,0.83485,2
medqa,qwen3-4b,medqa_test_00728,1,0.745253,1
medqa,qwen3-4b,medqa_test_00057,1,0.487696,4
medqa,qwen3-4b,medqa_test_00580,1,0.812587,4
medqa,qwen3-4b,medqa_test_01195,1,0.78359,5
medqa,qwen3-4b,medqa_test_00605,0,0.643935,5
medqa,qwen3-4b,medqa_test_00889,1,0.82476,5
medqa,qwen3-4b,medqa_test_00768,0,0.723865,5
medqa,qwen3-4b,medqa_test_00858,1,0.706458,3
medqa,qwen3-4b,medqa_test_01118,1,0.653507,4
medqa,qwen3-4b,medqa_test_00434,1,0.921524,4
medqa,qwen3-4b,medqa_test_00562,1,0.901098,1
medqa,qwen3-4b,medqa_test_00261,1,0.905022,2
medqa,qwen3-4b,medqa_test_00410,1,0.899028,1
medqa,qwen3-4b,medqa_test_00880,0,0.849264,2
medqa,qwen3-4b,medqa_test_00458,1,0.873745,1
medqa,qwen3-4b,medqa_test_00275,1,0.86783,3
medqa,qwen3-4b,medqa_test_00575,1,0.896411,1
medqa,qwen3-4b,medqa_test_00112,0,0.896662,4
medqa,qwen3-4b,medqa_test_00073,1,0.830214,3
medqa,qwen3-4b,medqa_test_00383,1,0.734455,5
medqa,qwen3-4b,medqa_test_00668,1,0.862043,5
medqa,qwen3-4b,medqa_test_00068,1,0.879785,5
medqa,qwen3-4b,medqa_test_00396,1,0.886512,4
medqa,qwen3-4b,medqa_test_01013,1,0.919361,3
medqa,qwen3-4b,medqa_test_00361,1,0.857073,2
medqa,qwen3-4b,medqa_test_00461,1,0.722118,4
medqa,qwen3-4b,medqa_test_00160,1,0.682082,2
medqa,qwen3-4b,medqa_test_00423,0,0.532231,5
medqa,qwen3-4b,medqa_test_01069,1,0.701627,5
medqa,qwen3-4b,medqa_test_00280,1,0.914945,1
medqa,qwen3-4b,medqa_test_00491,1,0.829831,4
medqa,qwen3-4b,medqa_test_00048,1,0.752539,2
medqa,qwen3-4b,medqa_test_01172,0,0.774982,4
medqa,qwen3-4b,medqa_test_00852,1,0.417372,3
medqa,qwen3-4b,medqa_test_00847,1,0.907063,5
medqa,qwen3-4b,medqa_test_00745,0,0.660325,4
medqa,qwen3-4b,medqa_test_00779,1,0.789057,2
medqa,qwen3-4b,medqa_test_00386,0,0.632727,4
medqa,qwen3-4b,medqa_test_01226,1,0.757896,2
medqa,qwen3-4b,medqa_test_00640,1,0.820746,4
medqa,qwen3-4b,medqa_test_00018,1,0.883184,2
medqa,qwen3-4b,medqa_test_01016,1,0.900714,4
medqa,qwen3-4b,medqa_test_00607,1,0.887689,2
medqa,qwen3-4b,medqa_test_00210,1,0.900547,5
medqa,qwen3-4b,medqa_test_00168,1,0.90065,4
medqa,qwen3-4b,medqa_test_01207,1,0.73583,4
medqa,qwen3-4b,medqa_test_01211,0,0.840385,4
medqa,qwen3-4b,medqa_test_00164,1,0.860493,5
medqa,qwen3-4b,medqa_test_00170,1,0.626007,4
medqa,qwen3-4b,medqa_test_00808,1,0.834343,2
medqa,qwen3-4b,medqa_test_00474,1,0.852389,2
medqa,qwen3-4b,medqa_test_00712,1,0.552825,3
medqa,qwen3-4b,medqa_test_00936,0,0.713084,2
medqa,qwen3-4b,medqa_test_00092,1,0.857679,4
medqa,qwen3-4b,medqa_test_01219,1,0.847727,5
medqa,qwen3-4b,medqa_test_00787,1,0.809253,1
medqa,qwen3-4b,medqa_test_00655,1,0.365255,2
medqa,qwen3-4b,medqa_test_01208,1,0.791264,4
medqa,qwen3-4b,medqa_test_00089,1,0.470165,1
medqa,qwen3-4b,medqa_test_00651,0,0.505918,2
medqa,qwen3-4b,medqa_test_01248,1,0.83109,3
medqa,qwen3-4b,medqa_test_00010,1,0.651471,5
medqa,qwen3-4b,medqa_test_00949,1,0.89569,4
medqa,qwen3-4b,medqa_test_00046,1,0.903224,4
medqa,qwen3-4b,medqa_test_00883,1,0.90409,5
medqa,qwen3-4b,medqa_test_00221,0,0.726167,2
medqa,qwen3-4b,medqa_test_00962,0,0.357876,3
medqa,qwen3-4b,medqa_test_01223,0,0.75646,2
medqa,qwen3-4b,medqa_test_00923,1,0.906911,5
medqa,qwen3-4b,medqa_test_01036,1,0.591124,4
medqa,qwen3-4b,medqa_test_01064,1,0.895207,1
medqa,qwen3-4b,medqa_test_00256,0,0.665252,5
medqa,qwen3-4b,medqa_test_01213,0,0.634643,1
medqa,qwen3-4b,medqa_test_00763,1,0.85768,5
medqa,qwen3-4b,medqa_test_00239,0,0.822851,3
medqa,qwen3-4b,medqa_test_00606,1,0.835226,5
medqa,qwen3-4b,medqa_test_00459,1,0.904321,3
medqa,qwen3-4b,medqa_test_00157,1,0.879349,1
medqa,qwen3-4b,medqa_test_00084,1,0.840694,4
medqa,qwen3-4b,medqa_test_00612,1,0.772482,4
medqa,qwen3-4b,medqa_test_00072,1,0.85683,5
medqa,qwen3-4b,medqa_test_00724,0,0.816252,5
medqa,qwen3-4b,medqa_test_00374,1,0.936034,3
medqa,qwen3-4b,medqa_test_00363,1,0.788299,5
medqa,qwen3-4b,medqa_test_01095,0,0.452127,3
medqa,qwen3-4b,medqa_test_01168,1,0.88728,2
medqa,qwen3-4b,medqa_test_00101,1,0.892998,2
medqa,qwen3-4b,medqa_test_00348,0,0.710868,5
medqa,qwen3-4b,medqa_test_00346,0,0.585727,1
medqa,qwen3-4b,medqa_test_00119,1,0.823671,3
medqa,qwen3-4b,medqa_test_00870,1,0.814123,3
medqa,qwen3-4b,medqa_test_00749,0,0.798958,4
medqa,qwen3-4b,medqa_test_00147,1,0.819889,4
medqa,qwen3-4b,medqa_test_00439,1,0.856787,2
medqa,qwen3-4b,medqa_test_00016,1,0.88709,1
medqa,qwen3-4b,medqa_test_00402,1,0.825854,2
medqa,qwen3-4b,medqa_test_00304,1,0.910957,3
medqa,qwen3-4b,medqa_test_00614,1,0.729595,2
medqa,qwen3-4b,medqa_test_00772,1,0.863278,3
medqa,qwen3-4b,medqa_test_00894,1,0.773126,4
medqa,qwen3-4b,medqa_test_00282,1,0.842773,1
medqa,qwen3-4b,medqa_test_00512,0,0.758552,5
medqa,qwen3-4b,medqa_test_00989,0,0.571194,1
medqa,qwen3-4b,medqa_test_00080,1,0.765565,3
medqa,qwen3-4b,medqa_test_01174,1,0.746972,1
medqa,qwen3-4b,medqa_test_00628,1,0.781408,1
medqa,qwen3-4b,medqa_test_00494,1,0.850973,3
medqa,qwen3-4b,medqa_test_00320,0,0.852692,4
medqa,qwen3-4b,medqa_test_00921,0,0.86359,3
medqa,qwen3-4b,medqa_test_00050,1,0.828936,1
medqa,qwen3-4b,medqa_test_00504,1,0.848638,3
medqa,qwen3-4b,medqa_test_01042,0,0.212329,1
medqa,qwen3-4b,medqa_test_01110,1,0.125915,4
medqa,qwen3-4b,medqa_test_01175,1,0.826633,5
medqa,qwen3-4b,medqa_test_00632,1,0.81453,5
medqa,qwen3-4b,medqa_test_00839,1,0.87074,3
medqa,qwen3-4b,medqa_test_01056,1,0.838794,5
medqa,qwen3-4b,medqa_test_00502,1,0.860364,3
medqa,qwen3-4b,medqa_test_00794,1,0.773563,1
medqa,qwen3-4b,medqa_test_00310,0,0.915675,1
medqa,qwen3-4b,medqa_test_00213,1,0.763025,2
medqa,qwen3-4b,medqa_test_00060,1,0.849919,5
medqa,qwen3-4b,medqa_test_00479,1,0.881866,1
medqa,qwen3-4b,medqa_test_00155,0,0.703225,1
medqa,qwen3-4b,medqa_test_00910,0,0.209945,3
medqa,qwen3-4b,medqa_test_00076,1,0.830799,1
medqa,qwen3-4b,medqa_test_01210,1,0.312036,3
medqa,qwen3-4b,medqa_test_00906,0,0.640338,1
medqa,qwen3-4b,medqa_test_00322,1,0.680097,4
medqa,qwen3-4b,medqa_test_00295,1,0.884503,3
medqa,qwen3-4b,medqa_test_00037,0,0.781922,1
medqa,qwen3-4b,medqa_test_00205,1,0.833352,1
medqa,qwen3-4b,medqa_test_01002,1,0.573532,2
medqa,qwen3-4b,medqa_test_00998,1,0.829595,1
medqa,qwen3-4b,medqa_test_00595,1,0.912912,2
medqa,qwen3-4b,medqa_test_01120,1,0.890635,5
medqa,qwen3-4b,medqa_test_01001,1,0.879447,4
medqa,qwen3-4b,medqa_test_00643,0,0.755317,3
medqa,qwen3-4b,medqa_test_01081,1,0.520632,3
medqa,qwen3-4b,medqa_test_00926,1,0.810415,1
medqa,qwen3-4b,medqa_test_00385,0,0.452922,5
medqa,qwen3-4b,medqa_test_01244,0,0.786942,5
medqa,qwen3-4b,medqa_test_00944,0,0.831597,4
medqa,qwen3-4b,medqa_test_00149,0,0.60214,1
medqa,qwen3-4b,medqa_test_01151,1,0.822841,1
medqa,qwen3-4b,medqa_test_00140,1,0.913719,3
medqa,qwen3-4b,medqa_test_01154,1,0.925679,4
medqa,qwen3-4b,medqa_test_00828,1,0.854752,1
medqa,qwen3-4b,medqa_test_00851,1,0.449026,5
medqa,qwen3-4b,medqa_test_00007,1,0.857497,4
medqa,qwen3-4b,medqa_test_00953,0,0.912054,1
medqa,qwen3-4b,medqa_test_00184,0,0.82726,2
medqa,qwen3-4b,medqa_test_00116,1,0.879793,1
medqa,qwen3-4b,medqa_test_00684,1,0.804188,2
medqa,qwen3-4b,medqa_test_00099,1,0.754198,4
medqa,qwen3-4b,medqa_test_01079,1,0.863771,5
medqa,qwen3-4b,medqa_test_00884,1,0.913256,1
medqa,qwen3-4b,medqa_test_00617,1,0.846258,4
medqa,qwen3-4b,medqa_test_00524,0,0.293976,3
medqa,qwen3-4b,medqa_test_00557,1,0.860254,3
medqa,qwen3-4b,medqa_test_01096,1,0.823982,1
medqa,qwen3-4b,medqa_test_00547,1,0.730284,5
medqa,qwen3-4b,medqa_test_00895,1,0.88627,2
medqa,qwen3-4b,medqa_test_00818,1,0.921203,3
medqa,qwen3-4b,medqa_test_00390,1,0.751886,1
medqa,qwen3-4b,medqa_test_00515,0,0.540868,1
medqa,qwen3-4b,medqa_test_00380,0,0.638595,5
medqa,qwen3-4b,medqa_test_00534,1,0.787296,1
medqa,qwen3-4b,medqa_test_00937,1,0.698966,2
medqa,qwen3-4b,medqa_test_00098,0,0.382744,3
medqa,qwen3-4b,medqa_test_00369,0,0.872526,5
medqa,qwen3-4b,medqa_test_01260,0,0.467112,4
medqa,qwen3-4b,medqa_test_01268,1,0.885688,1
medqa,qwen3-4b,medqa_test_00588,1,0.774603,3
medqa,qwen3-4b,medqa_test_00657,0,0.718064,5
medqa,qwen3-4b,medqa_test_01125,1,0.776935,1
medqa,qwen3-4b,medqa_test_00782,1,0.895775,2
medqa,qwen3-4b,medqa_test_00647,0,0.754375,3
medqa,qwen3-4b,medqa_test_00176,1,0.908977,3
medqa,qwen3-4b,medqa_test_00805,1,0.54447,5
medqa,qwen3-4b,medqa_test_00653,1,0.836961,2
medqa,qwen3-4b,medqa_test_00188,0,0.735015,1
medqa,qwen3-4b,medqa_test_00797,1,0.903124,4
medqa,qwen3-4b,medqa_test_00522,1,0.82707,5
medqa,qwen3-4b,medqa_test_00354,1,0.883944,2
medqa,qwen3-4b,medqa_test_00207,1,0.865507,4
medqa,qwen3-4b,medqa_test_00113,1,0.872091,1
medqa,qwen3-4b,medqa_test_00700,1,0.889944,4
medqa,qwen3-4b,medqa_test_00927,1,0.79932,2
medqa,qwen3-4b,medqa_test_00965,1,0.903168,3
medqa,qwen3-4b,medqa_test_00744,1,0.886733,5
medqa,qwen3-4b,medqa_test_00513,1,0.673154,2
medqa,qwen3-4b,medqa_test_01007,1,0.708679,2
medqa,qwen3-4b,medqa_test_00243,1,0.368343,3
medqa,qwen3-4b,medqa_test_00786,1,0.84757,3
medqa,qwen3-4b,medqa_test_00977,1,0.837624,4
medqa,qwen3-4b,medqa_test_00984,0,0.690829,2
medqa,qwen3-4b,medqa_test_00483,0,0.680898,3
medqa,qwen3-4b,medqa_test_00697,1,0.837475,5
medqa,qwen3-4b,medqa_test_00905,0,0.414637,4
medqa,qwen3-4b,medqa_test_00368,1,0.787987,1
medqa,qwen3-4b,medqa_test_00537,1,0.731492,5
medqa,qwen3-4b,medqa_test_00097,1,0.82863,1
medqa,qwen3-4b,medqa_test_00750,1,0.897691,4
medqa,qwen3-4b,medqa_test_00803,0,0.52372,1
medqa,qwen3-4b,medqa_test_00613,1,0.80338,5
medqa,qwen3-4b,medqa_test_01189,1,0.928237,2
medqa,qwen3-4b,medqa_test_00143,1,0.84563,4
medqa,qwen3-4b,medqa_test_00174,1,0.826306,4
medqa,qwen3-4b,medqa_test_00132,1,0.818672,4
medqa,qwen3-4b,medqa_test_00809,1,0.841408,5
medqa,qwen3-4b,medqa_test_00840,1,0.93897,3
medqa,qwen3-4b,medqa_test_01218,1,0.724732,3
medqa,qwen3-4b,medqa_test_00843,0,0.840904,5
medqa,qwen3-4b,medqa_test_01222,0,0.879483,2
medqa,qwen3-4b,medqa_test_01270,0,0.771501,3
medqa,qwen3-4b,medqa_test_01088,1,0.674371,4
medqa,qwen3-4b,medqa_test_00172,1,0.760723,5
medqa,qwen3-4b,medqa_test_01197,1,0.720703,3
medqa,qwen3-4b,medqa_test_00342,1,0.856359,1
medqa,qwen3-4b,medqa_test_00816,0,0.858877,1
medqa,qwen3-4b,medqa_test_00938,0,0.528912,2
medqa,qwen3-4b,medqa_test_00237,0,0.479793,1
medqa,qwen3-4b,medqa_test_00544,1,0.893811,2
medqa,qwen3-4b,medqa_test_00672,1,0.844667,3
medqa,qwen3-4b,medqa_test_01089,1,0.695948,5
medqa,qwen3-4b,medqa_test_00804,1,0.674026,1
medqa,qwen3-4b,medqa_test_00251,1,0.800518,1
medqa,qwen3-4b,medqa_test_00274,1,0.85698,3
medqa,qwen3-4b,medqa_test_00604,1,0.892926,5
medqa,qwen3-4b,medqa_test_00495,0,0.496388,2
medqa,qwen3-4b,medqa_test_00678,1,0.406381,3
medqa,qwen3-4b,medqa_test_00470,1,0.871855,4
medqa,qwen3-4b,medqa_test_00370,1,0.843927,3
medqa,qwen3-4b,medqa_test_00108,1,0.875671,2
medqa,qwen3-4b,medqa_test_01200,1,0.790918,3
medqa,qwen3-4b,medqa_test_00622,1,0.611347,5
medqa,qwen3-4b,medqa_test_00012,1,0.834123,1
medqa,qwen3-4b,medqa_test_00349,1,0.888288,4
medqa,qwen3-4b,medqa_test_00379,1,0.858287,3
medqa,qwen3-4b,medqa_test_00618,1,0.883543,2
medqa,qwen3-4b,medqa_test_00355,0,0.652487,5
medqa,qwen3-4b,medqa_test_00862,0,0.744933,2
medqa,qwen3-4b,medqa_test_00123,1,0.678669,4
medqa,qwen3-4b,medqa_test_01045,0,0.734392,5
medqa,qwen3-4b,medqa_test_00248,1,0.871813,2
medqa,qwen3-4b,medqa_test_00874,0,0.818214,3
medqa,qwen3-4b,medqa_test_00406,1,0.733226,5
medqa,qwen3-4b,medqa_test_00384,1,0.767791,2
medqa,qwen3-4b,medqa_test_00319,1,0.83997,4
medqa,qwen3-4b,medqa_test_00026,1,0.808004,4
medqa,qwen3-4b,medqa_test_01240,1,0.797341,2
medqa,qwen3-4b,medqa_test_00167,1,0.836918,4
medqa,qwen3-4b,medqa_test_00934,0,0.773798,3
medqa,qwen3-4b,medqa_test_00171,0,0.571745,1
medqa,qwen3-4b,medqa_test_00377,0,0.79317,1
medqa,qwen3-4b,medqa_test_01111,1,0.932762,1
medqa,qwen3-4b,medqa_test_00879,0,0.533188,4
medqa,qwen3-4b,medqa_test_01057,1,0.778122,2
medqa,qwen3-4b,medqa_test_00117,0,0.881713,4
medqa,qwen3-4b,medqa_test_00716,0,0.851269,3
medqa,qwen3-4b,medqa_test_00633,0,0.809301,4
medqa,qwen3-4b,medqa_test_00909,0,0.092278,1
medqa,qwen3-4b,medqa_test_00842,1,0.850927,3
medqa,qwen3-4b,medqa_test_00654,1,0.745902,3
medqa,qwen3-4b,medqa_test_00041,1,0.868387,1
medqa,qwen3-4b,medqa_test_00942,1,0.872473,5
medqa,qwen3-4b,medqa_test_01123,1,0.778423,3
medqa,qwen3-4b,medqa_test_01101,1,0.880153,4
medqa,qwen3-4b,medqa_test_01196,1,0.877679,2
medqa,qwen3-4b,medqa_test_00019,0,0.6768,2
medqa,qwen3-4b,medqa_test_00258,1,0.828656,2
medqa,qwen3-4b,medqa_test_00431,0,0.720961,3
medqa,qwen3-4b,medqa_test_00986,0,0.739497,1
medqa,qwen3-4b,medqa_test_00345,1,0.831733,2
medqa,qwen3-4b,medqa_test_00748,1,0.828275,3
medqa,qwen3-4b,medqa_test_00465,0,0.574672,4
medqa,qwen3-4b,medqa_test_00335,1,0.551649,3
medqa,qwen3-4b,medqa_test_00739,0,0.695308,2
medqa,qwen3-4b,medqa_test_00266,0,0.474892,4
medqa,qwen3-4b,medqa_test_00811,1,0.843659,4
medqa,qwen3-4b,medqa_test_01076,0,0.806774,4
medqa,qwen3-4b,medqa_test_00085,0,0.365914,3
medqa,qwen3-4b,medqa_test_00403,0,0.717836,4
medqa,qwen3-4b,medqa_test_00027,1,0.864519,4
medqa,qwen3-4b,medqa_test_01148,1,0.902761,4
medqa,qwen3-4b,medqa_test_01122,1,0.773641,4
medqa,qwen3-4b,medqa_test_00478,1,0.514164,5
medqa,qwen3-4b,medqa_test_00169,1,0.868546,5
medqa,qwen3-4b,medqa_test_00414,1,0.797278,2
medqa,qwen3-4b,medqa_test_00029,0,0.878092,3
medqa,qwen3-4b,medqa_test_01073,0,0.859188,5
medqa,qwen3-4b,medqa_test_00773,1,0.215071,4
medqa,qwen3-4b,medqa_test_00279,1,0.776614,2
medqa,qwen3-4b,medqa_test_00499,1,0.817091,5
medqa,qwen3-4b,medqa_test_00225,1,0.912124,2
medqa,qwen3-4b,medqa_test_00559,1,0.900345,2
medqa,qwen3-4b,medqa_test_00770,1,0.883374,5
medqa,qwen3-4b,medqa_test_00399,1,0.755136,4
medqa,qwen3-4b,medqa_test_00305,1,0.826943,4
medqa,qwen3-4b,medqa_test_00360,1,0.87252,5
medqa,qwen3-4b,medqa_test_01141,1,0.864205,5
medqa,qwen3-4b,medqa_test_01054,1,0.768709,4
