dataset,model,question_id,y_true,p_pred,fold
medqa,qwen3-4b,medqa_test_00834,1,0.894019,3
medqa,qwen3-4b,medqa_test_00837,1,0.890473,1
medqa,qwen3-4b,medqa_test_01029,1,0.815735,2
medqa,qwen3-4b,medqa_test_00259,1,0.93538,5
medqa,qwen3-4b,medqa_test_00954,1,0.867998,2
medqa,qwen3-4b,medqa_test_00728,1,0.896434,1
medqa,qwen3-4b,medqa_test_00057,1,0.475771,4
medqa,qwen3-4b,medqa_test_00580,1,0.844965,4
medqa,qwen3-4b,medqa_test_01195,1,0.857199,5
medqa,qwen3-4b,medqa_test_00605,0,0.660065,5
medqa,qwen3-4b,medqa_test_00889,1,0.76831,5
medqa,qwen3-4b,medqa_test_00768,0,0.778649,5
medqa,qwen3-4b,medqa_test_00858,1,0.237275,3
medqa,qwen3-4b,medqa_test_01118,1,0.888949,4
medqa,qwen3-4b,medqa_test_00434,1,0.957368,4
medqa,qwen3-4b,medqa_test_00562,1,0.945418,1
medqa,qwen3-4b,medqa_test_00261,1,0.912254,2
medqa,qwen3-4b,medqa_test_00410,1,0.93605,1
medqa,qwen3-4b,medqa_test_00880,0,0.857837,2
medqa,qwen3-4b,medqa_test_00458,1,0.90564,1
medqa,qwen3-4b,medqa_test_00275,1,0.904041,3
medqa,qwen3-4b,medqa_test_00575,1,0.773453,1
medqa,qwen3-4b,medqa_test_00112,0,0.890734,4
medqa,qwen3-4b,medqa_test_00073,1,0.689986,3
medqa,qwen3-4b,medqa_test_00383,1,0.85155,5
medqa,qwen3-4b,medqa_test_00668,1,0.810679,5
medqa,qwen3-4b,medqa_test_00068,1,0.892283,5
medqa,qwen3-4b,medqa_test_00396,1,0.927769,4
medqa,qwen3-4b,medqa_test_01013,1,0.950682,3
medqa,qwen3-4b,medqa_test_00361,1,0.75669,2
medqa,qwen3-4b,medqa_test_00461,1,0.559297,4
medqa,qwen3-4b,medqa_test_00160,1,0.725133,2
medqa,qwen3-4b,medqa_test_00423,0,0.366289,5
medqa,qwen3-4b,medqa_test_01069,1,0.569426,5
medqa,qwen3-4b,medqa_test_00280,1,0.956352,1
medqa,qwen3-4b,medqa_test_00491,1,0.877743,4
medqa,qwen3-4b,medqa_test_00048,1,0.672076,2
medqa,qwen3-4b,medqa_test_01172,0,0.69132,4
medqa,qwen3-4b,medqa_test_00852,1,0.03918,3
medqa,qwen3-4b,medqa_test_00847,1,0.941364,5
medqa,qwen3-4b,medqa_test_00745,0,0.739906,4
medqa,qwen3-4b,medqa_test_00779,1,0.623697,2
medqa,qwen3-4b,medqa_test_00386,0,0.676424,4
medqa,qwen3-4b,medqa_test_01226,1,0.826454,2
medqa,qwen3-4b,medqa_test_00640,1,0.887375,4
medqa,qwen3-4b,medqa_test_00018,1,0.908942,2
medqa,qwen3-4b,medqa_test_01016,1,0.896935,4
medqa,qwen3-4b,medqa_test_00607,1,0.951508,2
medqa,qwen3-4b,medqa_test_00210,1,0.924632,5
medqa,qwen3-4b,medqa_test_00168,1,0.940106,4
medqa,qwen3-4b,medqa_test_01207,1,0.767318,4
medqa,qwen3-4b,medqa_test_01211,0,0.823717,4
medqa,qwen3-4b,medqa_test_00164,1,0.882533,5
medqa,qwen3-4b,medqa_test_00170,1,0.214543,4
medqa,qwen3-4b,medqa_test_00808,1,0.921597,2
medqa,qwen3-4b,medqa_test_00474,1,0.915896,2
medqa,qwen3-4b,medqa_test_00712,1,0.477008,3
medqa,qwen3-4b,medqa_test_00936,0,0.312524,2
medqa,qwen3-4b,medqa_test_00092,1,0.88723,4
medqa,qwen3-4b,medqa_test_01219,1,0.899404,5
medqa,qwen3-4b,medqa_test_00787,1,0.754574,1
medqa,qwen3-4b,medqa_test_00655,1,0.546878,2
medqa,qwen3-4b,medqa_test_01208,1,0.759994,4
medqa,qwen3-4b,medqa_test_00089,1,0.81462,1
medqa,qwen3-4b,medqa_test_00651,0,0.574215,2
medqa,qwen3-4b,medqa_test_01248,1,0.889785,3
medqa,qwen3-4b,medqa_test_00010,1,0.360929,5
medqa,qwen3-4b,medqa_test_00949,1,0.944132,4
medqa,qwen3-4b,medqa_test_00046,1,0.953333,4
medqa,qwen3-4b,medqa_test_00883,1,0.957715,5
medqa,qwen3-4b,medqa_test_00221,0,0.477907,2
medqa,qwen3-4b,medqa_test_00962,0,0.517502,3
medqa,qwen3-4b,medqa_test_01223,0,0.743561,2
medqa,qwen3-4b,medqa_test_00923,1,0.950098,5
medqa,qwen3-4b,medqa_test_01036,1,0.487524,4
medqa,qwen3-4b,medqa_test_01064,1,0.964967,1
medqa,qwen3-4b,medqa_test_00256,0,0.559281,5
medqa,qwen3-4b,medqa_test_01213,0,0.627166,1
medqa,qwen3-4b,medqa_test_00763,1,0.904082,5
medqa,qwen3-4b,medqa_test_00239,0,0.833108,3
medqa,qwen3-4b,medqa_test_00606,1,0.752208,5
medqa,qwen3-4b,medqa_test_00459,1,0.934634,3
medqa,qwen3-4b,medqa_test_00157,1,0.926318,1
medqa,qwen3-4b,medqa_test_00084,1,0.866776,4
medqa,qwen3-4b,medqa_test_00612,1,0.659844,4
medqa,qwen3-4b,medqa_test_00072,1,0.835077,5
medqa,qwen3-4b,medqa_test_00724,0,0.658147,5
medqa,qwen3-4b,medqa_test_00374,1,0.857265,3
medqa,qwen3-4b,medqa_test_00363,1,0.769322,5
medqa,qwen3-4b,medqa_test_01095,0,0.525194,3
medqa,qwen3-4b,medqa_test_01168,1,0.934462,2
medqa,qwen3-4b,medqa_test_00101,1,0.927781,2
medqa,qwen3-4b,medqa_test_00348,0,0.652289,5
medqa,qwen3-4b,medqa_test_00346,0,0.670681,1
medqa,qwen3-4b,medqa_test_00119,1,0.839175,3
medqa,qwen3-4b,medqa_test_00870,1,0.867757,3
medqa,qwen3-4b,medqa_test_00749,0,0.443078,4
medqa,qwen3-4b,medqa_test_00147,1,0.868608,4
medqa,qwen3-4b,medqa_test_00439,1,0.778581,2
medqa,qwen3-4b,medqa_test_00016,1,0.864234,1
medqa,qwen3-4b,medqa_test_00402,1,0.605461,2
medqa,qwen3-4b,medqa_test_00304,1,0.861016,3
medqa,qwen3-4b,medqa_test_00614,1,0.744656,2
medqa,qwen3-4b,medqa_test_00772,1,0.915866,3
medqa,qwen3-4b,medqa_test_00894,1,0.87162,4
medqa,qwen3-4b,medqa_test_00282,1,0.915397,1
medqa,qwen3-4b,medqa_test_00512,0,0.4495,5
medqa,qwen3-4b,medqa_test_00989,0,0.480496,1
medqa,qwen3-4b,medqa_test_00080,1,0.443443,3
medqa,qwen3-4b,medqa_test_01174,1,0.805521,1
medqa,qwen3-4b,medqa_test_00628,1,0.840539,1
medqa,qwen3-4b,medqa_test_00494,1,0.79153,3
medqa,qwen3-4b,medqa_test_00320,0,0.897776,4
medqa,qwen3-4b,medqa_test_00921,0,0.862471,3
medqa,qwen3-4b,medqa_test_00050,1,0.874243,1
medqa,qwen3-4b,medqa_test_00504,1,0.907288,3
medqa,qwen3-4b,medqa_test_01042,0,0.444789,1
medqa,qwen3-4b,medqa_test_01110,1,0.099164,4
medqa,qwen3-4b,medqa_test_01175,1,0.707169,5
medqa,qwen3-4b,medqa_test_00632,1,0.85147,5
medqa,qwen3-4b,medqa_test_00839,1,0.82538,3
medqa,qwen3-4b,medqa_test_01056,1,0.870819,5
medqa,qwen3-4b,medqa_test_00502,1,0.923585,3
medqa,qwen3-4b,medqa_test_00794,1,0.840497,1
medqa,qwen3-4b,medqa_test_00310,0,0.941213,1
medqa,qwen3-4b,medqa_test_00213,1,0.800211,2
medqa,qwen3-4b,medqa_test_00060,1,0.806677,5
medqa,qwen3-4b,medqa_test_00479,1,0.900576,1
medqa,qwen3-4b,medqa_test_00155,0,0.695963,1
medqa,qwen3-4b,medqa_test_00910,0,0.272318,3
medqa,qwen3-4b,medqa_test_00076,1,0.849935,1
medqa,qwen3-4b,medqa_test_01210,1,0.331336,3
medqa,qwen3-4b,medqa_test_00906,0,0.412837,1
medqa,qwen3-4b,medqa_test_00322,1,0.895993,4
medqa,qwen3-4b,medqa_test_00295,1,0.931105,3
medqa,qwen3-4b,medqa_test_00037,0,0.723443,1
medqa,qwen3-4b,medqa_test_00205,1,0.738333,1
medqa,qwen3-4b,medqa_test_01002,1,0.447305,2
medqa,qwen3-4b,medqa_test_00998,1,0.896904,1
medqa,qwen3-4b,medqa_test_00595,1,0.946174,2
medqa,qwen3-4b,medqa_test_01120,1,0.953004,5
medqa,qwen3-4b,medqa_test_01001,1,0.916816,4
medqa,qwen3-4b,medqa_test_00643,0,0.702455,3
medqa,qwen3-4b,medqa_test_01081,1,0.654775,3
medqa,qwen3-4b,medqa_test_00926,1,0.792193,1
medqa,qwen3-4b,medqa_test_00385,0,0.636057,5
medqa,qwen3-4b,medqa_test_01244,0,0.822318,5
medqa,qwen3-4b,medqa_test_00944,0,0.885149,4
medqa,qwen3-4b,medqa_test_00149,0,0.60408,1
medqa,qwen3-4b,medqa_test_01151,1,0.692275,1
medqa,qwen3-4b,medqa_test_00140,1,0.948325,3
medqa,qwen3-4b,medqa_test_01154,1,0.964256,4
medqa,qwen3-4b,medqa_test_00828,1,0.875362,1
medqa,qwen3-4b,medqa_test_00851,1,0.467407,5
medqa,qwen3-4b,medqa_test_00007,1,0.886539,4
medqa,qwen3-4b,medqa_test_00953,0,0.93574,1
medqa,qwen3-4b,medqa_test_00184,0,0.816728,2
medqa,qwen3-4b,medqa_test_00116,1,0.790627,1
medqa,qwen3-4b,medqa_test_00684,1,0.525992,2
medqa,qwen3-4b,medqa_test_00099,1,0.875926,4
medqa,qwen3-4b,medqa_test_01079,1,0.885057,5
medqa,qwen3-4b,medqa_test_00884,1,0.967849,1
medqa,qwen3-4b,medqa_test_00617,1,0.900554,4
medqa,qwen3-4b,medqa_test_00524,0,0.315234,3
medqa,qwen3-4b,medqa_test_00557,1,0.890377,3
medqa,qwen3-4b,medqa_test_01096,1,0.891171,1
medqa,qwen3-4b,medqa_test_00547,1,0.691654,5
medqa,qwen3-4b,medqa_test_00895,1,0.888318,2
medqa,qwen3-4b,medqa_test_00818,1,0.964168,3
medqa,qwen3-4b,medqa_test_00390,1,0.488867,1
medqa,qwen3-4b,medqa_test_00515,0,0.534896,1
medqa,qwen3-4b,medqa_test_00380,0,0.846506,5
medqa,qwen3-4b,medqa_test_00534,1,0.820722,1
medqa,qwen3-4b,medqa_test_00937,1,0.612673,2
medqa,qwen3-4b,medqa_test_00098,0,0.310427,3
medqa,qwen3-4b,medqa_test_00369,0,0.592134,5
medqa,qwen3-4b,medqa_test_01260,0,0.456538,4
medqa,qwen3-4b,medqa_test_01268,1,0.930402,1
medqa,qwen3-4b,medqa_test_00588,1,0.654128,3
medqa,qwen3-4b,medqa_test_00657,0,0.833731,5
medqa,qwen3-4b,medqa_test_01125,1,0.664905,1
medqa,qwen3-4b,medqa_test_00782,1,0.914436,2
medqa,qwen3-4b,medqa_test_00647,0,0.688846,3
medqa,qwen3-4b,medqa_test_00176,1,0.941382,3
medqa,qwen3-4b,medqa_test_00805,1,0.639374,5
medqa,qwen3-4b,medqa_test_00653,1,0.881586,2
medqa,qwen3-4b,medqa_test_00188,0,0.600005,1
medqa,qwen3-4b,medqa_test_00797,1,0.907681,4
medqa,qwen3-4b,medqa_test_00522,1,0.849297,5
medqa,qwen3-4b,medqa_test_00354,1,0.903519,2
medqa,qwen3-4b,medqa_test_00207,1,0.899136,4
medqa,qwen3-4b,medqa_test_00113,1,0.918281,1
medqa,qwen3-4b,medqa_test_00700,1,0.935908,4
medqa,qwen3-4b,medqa_test_00927,1,0.644126,2
medqa,qwen3-4b,medqa_test_00965,1,0.912527,3
medqa,qwen3-4b,medqa_test_00744,1,0.868738,5
medqa,qwen3-4b,medqa_test_00513,1,0.645534,2
medqa,qwen3-4b,medqa_test_01007,1,0.424768,2
medqa,qwen3-4b,medqa_test_00243,1,0.255556,3
medqa,qwen3-4b,medqa_test_00786,1,0.892435,3
medqa,qwen3-4b,medqa_test_00977,1,0.935521,4
medqa,qwen3-4b,medqa_test_00984,0,0.665873,2
medqa,qwen3-4b,medqa_test_00483,0,0.85908,3
medqa,qwen3-4b,medqa_test_00697,1,0.888342,5
medqa,qwen3-4b,medqa_test_00905,0,0.446881,4
medqa,qwen3-4b,medqa_test_00368,1,0.830187,1
medqa,qwen3-4b,medqa_test_00537,1,0.778027,5
medqa,qwen3-4b,medqa_test_00097,1,0.898277,1
medqa,qwen3-4b,medqa_test_00750,1,0.890958,4
medqa,qwen3-4b,medqa_test_00803,0,0.560783,1
medqa,qwen3-4b,medqa_test_00613,1,0.832948,5
medqa,qwen3-4b,medqa_test_01189,1,0.947099,2
medqa,qwen3-4b,medqa_test_00143,1,0.896229,4
medqa,qwen3-4b,medqa_test_00174,1,0.691558,4
medqa,qwen3-4b,medqa_test_00132,1,0.870337,4
medqa,qwen3-4b,medqa_test_00809,1,0.922847,5
medqa,qwen3-4b,medqa_test_00840,1,0.963262,3
medqa,qwen3-4b,medqa_test_01218,1,0.633955,3
medqa,qwen3-4b,medqa_test_00843,0,0.856092,5
medqa,qwen3-4b,medqa_test_01222,0,0.824851,2
medqa,qwen3-4b,medqa_test_01270,0,0.615726,3
medqa,qwen3-4b,medqa_test_01088,1,0.617005,4
medqa,qwen3-4b,medqa_test_00172,1,0.521451,5
medqa,qwen3-4b,medqa_test_01197,1,0.490005,3
medqa,qwen3-4b,medqa_test_00342,1,0.947938,1
medqa,qwen3-4b,medqa_test_00816,0,0.724757,1
medqa,qwen3-4b,medqa_test_00938,0,0.35292,2
medqa,qwen3-4b,medqa_test_00237,0,0.757777,1
medqa,qwen3-4b,medqa_test_00544,1,0.901699,2
medqa,qwen3-4b,medqa_test_00672,1,0.958031,3
medqa,qwen3-4b,medqa_test_01089,1,0.72116,5
medqa,qwen3-4b,medqa_test_00804,1,0.833109,1
medqa,qwen3-4b,medqa_test_00251,1,0.926979,1
medqa,qwen3-4b,medqa_test_00274,1,0.897094,3
medqa,qwen3-4b,medqa_test_00604,1,0.934009,5
medqa,qwen3-4b,medqa_test_00495,0,0.543344,2
medqa,qwen3-4b,medqa_test_00678,1,0.407287,3
medqa,qwen3-4b,medqa_test_00470,1,0.794808,4
medqa,qwen3-4b,medqa_test_00370,1,0.925109,3
medqa,qwen3-4b,medqa_test_00108,1,0.890933,2
medqa,qwen3-4b,medqa_test_01200,1,0.796471,3
medqa,qwen3-4b,medqa_test_00622,1,0.439052,5
medqa,qwen3-4b,medqa_test_00012,1,0.63834,1
medqa,qwen3-4b,medqa_test_00349,1,0.879795,4
medqa,qwen3-4b,medqa_test_00379,1,0.7079,3
medqa,qwen3-4b,medqa_test_00618,1,0.813802,2
medqa,qwen3-4b,medqa_test_00355,0,0.645824,5
medqa,qwen3-4b,medqa_test_00862,0,0.424514,2
medqa,qwen3-4b,medqa_test_00123,1,0.692328,4
medqa,qwen3-4b,medqa_test_01045,0,0.484702,5
medqa,qwen3-4b,medqa_test_00248,1,0.895257,2
medqa,qwen3-4b,medqa_test_00874,0,0.772204,3
medqa,qwen3-4b,medqa_test_00406,1,0.710965,5
medqa,qwen3-4b,medqa_test_00384,1,0.692067,2
medqa,qwen3-4b,medqa_test_00319,1,0.903554,4
medqa,qwen3-4b,medqa_test_00026,1,0.47088,4
medqa,qwen3-4b,medqa_test_01240,1,0.622074,2
medqa,qwen3-4b,medqa_test_00167,1,0.873638,4
medqa,qwen3-4b,medqa_test_00934,0,0.672279,3
medqa,qwen3-4b,medqa_test_00171,0,0.651621,1
medqa,qwen3-4b,medqa_test_00377,0,0.530089,1
medqa,qwen3-4b,medqa_test_01111,1,0.964228,1
medqa,qwen3-4b,medqa_test_00879,0,0.566209,4
medqa,qwen3-4b,medqa_test_01057,1,0.519779,2
medqa,qwen3-4b,medqa_test_00117,0,0.731734,4
medqa,qwen3-4b,medqa_test_00716,0,0.86914,3
medqa,qwen3-4b,medqa_test_00633,0,0.61383,4
medqa,qwen3-4b,medqa_test_00909,0,0.372518,1
medqa,qwen3-4b,medqa_test_00842,1,0.906159,3
medqa,qwen3-4b,medqa_test_00654,1,0.693333,3
medqa,qwen3-4b,medqa_test_00041,1,0.91881,1
medqa,qwen3-4b,medqa_test_00942,1,0.848251,5
medqa,qwen3-4b,medqa_test_01123,1,0.850118,3
medqa,qwen3-4b,medqa_test_01101,1,0.926409,4
medqa,qwen3-4b,medqa_test_01196,1,0.923927,2
medqa,qwen3-4b,medqa_test_00019,0,0.541286,2
medqa,qwen3-4b,medqa_test_00258,1,0.747861,2
medqa,qwen3-4b,medqa_test_00431,0,0.834704,3
medqa,qwen3-4b,medqa_test_00986,0,0.820349,1
medqa,qwen3-4b,medqa_test_00345,1,0.913425,2
medqa,qwen3-4b,medqa_test_00748,1,0.884469,3
medqa,qwen3-4b,medqa_test_00465,0,0.673274,4
medqa,qwen3-4b,medqa_test_00335,1,0.500093,3
medqa,qwen3-4b,medqa_test_00739,0,0.534558,2
medqa,qwen3-4b,medqa_test_00266,0,0.385238,4
medqa,qwen3-4b,medqa_test_00811,1,0.86641,4
medqa,qwen3-4b,medqa_test_01076,0,0.709157,4
medqa,qwen3-4b,medqa_test_00085,0,0.561892,3
medqa,qwen3-4b,medqa_test_00403,0,0.572336,4
medqa,qwen3-4b,medqa_test_00027,1,0.918317,4
medqa,qwen3-4b,medqa_test_01148,1,0.959948,4
medqa,qwen3-4b,medqa_test_01122,1,0.862543,4
medqa,qwen3-4b,medqa_test_00478,1,0.677237,5
medqa,qwen3-4b,medqa_test_00169,1,0.933825,5
medqa,qwen3-4b,medqa_test_00414,1,0.858913,2
medqa,qwen3-4b,medqa_test_00029,0,0.500686,3
medqa,qwen3-4b,medqa_test_01073,0,0.898345,5
medqa,qwen3-4b,medqa_test_00773,1,0.428166,4
medqa,qwen3-4b,medqa_test_00279,1,0.584788,2
medqa,qwen3-4b,medqa_test_00499,1,0.869755,5
medqa,qwen3-4b,medqa_test_00225,1,0.943448,2
medqa,qwen3-4b,medqa_test_00559,1,0.945746,2
medqa,qwen3-4b,medqa_test_00770,1,0.927806,5
medqa,qwen3-4b,medqa_test_00399,1,0.578781,4
medqa,qwen3-4b,medqa_test_00305,1,0.887543,4
medqa,qwen3-4b,medqa_test_00360,1,0.852099,5
medqa,qwen3-4b,medqa_test_01141,1,0.888948,5
medqa,qwen3-4b,medqa_test_01054,1,0.704134,4
